GENE	TYPE	SAMPLE_ID	MODULE
SH3GL2	PHENOTYPE	0	0
SLC17A7	PHENOTYPE	0	0
SNAP25	PHENOTYPE	0	0
STX1A	PHENOTYPE	0	0
STXBP1	PHENOTYPE	0	0
SYN1	PHENOTYPE	0	0
SYN2	PHENOTYPE	0	0
SYT1	PHENOTYPE	0	0
TACSTD1	PHENOTYPE	0	0
TOP2A	PHENOTYPE	0	0
TYMS	PHENOTYPE	0	0
YWHAH	PHENOTYPE	0	0
ANK2	EXPLAINED	0	0
BCL2A1	EXPLAINED	0	0
BIN1	EXPLAINED	0	0
BIRC3	EXPLAINED	0	0
C1QA	EXPLAINED	0	0
C1QB	EXPLAINED	0	0
C1S	EXPLAINED	0	0
C2	EXPLAINED	0	0
C5AR1	EXPLAINED	0	0
CABP1	EXPLAINED	0	0
CALM1	EXPLAINED	0	0
CAMK2B	EXPLAINED	0	0
CAMK2G	EXPLAINED	0	0
CBLC	EXPLAINED	0	0
CCL18	EXPLAINED	0	0
CCL5	EXPLAINED	0	0
CCR5	EXPLAINED	0	0
CD2	EXPLAINED	0	0
CD3D	EXPLAINED	0	0
CD48	EXPLAINED	0	0
CD52	EXPLAINED	0	0
CDH3	EXPLAINED	0	0
CDK5R1	EXPLAINED	0	0
CHL1	EXPLAINED	0	0
CLEC10A	EXPLAINED	0	0
CNKSR2	EXPLAINED	0	0
CNTNAP1	EXPLAINED	0	0
COL1A1	EXPLAINED	0	0
COL5A1	EXPLAINED	0	0
COL6A2	EXPLAINED	0	0
CSF2RB	EXPLAINED	0	0
CSTA	EXPLAINED	0	0
CTNND2	EXPLAINED	0	0
CTSD	EXPLAINED	0	0
CTSS	EXPLAINED	0	0
CXCL10	EXPLAINED	0	0
CXCL9	EXPLAINED	0	0
CXCR4	EXPLAINED	0	0
DNAJC6	EXPLAINED	0	0
DSP	EXPLAINED	0	0
ECT2	EXPLAINED	0	0
EFNA1	EXPLAINED	0	0
EFNB2	EXPLAINED	0	0
EPHA4	EXPLAINED	0	0
EPHB6	EXPLAINED	0	0
FCGR2B	EXPLAINED	0	0
FKBP1B	EXPLAINED	0	0
GCH1	EXPLAINED	0	0
GNAI1	EXPLAINED	0	0
GNAO1	EXPLAINED	0	0
GNG3	EXPLAINED	0	0
GPM6B	EXPLAINED	0	0
GRIA3	EXPLAINED	0	0
GZMA	EXPLAINED	0	0
GZMB	EXPLAINED	0	0
HCK	EXPLAINED	0	0
HDAC1	EXPLAINED	0	0
IGHM	EXPLAINED	0	0
IGKC	EXPLAINED	0	0
IGKV1-5	EXPLAINED	0	0
IGLV2-14	EXPLAINED	0	0
IGLV3-25	EXPLAINED	0	0
IL10RA	EXPLAINED	0	0
IL2RG	EXPLAINED	0	0
IL7R	EXPLAINED	0	0
ISG20	EXPLAINED	0	0
ITGB2	EXPLAINED	0	0
ITPKA	EXPLAINED	0	0
ITPKB	EXPLAINED	0	0
ITPR1	EXPLAINED	0	0
JUP	EXPLAINED	0	0
LAMB1	EXPLAINED	0	0
LAMB3	EXPLAINED	0	0
LHX2	EXPLAINED	0	0
LHX6	EXPLAINED	0	0
LMO3	EXPLAINED	0	0
MAP1B	EXPLAINED	0	0
MAP2	EXPLAINED	0	0
MAP2K4	EXPLAINED	0	0
MAPK10	EXPLAINED	0	0
MAPT	EXPLAINED	0	0
MEF2C	EXPLAINED	0	0
MEIS2	EXPLAINED	0	0
MLPH	EXPLAINED	0	0
MMP1	EXPLAINED	0	0
MMP12	EXPLAINED	0	0
MMP2	EXPLAINED	0	0
MMP9	EXPLAINED	0	0
MRAS	EXPLAINED	0	0
NEFH	EXPLAINED	0	0
NEFL	EXPLAINED	0	0
NEFM	EXPLAINED	0	0
NLGN1	EXPLAINED	0	0
NNMT	EXPLAINED	0	0
NRXN1	EXPLAINED	0	0
NRXN2	EXPLAINED	0	0
NRXN3	EXPLAINED	0	0
PAX6	EXPLAINED	0	0
PDZD2	EXPLAINED	0	0
PIK3R1	EXPLAINED	0	0
PLAUR	EXPLAINED	0	0
PPP1R13L	EXPLAINED	0	0
PPP3CA	EXPLAINED	0	0
PPP3R1	EXPLAINED	0	0
PRF1	EXPLAINED	0	0
PRKACB	EXPLAINED	0	0
PRSS3	EXPLAINED	0	0
PTPN6	EXPLAINED	0	0
PTPRZ1	EXPLAINED	0	0
RAB11FIP2	EXPLAINED	0	0
RAB25	EXPLAINED	0	0
RAB27A	EXPLAINED	0	0
RAB6B	EXPLAINED	0	0
RACGAP1	EXPLAINED	0	0
RALA	EXPLAINED	0	0
RAP2A	EXPLAINED	0	0
RAPGEF2	EXPLAINED	0	0
RAPGEF4	EXPLAINED	0	0
RAPGEF5	EXPLAINED	0	0
RGL1	EXPLAINED	0	0
RIT2	EXPLAINED	0	0
RRAS	EXPLAINED	0	0
RUNDC3A	EXPLAINED	0	0
RYR2	EXPLAINED	0	0
RYR3	EXPLAINED	0	0
S100B	EXPLAINED	0	0
S100P	EXPLAINED	0	0
SERPINA1	EXPLAINED	0	0
SERPING1	EXPLAINED	0	0
SFN	EXPLAINED	0	0
SLC6A1	EXPLAINED	0	0
SNAI2	EXPLAINED	0	0
SPRY2	EXPLAINED	0	0
SYNJ1	EXPLAINED	0	0
TAP1	EXPLAINED	0	0
TF	EXPLAINED	0	0
TGIF1	EXPLAINED	0	0
TIAM1	EXPLAINED	0	0
TIMP1	EXPLAINED	0	0
TMOD1	EXPLAINED	0	0
TNFRSF1A	EXPLAINED	0	0
VAMP8	EXPLAINED	0	0
AKAP6	DRIVER	1	0
CDK4	DRIVER	1	0
EGFR	DRIVER	1	0
PIK3R1	DRIVER	1	0
TP53	DRIVER	1	0
HLA-DRB1	DRIVER	1	0
DCTN2	DRIVER	1	0
GLI1	DRIVER	1	0
DDIT3	DRIVER	1	0
ARHGAP9	DRIVER	1	0
AGT	PHENOTYPE	1	0
AMPH	PHENOTYPE	1	0
ANXA1	PHENOTYPE	1	0
ANXA2	PHENOTYPE	1	0
APBA2	PHENOTYPE	1	0
APC	PHENOTYPE	1	0
AQP1	PHENOTYPE	1	0
ASPM	PHENOTYPE	1	0
BDNF	PHENOTYPE	1	0
CASP1	PHENOTYPE	1	0
CASP4	PHENOTYPE	1	0
CAV1	PHENOTYPE	1	0
CCNA2	PHENOTYPE	1	0
CCNB1	PHENOTYPE	1	0
CCNB2	PHENOTYPE	1	0
CCR7	PHENOTYPE	1	0
CD38	PHENOTYPE	1	0
CD44	PHENOTYPE	1	0
CD79A	PHENOTYPE	1	0
CDC2	PHENOTYPE	1	0
CDC20	PHENOTYPE	1	0
CDK5	PHENOTYPE	1	0
COL1A2	PHENOTYPE	1	0
COL3A1	PHENOTYPE	1	0
COL4A1	PHENOTYPE	1	0
COL4A2	PHENOTYPE	1	0
COL5A2	PHENOTYPE	1	0
COL6A3	PHENOTYPE	1	0
CR2	PHENOTYPE	1	0
CTNNA2	PHENOTYPE	1	0
DNM1	PHENOTYPE	1	0
EEF1A2	PHENOTYPE	1	0
ELMO1	PHENOTYPE	1	0
EPB41L1	PHENOTYPE	1	0
EPS8	PHENOTYPE	1	0
EZH2	PHENOTYPE	1	0
F11R	PHENOTYPE	1	0
FGF12	PHENOTYPE	1	0
FGF13	PHENOTYPE	1	0
FGF14	PHENOTYPE	1	0
FGF9	PHENOTYPE	1	0
FSTL1	PHENOTYPE	1	0
GABBR1	PHENOTYPE	1	0
GABBR2	PHENOTYPE	1	0
GABRA1	PHENOTYPE	1	0
GABRA2	PHENOTYPE	1	0
GABRB1	PHENOTYPE	1	0
GABRG2	PHENOTYPE	1	0
GDI1	PHENOTYPE	1	0
GNAZ	PHENOTYPE	1	0
GRIA2	PHENOTYPE	1	0
GZMK	PHENOTYPE	1	0
HABP4	PHENOTYPE	1	0
HLA-DMA	PHENOTYPE	1	0
HLA-DOB	PHENOTYPE	1	0
HLA-DPB1	PHENOTYPE	1	0
HLA-DQA1	PHENOTYPE	1	0
HLA-DQB1	PHENOTYPE	1	0
HLA-DRA	PHENOTYPE	1	0
HLF	PHENOTYPE	1	0
ID1	PHENOTYPE	1	0
IFI16	PHENOTYPE	1	0
IGFBP2	PHENOTYPE	1	0
IGFBP3	PHENOTYPE	1	0
IRF1	PHENOTYPE	1	0
KRT17	PHENOTYPE	1	0
KRT18	PHENOTYPE	1	0
KRT19	PHENOTYPE	1	0
KRT8	PHENOTYPE	1	0
LAPTM5	PHENOTYPE	1	0
LCK	PHENOTYPE	1	0
LMNB1	PHENOTYPE	1	0
MAPK13	PHENOTYPE	1	0
MBP	PHENOTYPE	1	0
MCM2	PHENOTYPE	1	0
MCM5	PHENOTYPE	1	0
MELK	PHENOTYPE	1	0
MGP	PHENOTYPE	1	0
MNDA	PHENOTYPE	1	0
MOG	PHENOTYPE	1	0
MS4A1	PHENOTYPE	1	0
MSN	PHENOTYPE	1	0
MUC1	PHENOTYPE	1	0
MVP	PHENOTYPE	1	0
MYC	PHENOTYPE	1	0
NCAM1	PHENOTYPE	1	0
NCAN	PHENOTYPE	1	0
NID1	PHENOTYPE	1	0
NRCAM	PHENOTYPE	1	0
NSF	PHENOTYPE	1	0
PBK	PHENOTYPE	1	0
PCNA	PHENOTYPE	1	0
PDGFC	PHENOTYPE	1	0
PEG3	PHENOTYPE	1	0
PERP	PHENOTYPE	1	0
PI4KA	PHENOTYPE	1	0
PLP1	PHENOTYPE	1	0
PPP1R1A	PHENOTYPE	1	0
PRKAR2B	PHENOTYPE	1	0
PSMB9	PHENOTYPE	1	0
PTPRC	PHENOTYPE	1	0
PTPRCAP	PHENOTYPE	1	0
PYCARD	PHENOTYPE	1	0
RAB15	PHENOTYPE	1	0
RAB3A	PHENOTYPE	1	0
RAP1GAP	PHENOTYPE	1	0
RHOB	PHENOTYPE	1	0
RIMS2	PHENOTYPE	1	0
RPH3A	PHENOTYPE	1	0
RPRM	PHENOTYPE	1	0
RRM1	PHENOTYPE	1	0
RRM2	PHENOTYPE	1	0
S100A1	PHENOTYPE	1	0
S100A11	PHENOTYPE	1	0
S100A4	PHENOTYPE	1	0
S100A8	PHENOTYPE	1	0
S100A9	PHENOTYPE	1	0
SCG2	PHENOTYPE	1	0
SERPINB5	PHENOTYPE	1	0
SH3GL2	PHENOTYPE	1	0
SHC3	PHENOTYPE	1	0
SLC17A7	PHENOTYPE	1	0
SMS	PHENOTYPE	1	0
SNAP25	PHENOTYPE	1	0
SRGN	PHENOTYPE	1	0
STX1A	PHENOTYPE	1	0
STXBP1	PHENOTYPE	1	0
SYN1	PHENOTYPE	1	0
SYN2	PHENOTYPE	1	0
SYT1	PHENOTYPE	1	0
TACSTD1	PHENOTYPE	1	0
TNC	PHENOTYPE	1	0
TOP2A	PHENOTYPE	1	0
TRIM22	PHENOTYPE	1	0
TYMS	PHENOTYPE	1	0
VCAM1	PHENOTYPE	1	0
VCAN	PHENOTYPE	1	0
YWHAH	PHENOTYPE	1	0
ACTA2	EXPLAINED	1	0
ANK2	EXPLAINED	1	0
ANP32A	EXPLAINED	1	0
ARHGDIB	EXPLAINED	1	0
ATF1	EXPLAINED	1	0
BCL2A1	EXPLAINED	1	0
BIRC3	EXPLAINED	1	0
BLNK	EXPLAINED	1	0
BTN3A3	EXPLAINED	1	0
C1QA	EXPLAINED	1	0
C1QB	EXPLAINED	1	0
C1S	EXPLAINED	1	0
C2	EXPLAINED	1	0
CABP1	EXPLAINED	1	0
CALM1	EXPLAINED	1	0
CAMK2B	EXPLAINED	1	0
CAMK2G	EXPLAINED	1	0
CASP7	EXPLAINED	1	0
CCL11	EXPLAINED	1	0
CCL18	EXPLAINED	1	0
CCL19	EXPLAINED	1	0
CCL21	EXPLAINED	1	0
CCL5	EXPLAINED	1	0
CCR5	EXPLAINED	1	0
CD2	EXPLAINED	1	0
CD37	EXPLAINED	1	0
CD3D	EXPLAINED	1	0
CD48	EXPLAINED	1	0
CD52	EXPLAINED	1	0
CD53	EXPLAINED	1	0
CD69	EXPLAINED	1	0
CD74	EXPLAINED	1	0
CDH2	EXPLAINED	1	0
CDK5R1	EXPLAINED	1	0
CDK5R2	EXPLAINED	1	0
CHL1	EXPLAINED	1	0
CIT	EXPLAINED	1	0
CKS2	EXPLAINED	1	0
COL1A1	EXPLAINED	1	0
COL5A1	EXPLAINED	1	0
COL6A2	EXPLAINED	1	0
CSF2RB	EXPLAINED	1	0
CSTA	EXPLAINED	1	0
CTSS	EXPLAINED	1	0
CXCL10	EXPLAINED	1	0
CXCL13	EXPLAINED	1	0
CXCL9	EXPLAINED	1	0
CXCR4	EXPLAINED	1	0
CYBA	EXPLAINED	1	0
CYBB	EXPLAINED	1	0
DCN	EXPLAINED	1	0
DNAJC6	EXPLAINED	1	0
DOCK2	EXPLAINED	1	0
DSP	EXPLAINED	1	0
EGR3	EXPLAINED	1	0
ERBB4	EXPLAINED	1	0
EVI2B	EXPLAINED	1	0
F2R	EXPLAINED	1	0
FBN1	EXPLAINED	1	0
FCER1G	EXPLAINED	1	0
FCGR2B	EXPLAINED	1	0
FKBP1B	EXPLAINED	1	0
FZD3	EXPLAINED	1	0
FZD6	EXPLAINED	1	0
GEM	EXPLAINED	1	0
GMFG	EXPLAINED	1	0
GNAO1	EXPLAINED	1	0
GNG3	EXPLAINED	1	0
GPM6B	EXPLAINED	1	0
GRIA3	EXPLAINED	1	0
GZMA	EXPLAINED	1	0
GZMB	EXPLAINED	1	0
HCK	EXPLAINED	1	0
HCLS1	EXPLAINED	1	0
HDAC1	EXPLAINED	1	0
HLA-B	EXPLAINED	1	0
HLA-DMB	EXPLAINED	1	0
HLA-DPA1	EXPLAINED	1	0
HLA-F	EXPLAINED	1	0
HMGB2	EXPLAINED	1	0
HOXA5	EXPLAINED	1	0
ICAM3	EXPLAINED	1	0
IGHM	EXPLAINED	1	0
IGKC	EXPLAINED	1	0
IGKV1-5	EXPLAINED	1	0
IGLV2-14	EXPLAINED	1	0
IGLV3-25	EXPLAINED	1	0
IL10RA	EXPLAINED	1	0
IL10RB	EXPLAINED	1	0
IL2RB	EXPLAINED	1	0
IL2RG	EXPLAINED	1	0
IL7R	EXPLAINED	1	0
IRF8	EXPLAINED	1	0
ISG20	EXPLAINED	1	0
ITGA2	EXPLAINED	1	0
ITGB2	EXPLAINED	1	0
JUP	EXPLAINED	1	0
KLRB1	EXPLAINED	1	0
KRT15	EXPLAINED	1	0
KRT5	EXPLAINED	1	0
KRT6A	EXPLAINED	1	0
KRT6B	EXPLAINED	1	0
LAMB1	EXPLAINED	1	0
LAMB3	EXPLAINED	1	0
LAMC1	EXPLAINED	1	0
LCP1	EXPLAINED	1	0
LCP2	EXPLAINED	1	0
LGALS3BP	EXPLAINED	1	0
LGMN	EXPLAINED	1	0
LHX2	EXPLAINED	1	0
LILRB1	EXPLAINED	1	0
LMO3	EXPLAINED	1	0
LPXN	EXPLAINED	1	0
LTB	EXPLAINED	1	0
LUM	EXPLAINED	1	0
MAD2L1	EXPLAINED	1	0
MAP1B	EXPLAINED	1	0
MAP2	EXPLAINED	1	0
MAPK10	EXPLAINED	1	0
MAPT	EXPLAINED	1	0
MEF2C	EXPLAINED	1	0
MFAP2	EXPLAINED	1	0
MLPH	EXPLAINED	1	0
MMP1	EXPLAINED	1	0
MMP12	EXPLAINED	1	0
MMP2	EXPLAINED	1	0
MMP7	EXPLAINED	1	0
MMP9	EXPLAINED	1	0
MRAS	EXPLAINED	1	0
MXRA5	EXPLAINED	1	0
NCF2	EXPLAINED	1	0
NEFH	EXPLAINED	1	0
NEFL	EXPLAINED	1	0
NEFM	EXPLAINED	1	0
NNMT	EXPLAINED	1	0
PARP4	EXPLAINED	1	0
PCOLCE	EXPLAINED	1	0
PIN1	EXPLAINED	1	0
PLAU	EXPLAINED	1	0
PLCG2	EXPLAINED	1	0
POU2AF1	EXPLAINED	1	0
PPIB	EXPLAINED	1	0
PPIC	EXPLAINED	1	0
PPP3CA	EXPLAINED	1	0
PPP3R1	EXPLAINED	1	0
PRKACB	EXPLAINED	1	0
PROS1	EXPLAINED	1	0
PRSS3	EXPLAINED	1	0
PSMB8	EXPLAINED	1	0
PTBP1	EXPLAINED	1	0
RAB25	EXPLAINED	1	0
RAB27A	EXPLAINED	1	0
RAC2	EXPLAINED	1	0
RAPGEF5	EXPLAINED	1	0
RHOH	EXPLAINED	1	0
RICS	EXPLAINED	1	0
RNASE6	EXPLAINED	1	0
RYR2	EXPLAINED	1	0
RYR3	EXPLAINED	1	0
S100A7	EXPLAINED	1	0
S100B	EXPLAINED	1	0
SDC1	EXPLAINED	1	0
SELL	EXPLAINED	1	0
SERPINA1	EXPLAINED	1	0
SERPINE2	EXPLAINED	1	0
SERPING1	EXPLAINED	1	0
SFN	EXPLAINED	1	0
SLC6A1	EXPLAINED	1	0
SNAI2	EXPLAINED	1	0
SPINT1	EXPLAINED	1	0
STAT1	EXPLAINED	1	0
TAP1	EXPLAINED	1	0
TF	EXPLAINED	1	0
TFPI	EXPLAINED	1	0
TIMP1	EXPLAINED	1	0
TUBB4	EXPLAINED	1	0
UBE2C	EXPLAINED	1	0
UCP2	EXPLAINED	1	0
VAMP2	EXPLAINED	1	0
VAMP8	EXPLAINED	1	0
WNT5A	EXPLAINED	1	0
ZWINT	EXPLAINED	1	0
TPM3	DRIVER	1	1
MYBPC1	PHENOTYPE	1	1
TMOD1	EXPLAINED	1	1
ACTB	DRIVER	2	0
CD3G	DRIVER	2	0
IGFBP3	DRIVER	2	0
AMPH	DRIVER	2	0
EGFR	DRIVER	2	0
GLI3	DRIVER	2	0
HNRNPA2B1	DRIVER	2	0
ITGB8	DRIVER	2	0
PIK3C2B	DRIVER	2	0
PPIA	DRIVER	2	0
PRKAR1B	DRIVER	2	0
PSMA2	DRIVER	2	0
PTEN	DRIVER	2	0
RAC1	DRIVER	2	0
RB1	DRIVER	2	0
ADCY1	DRIVER	2	0
DBNL	DRIVER	2	0
TWIST1	DRIVER	2	0
IKZF1	DRIVER	2	0
ADCYAP1R1	DRIVER	2	0
ADAM15	PHENOTYPE	2	0
AGT	PHENOTYPE	2	0
AMPH	PHENOTYPE	2	0
ANXA1	PHENOTYPE	2	0
ANXA2	PHENOTYPE	2	0
AP1S2	PHENOTYPE	2	0
APBA2	PHENOTYPE	2	0
APC	PHENOTYPE	2	0
APOE	PHENOTYPE	2	0
AREG	PHENOTYPE	2	0
BDNF	PHENOTYPE	2	0
BIRC5	PHENOTYPE	2	0
CAV1	PHENOTYPE	2	0
CCNA2	PHENOTYPE	2	0
CCNB1	PHENOTYPE	2	0
CCNB2	PHENOTYPE	2	0
CCND1	PHENOTYPE	2	0
CCND2	PHENOTYPE	2	0
CD44	PHENOTYPE	2	0
CDC2	PHENOTYPE	2	0
CDC20	PHENOTYPE	2	0
CDK4	PHENOTYPE	2	0
CKS1B	PHENOTYPE	2	0
CNTN1	PHENOTYPE	2	0
CORO1A	PHENOTYPE	2	0
CTNNA2	PHENOTYPE	2	0
DBF4	PHENOTYPE	2	0
DNM1	PHENOTYPE	2	0
EFNA4	PHENOTYPE	2	0
ELMO1	PHENOTYPE	2	0
EPS15	PHENOTYPE	2	0
EREG	PHENOTYPE	2	0
ESPL1	PHENOTYPE	2	0
F8	PHENOTYPE	2	0
FGA	PHENOTYPE	2	0
FGB	PHENOTYPE	2	0
FGF13	PHENOTYPE	2	0
FGF14	PHENOTYPE	2	0
FGF9	PHENOTYPE	2	0
GABBR1	PHENOTYPE	2	0
GABBR2	PHENOTYPE	2	0
GABRA1	PHENOTYPE	2	0
GABRA2	PHENOTYPE	2	0
GABRB1	PHENOTYPE	2	0
GABRG2	PHENOTYPE	2	0
GDI1	PHENOTYPE	2	0
GINS1	PHENOTYPE	2	0
GINS2	PHENOTYPE	2	0
GINS4	PHENOTYPE	2	0
GMNN	PHENOTYPE	2	0
GNAZ	PHENOTYPE	2	0
GRIA2	PHENOTYPE	2	0
HLA-DPB1	PHENOTYPE	2	0
HLA-DRA	PHENOTYPE	2	0
HLF	PHENOTYPE	2	0
IGFBP2	PHENOTYPE	2	0
ITGB5	PHENOTYPE	2	0
KIF15	PHENOTYPE	2	0
KIF2C	PHENOTYPE	2	0
KPNA2	PHENOTYPE	2	0
KRT18	PHENOTYPE	2	0
KRT19	PHENOTYPE	2	0
KRT7	PHENOTYPE	2	0
KRT8	PHENOTYPE	2	0
LAPTM5	PHENOTYPE	2	0
LMNB1	PHENOTYPE	2	0
MAGI2	PHENOTYPE	2	0
MCM2	PHENOTYPE	2	0
MCM5	PHENOTYPE	2	0
MCM7	PHENOTYPE	2	0
MELK	PHENOTYPE	2	0
MKI67	PHENOTYPE	2	0
MUC1	PHENOTYPE	2	0
MYBL2	PHENOTYPE	2	0
MYBPC1	PHENOTYPE	2	0
MYC	PHENOTYPE	2	0
NAPA	PHENOTYPE	2	0
NCAN	PHENOTYPE	2	0
NCOA1	PHENOTYPE	2	0
NFASC	PHENOTYPE	2	0
NRCAM	PHENOTYPE	2	0
NSF	PHENOTYPE	2	0
PBK	PHENOTYPE	2	0
PCNA	PHENOTYPE	2	0
PDGFRA	PHENOTYPE	2	0
PI4KA	PHENOTYPE	2	0
PLK1	PHENOTYPE	2	0
POLE2	PHENOTYPE	2	0
PPP1R1A	PHENOTYPE	2	0
PRIM1	PHENOTYPE	2	0
PRKAR2B	PHENOTYPE	2	0
PSMA5	PHENOTYPE	2	0
PTTG1	PHENOTYPE	2	0
RAB3A	PHENOTYPE	2	0
RBBP8	PHENOTYPE	2	0
RFC4	PHENOTYPE	2	0
RHOD	PHENOTYPE	2	0
RIMS2	PHENOTYPE	2	0
RNF11	PHENOTYPE	2	0
RPH3A	PHENOTYPE	2	0
RRM2	PHENOTYPE	2	0
S100A1	PHENOTYPE	2	0
S100A10	PHENOTYPE	2	0
S100A11	PHENOTYPE	2	0
S100A4	PHENOTYPE	2	0
S100A6	PHENOTYPE	2	0
S100A9	PHENOTYPE	2	0
SDC3	PHENOTYPE	2	0
SH3BGRL	PHENOTYPE	2	0
SH3GL2	PHENOTYPE	2	0
SHC3	PHENOTYPE	2	0
SLC17A7	PHENOTYPE	2	0
SMARCD3	PHENOTYPE	2	0
SNAP25	PHENOTYPE	2	0
STX12	PHENOTYPE	2	0
STX1A	PHENOTYPE	2	0
STXBP1	PHENOTYPE	2	0
STXBP6	PHENOTYPE	2	0
SYN1	PHENOTYPE	2	0
SYN2	PHENOTYPE	2	0
SYT1	PHENOTYPE	2	0
TOP2A	PHENOTYPE	2	0
TPX2	PHENOTYPE	2	0
TTK	PHENOTYPE	2	0
TYMS	PHENOTYPE	2	0
YWHAH	PHENOTYPE	2	0
ZIC1	PHENOTYPE	2	0
A2M	EXPLAINED	2	0
ABR	EXPLAINED	2	0
ACTA2	EXPLAINED	2	0
ACTL6A	EXPLAINED	2	0
ACTL6B	EXPLAINED	2	0
ADAM9	EXPLAINED	2	0
AHR	EXPLAINED	2	0
ALOX5AP	EXPLAINED	2	0
ANK2	EXPLAINED	2	0
ANP32A	EXPLAINED	2	0
ANXA6	EXPLAINED	2	0
AP1M2	EXPLAINED	2	0
APLP1	EXPLAINED	2	0
APOC2	EXPLAINED	2	0
ARHGDIG	EXPLAINED	2	0
ARHGEF3	EXPLAINED	2	0
ARHGEF6	EXPLAINED	2	0
ARHGEF9	EXPLAINED	2	0
ARPC1B	EXPLAINED	2	0
ATF1	EXPLAINED	2	0
ATP1A3	EXPLAINED	2	0
ATXN1	EXPLAINED	2	0
AURKA	EXPLAINED	2	0
AURKB	EXPLAINED	2	0
BUB1B	EXPLAINED	2	0
CAMK2B	EXPLAINED	2	0
CAMK2G	EXPLAINED	2	0
CAV2	EXPLAINED	2	0
CBX3	EXPLAINED	2	0
CD53	EXPLAINED	2	0
CD74	EXPLAINED	2	0
CDC25B	EXPLAINED	2	0
CDC45L	EXPLAINED	2	0
CDC6	EXPLAINED	2	0
CDH3	EXPLAINED	2	0
CDK5R1	EXPLAINED	2	0
CENPE	EXPLAINED	2	0
CHEK1	EXPLAINED	2	0
CHEK2	EXPLAINED	2	0
CHL1	EXPLAINED	2	0
CHN1	EXPLAINED	2	0
CIB1	EXPLAINED	2	0
CKS2	EXPLAINED	2	0
CLU	EXPLAINED	2	0
CNTNAP1	EXPLAINED	2	0
CP	EXPLAINED	2	0
CST3	EXPLAINED	2	0
CTNND2	EXPLAINED	2	0
CTSC	EXPLAINED	2	0
CTSL1	EXPLAINED	2	0
CTSL2	EXPLAINED	2	0
CYFIP2	EXPLAINED	2	0
DEAF1	EXPLAINED	2	0
DIRAS2	EXPLAINED	2	0
DNAJC6	EXPLAINED	2	0
DOK5	EXPLAINED	2	0
DSP	EXPLAINED	2	0
ECT2	EXPLAINED	2	0
EFNA1	EXPLAINED	2	0
EFNB2	EXPLAINED	2	0
EGR1	EXPLAINED	2	0
EPHA4	EXPLAINED	2	0
