sample_id	gene_symbol	type
1	GDI1	EXPLAINED
1	GNAO1	EXPLAINED
1	GNAZ	EXPLAINED
1	GNG3	EXPLAINED
1	GPM6B	EXPLAINED
1	GRIA2	EXPLAINED
1	GRIA3	EXPLAINED
1	HCK	EXPLAINED
1	HDAC1	EXPLAINED
1	HLF	EXPLAINED
1	MAP1B	EXPLAINED
1	MAP2	EXPLAINED
1	MAPK10	EXPLAINED
1	MAPK13	EXPLAINED
1	MAPT	EXPLAINED
1	MEF2C	EXPLAINED
1	MLPH	EXPLAINED
1	NEFH	EXPLAINED
1	NEFL	EXPLAINED
1	NEFM	EXPLAINED
1	NRCAM	EXPLAINED
1	NSF	EXPLAINED
1	PIK3R1	EXPLAINED
1	PIN1	EXPLAINED
1	PLCG2	EXPLAINED
1	PPP1R1A	EXPLAINED
1	PPP3CA	EXPLAINED
1	PPP3R1	EXPLAINED
1	PRKACB	EXPLAINED
1	PRKAR2B	EXPLAINED
1	RAB15	EXPLAINED
1	RAB25	EXPLAINED
1	RAB27A	EXPLAINED
1	RAB3A	EXPLAINED
1	RAC2	EXPLAINED
1	RHOB	EXPLAINED
1	RHOH	EXPLAINED
1	RIMS2	EXPLAINED
1	RPH3A	EXPLAINED
1	S100A1	EXPLAINED
1	S100A11	EXPLAINED
1	S100A4	EXPLAINED
1	S100B	EXPLAINED
1	SH3GL2	EXPLAINED
1	SLC17A7	EXPLAINED
1	SLC6A1	EXPLAINED
1	SNAI2	EXPLAINED
1	SNAP25	EXPLAINED
1	STAT1	EXPLAINED
1	STX1A	EXPLAINED
1	STXBP1	EXPLAINED
1	SYN1	EXPLAINED
1	SYN2	EXPLAINED
1	SYT1	EXPLAINED
1	VAMP2	EXPLAINED
1	VAMP8	EXPLAINED
1	YWHAH	EXPLAINED
1	AKAP6	MUTATED
1	CD38	EXPLAINED
1	FKBP1B	EXPLAINED
1	LCK	EXPLAINED
1	RYR2	EXPLAINED
1	RYR3	EXPLAINED
1	ANAPC4	MUTATED
1	BUB1B	EXPLAINED
1	CALM1	EXPLAINED
1	CCNA2	EXPLAINED
1	CCNB1	EXPLAINED
1	CCNB2	EXPLAINED
1	CDC2	EXPLAINED
1	CDC20	EXPLAINED
1	CDK4	EXPLAINED
1	CDK5	EXPLAINED
1	CIT	EXPLAINED
1	LMNB1	EXPLAINED
1	MAD2L1	EXPLAINED
1	MAPK13	EXPLAINED
1	MCM2	EXPLAINED
1	MCM5	EXPLAINED
1	MELK	EXPLAINED
1	PBK	EXPLAINED
1	PCNA	EXPLAINED
1	PSMB8	EXPLAINED
1	PSMB9	EXPLAINED
1	RHOB	EXPLAINED
1	RRM1	EXPLAINED
1	RRM2	EXPLAINED
1	SFN	EXPLAINED
1	STAT1	EXPLAINED
1	TYMS	EXPLAINED
1	UBE2C	EXPLAINED
1	ZWINT	EXPLAINED
1	ARHGAP9	MUTATED
1	RAC2	EXPLAINED
1	RHOB	EXPLAINED
1	RHOH	EXPLAINED
1	CDK4	MUTATED
1	ASPM	EXPLAINED
1	CALM1	EXPLAINED
1	CCNA2	EXPLAINED
1	CCNB1	EXPLAINED
1	CCNB2	EXPLAINED
1	CDC2	EXPLAINED
1	CDC20	EXPLAINED
1	CDK5	EXPLAINED
1	CIT	EXPLAINED
1	CKS2	EXPLAINED
1	HDAC1	EXPLAINED
1	LMNB1	EXPLAINED
1	MAD2L1	EXPLAINED
1	MAPK10	EXPLAINED
1	MAPK13	EXPLAINED
1	MCM2	EXPLAINED
1	MCM5	EXPLAINED
1	MELK	EXPLAINED
1	MYC	EXPLAINED
1	PBK	EXPLAINED
1	PCNA	EXPLAINED
1	RHOB	EXPLAINED
1	RRM1	EXPLAINED
1	RRM2	EXPLAINED
1	SFN	EXPLAINED
1	STAT1	EXPLAINED
1	TYMS	EXPLAINED
1	UBE2C	EXPLAINED
1	ZWINT	EXPLAINED
1	CTDSP2	MUTATED
1	CYP27B1	MUTATED
1	DCTN2	MUTATED
1	CALM1	EXPLAINED
1	CDC2	EXPLAINED
1	PRKAR2B	EXPLAINED
1	TUBB4	EXPLAINED
1	DDIT3	MUTATED
1	MAPK13	EXPLAINED
1	DTX3	MUTATED
1	EGFR	MUTATED
1	ACTA2	EXPLAINED
1	AGT	EXPLAINED
1	AMPH	EXPLAINED
1	ANK2	EXPLAINED
1	ANP32A	EXPLAINED
1	ANXA1	EXPLAINED
1	ANXA2	EXPLAINED
1	APBA2	EXPLAINED
1	APC	EXPLAINED
1	ARHGDIB	EXPLAINED
1	ATF1	EXPLAINED
1	BCL2A1	EXPLAINED
1	BDNF	EXPLAINED
1	BIRC3	EXPLAINED
1	BLNK	EXPLAINED
1	BTN3A3	EXPLAINED
1	C1QA	EXPLAINED
1	C1QB	EXPLAINED
1	C1S	EXPLAINED
1	C2	EXPLAINED
1	CABP1	EXPLAINED
1	CALM1	EXPLAINED
1	CAMK2B	EXPLAINED
1	CAMK2G	EXPLAINED
1	CASP1	EXPLAINED
1	CASP4	EXPLAINED
1	CASP7	EXPLAINED
1	CAV1	EXPLAINED
1	CCL11	EXPLAINED
1	CCL5	EXPLAINED
1	CCNB1	EXPLAINED
1	CCR5	EXPLAINED
1	CD2	EXPLAINED
1	CD37	EXPLAINED
1	CD3D	EXPLAINED
1	CD44	EXPLAINED
1	CD48	EXPLAINED
1	CD52	EXPLAINED
1	CD53	EXPLAINED
1	CD69	EXPLAINED
1	CD74	EXPLAINED
1	CD79A	EXPLAINED
1	CDC2	EXPLAINED
1	CDH2	EXPLAINED
1	CDK5	EXPLAINED
1	CDK5R1	EXPLAINED
1	CDK5R2	EXPLAINED
1	CHL1	EXPLAINED
1	COL1A1	EXPLAINED
1	COL1A2	EXPLAINED
1	COL3A1	EXPLAINED
1	COL4A1	EXPLAINED
1	COL4A2	EXPLAINED
1	COL5A1	EXPLAINED
1	COL5A2	EXPLAINED
1	COL6A2	EXPLAINED
1	COL6A3	EXPLAINED
1	CSF2RB	EXPLAINED
1	CSTA	EXPLAINED
1	CTNNA2	EXPLAINED
1	CTSS	EXPLAINED
1	CXCR4	EXPLAINED
1	CYBA	EXPLAINED
1	CYBB	EXPLAINED
1	DCN	EXPLAINED
1	DNAJC6	EXPLAINED
1	DNM1	EXPLAINED
1	DOCK2	EXPLAINED
1	DSP	EXPLAINED
1	EGR3	EXPLAINED
1	ELMO1	EXPLAINED
1	EPS8	EXPLAINED
1	ERBB4	EXPLAINED
1	EVI2B	EXPLAINED
1	F2R	EXPLAINED
1	FBN1	EXPLAINED
1	FCER1G	EXPLAINED
1	FCGR2B	EXPLAINED
1	FGF12	EXPLAINED
1	FGF13	EXPLAINED
1	FGF14	EXPLAINED
1	FGF9	EXPLAINED
1	FSTL1	EXPLAINED
1	GABBR1	EXPLAINED
1	GABBR2	EXPLAINED
1	GABRA1	EXPLAINED
1	GABRA2	EXPLAINED
1	GABRB1	EXPLAINED
1	GABRG2	EXPLAINED
1	GDI1	EXPLAINED
1	GEM	EXPLAINED
1	GMFG	EXPLAINED
1	GNAO1	EXPLAINED
1	GNAZ	EXPLAINED
1	GNG3	EXPLAINED
1	GPM6B	EXPLAINED
1	GRIA2	EXPLAINED
1	GRIA3	EXPLAINED
1	GZMA	EXPLAINED
1	GZMB	EXPLAINED
1	GZMK	EXPLAINED
1	HCK	EXPLAINED
1	HCLS1	EXPLAINED
1	HDAC1	EXPLAINED
1	HLA-B	EXPLAINED
1	HLA-DMA	EXPLAINED
1	HLA-DMB	EXPLAINED
1	HLA-DOB	EXPLAINED
1	HLA-DPA1	EXPLAINED
1	HLA-DPB1	EXPLAINED
1	HLA-DQA1	EXPLAINED
1	HLA-DQB1	EXPLAINED
1	HLA-DRA	EXPLAINED
1	HLA-DRB1	EXPLAINED
1	HLA-F	EXPLAINED
1	HLF	EXPLAINED
1	HMGB2	EXPLAINED
1	HOXA5	EXPLAINED
1	ICAM3	EXPLAINED
1	IGFBP2	EXPLAINED
1	IGFBP3	EXPLAINED
1	IGHM	EXPLAINED
1	IGKC	EXPLAINED
1	IGKV1-5	EXPLAINED
1	IGLV2-14	EXPLAINED
1	IGLV3-25	EXPLAINED
1	IL10RA	EXPLAINED
1	IL10RB	EXPLAINED
1	IL2RB	EXPLAINED
1	IL2RG	EXPLAINED
1	IL7R	EXPLAINED
1	IRF1	EXPLAINED
1	IRF8	EXPLAINED
1	ISG20	EXPLAINED
1	ITGA2	EXPLAINED
1	ITGB2	EXPLAINED
1	JUP	EXPLAINED
1	KLRB1	EXPLAINED
1	KRT15	EXPLAINED
1	KRT17	EXPLAINED
1	KRT18	EXPLAINED
1	KRT19	EXPLAINED
1	KRT5	EXPLAINED
1	KRT6A	EXPLAINED
1	KRT6B	EXPLAINED
1	KRT8	EXPLAINED
1	LAMB1	EXPLAINED
1	LAMB3	EXPLAINED
1	LAMC1	EXPLAINED
1	LAPTM5	EXPLAINED
1	LCK	EXPLAINED
1	LCP1	EXPLAINED
1	LCP2	EXPLAINED
1	LGALS3BP	EXPLAINED
1	LGMN	EXPLAINED
1	LILRB1	EXPLAINED
1	LPXN	EXPLAINED
1	LTB	EXPLAINED
1	LUM	EXPLAINED
1	MAP1B	EXPLAINED
1	MAP2	EXPLAINED
1	MAPK10	EXPLAINED
1	MAPK13	EXPLAINED
1	MAPT	EXPLAINED
1	MEF2C	EXPLAINED
1	MFAP2	EXPLAINED
1	MGP	EXPLAINED
1	MLPH	EXPLAINED
1	MMP1	EXPLAINED
1	MMP12	EXPLAINED
1	MMP2	EXPLAINED
1	MMP7	EXPLAINED
1	MMP9	EXPLAINED
1	MS4A1	EXPLAINED
1	MSN	EXPLAINED
1	MUC1	EXPLAINED
1	MVP	EXPLAINED
1	MXRA5	EXPLAINED
1	MYC	EXPLAINED
1	NCAM1	EXPLAINED
1	NCAN	EXPLAINED
1	NCF2	EXPLAINED
1	NEFH	EXPLAINED
1	NEFL	EXPLAINED
1	NEFM	EXPLAINED
1	NID1	EXPLAINED
1	NNMT	EXPLAINED
1	NRCAM	EXPLAINED
1	NSF	EXPLAINED
1	PARP4	EXPLAINED
1	PCOLCE	EXPLAINED
1	PDGFC	EXPLAINED
1	PIK3R1	EXPLAINED
1	PIN1	EXPLAINED
1	PLAU	EXPLAINED
1	PLCG2	EXPLAINED
1	POU2AF1	EXPLAINED
1	PPIB	EXPLAINED
1	PPIC	EXPLAINED
1	PPP1R1A	EXPLAINED
1	PPP3CA	EXPLAINED
1	PPP3R1	EXPLAINED
1	PRKACB	EXPLAINED
1	PRKAR2B	EXPLAINED
1	PROS1	EXPLAINED
1	PRSS3	EXPLAINED
1	PSMB8	EXPLAINED
1	PSMB9	EXPLAINED
1	PTBP1	EXPLAINED
1	PTPRC	EXPLAINED
1	PTPRCAP	EXPLAINED
1	PYCARD	EXPLAINED
1	RAB15	EXPLAINED
1	RAB25	EXPLAINED
1	RAB27A	EXPLAINED
1	RAB3A	EXPLAINED
1	RAC2	EXPLAINED
1	RAP1GAP	EXPLAINED
1	RHOB	EXPLAINED
1	RHOH	EXPLAINED
1	RIMS2	EXPLAINED
1	RNASE6	EXPLAINED
1	RPH3A	EXPLAINED
1	S100A1	EXPLAINED
1	S100A11	EXPLAINED
1	S100A4	EXPLAINED
1	S100A7	EXPLAINED
1	S100A8	EXPLAINED
1	S100A9	EXPLAINED
1	S100B	EXPLAINED
1	SDC1	EXPLAINED
1	SELL	EXPLAINED
1	SERPINA1	EXPLAINED
1	SERPINE2	EXPLAINED
1	SERPING1	EXPLAINED
1	SFN	EXPLAINED
1	SH3GL2	EXPLAINED
1	SHC3	EXPLAINED
1	SLC17A7	EXPLAINED
1	SLC6A1	EXPLAINED
1	SNAI2	EXPLAINED
1	SNAP25	EXPLAINED
1	SPINT1	EXPLAINED
1	SRGN	EXPLAINED
1	STAT1	EXPLAINED
1	STX1A	EXPLAINED
1	STXBP1	EXPLAINED
1	SYN1	EXPLAINED
1	SYN2	EXPLAINED
1	SYT1	EXPLAINED
1	TAP1	EXPLAINED
1	TF	EXPLAINED
1	TFPI	EXPLAINED
1	TIMP1	EXPLAINED
1	TNC	EXPLAINED
1	UCP2	EXPLAINED
1	VAMP2	EXPLAINED
1	VAMP8	EXPLAINED
1	VCAM1	EXPLAINED
1	VCAN	EXPLAINED
1	YWHAH	EXPLAINED
1	ELMO1	MUTATED
1	ACTA2	EXPLAINED
1	ANP32A	EXPLAINED
1	APC	EXPLAINED
1	ARHGDIB	EXPLAINED
1	BCL2A1	EXPLAINED
1	BDNF	EXPLAINED
1	BIRC3	EXPLAINED
1	BLNK	EXPLAINED
1	BTN3A3	EXPLAINED
1	C1QA	EXPLAINED
1	C1QB	EXPLAINED
1	C1S	EXPLAINED
1	C2	EXPLAINED
1	CASP1	EXPLAINED
1	CASP4	EXPLAINED
1	CASP7	EXPLAINED
1	CCL5	EXPLAINED
1	CD2	EXPLAINED
1	CD37	EXPLAINED
1	CD3D	EXPLAINED
1	CD44	EXPLAINED
1	CD48	EXPLAINED
1	CD52	EXPLAINED
1	CD53	EXPLAINED
1	CD69	EXPLAINED
1	CD74	EXPLAINED
1	CD79A	EXPLAINED
1	CDH2	EXPLAINED
1	COL1A1	EXPLAINED
1	COL1A2	EXPLAINED
1	COL3A1	EXPLAINED
1	COL4A1	EXPLAINED
1	COL4A2	EXPLAINED
1	COL5A1	EXPLAINED
1	COL5A2	EXPLAINED
1	COL6A2	EXPLAINED
1	COL6A3	EXPLAINED
1	CSF2RB	EXPLAINED
1	CTNNA2	EXPLAINED
1	CTSS	EXPLAINED
1	CXCR4	EXPLAINED
1	CYBA	EXPLAINED
1	CYBB	EXPLAINED
1	DCN	EXPLAINED
1	DOCK2	EXPLAINED
1	EGR3	EXPLAINED
1	ERBB4	EXPLAINED
1	EVI2B	EXPLAINED
1	F2R	EXPLAINED
1	FBN1	EXPLAINED
1	FCER1G	EXPLAINED
1	FCGR2B	EXPLAINED
1	FSTL1	EXPLAINED
1	GEM	EXPLAINED
1	GMFG	EXPLAINED
1	GNG3	EXPLAINED
1	GZMA	EXPLAINED
1	GZMB	EXPLAINED
1	GZMK	EXPLAINED
1	HCK	EXPLAINED
1	HCLS1	EXPLAINED
1	HDAC1	EXPLAINED
1	HLA-B	EXPLAINED
1	HLA-DMA	EXPLAINED
1	HLA-DMB	EXPLAINED
