SAMPLE_ID	DRIVER	IMPACT_SCORE	IS_DEREGULATED	MODULE_SIZE	NUM_DRIVERS
20	TP53	640.323	0	157	6
20	TBL1Y	640.323	0	157	6
20	PCDH11Y	28.382	0	7	1
21	CREBBP	847.283	0	207	4
21	LAMA2	847.283	0	207	4
21	PDGFRA	847.283	1	207	4
21	PIK3CA	847.283	0	207	4
21	PCDHGC5	35.223	0	9	1
22	CCT6A	290.208	1	81	5
22	CDKN2A	290.208	0	81	5
22	TP53	290.208	0	81	5
22	PIK3R1	290.208	0	81	5
22	FLT1	290.208	0	81	5
22	PCDH11Y	6.427	0	2	1
22	PRKY	8.924	0	3	1
22	SEC61G	6.593	1	2	1
23	MDM2	527.719	0	129	3
23	PTEN	527.719	0	129	3
23	RB1	527.719	0	129	3
24	CD3G	33.397	0	9	1
24	EGFR	445.210	0	108	2
24	TP53	445.210	0	108	2
26	TP53	515.597	0	125	1
27	ADCY6	5.973	0	2	1
27	CACNB3	738.484	0	183	9
27	CDK4	738.484	0	183	9
27	COL2A1	738.484	0	183	9
27	FGFR1	738.484	0	183	9
27	IFNG	738.484	0	183	9
27	DCTN2	738.484	0	183	9
27	MDM2	738.484	0	183	9
27	SMARCC2	738.484	0	183	9
27	CNOT2	738.484	0	183	9
27	PPP1R1A	6.817	1	2	1
28	ANK2	116.412	0	25	1
28	CDKN2B	5.654	0	2	1
28	ELAVL2	5.988	0	1	1
29	PIK3R1	308.825	0	78	1
30	BMI1	247.159	0	64	5
30	CEP135	247.159	1	64	5
30	ERBB2	247.159	0	64	5
30	PPP2R5D	247.159	0	64	5
30	KIT	247.159	0	64	5
30	CALML5	23.727	0	7	1
30	CUGBP2	5.045	0	1	1
30	EPC1	4.097	0	1	1
30	IGFBP7	12.483	0	3	1
30	ITGA8	67.963	0	17	2
30	ITGB1	67.963	0	17	2
30	PCDH9	18.669	1	6	1
31	HSPA8	5.653	0	2	1
31	PCDH11Y	7.278	0	2	1
31	PRKY	10.193	0	3	1
32	CACNA1H	9.870	0	3	1
32	CDKN2A	401.816	0	108	5
32	RABIF	401.816	0	108	5
32	MYOG	401.816	0	108	5
32	PIK3C2B	401.816	0	108	5
32	TEK	401.816	0	108	5
32	ELAVL2	3.228	0	1	1
32	SEC61G	14.808	1	5	1
33	CDK4	441.180	1	120	4
33	PIK3R1	441.180	0	120	4
33	TP53	441.180	0	120	4
33	HLA-A	441.180	0	120	4
34	PCDH11Y	12.411	0	3	1
34	PRKY	404.436	0	109	3
34	TP53	404.436	0	109	3
34	PTEN	404.436	0	109	3
35	BMPR1B	9.217	0	3	1
35	CDH20	11.136	0	3	1
35	HLA-DRB1	32.011	1	9	1
35	PTEN	14.375	0	4	1
36	CACNA1H	6.902	0	2	1
36	ERBB2	61.454	0	19	2
36	TP53	61.454	0	19	2
37	ANK1	6.610	0	2	1
37	CBL	408.743	0	116	10
37	ERBB3	408.743	1	116	10
37	TP53	408.743	0	116	10
37	CDKN2A	408.743	0	116	10
37	COL1A1	408.743	0	116	10
37	FN1	408.743	0	116	10
37	ITGB3	408.743	0	116	10
37	GLI3	408.743	0	116	10
37	KIT	408.743	0	116	10
37	PDGFRB	408.743	0	116	10
37	ELAVL2	3.205	0	1	1
37	PCDH24	6.255	0	2	1
38	CHL1	5.879	1	2	1
38	TP53	86.303	0	24	1
39	HLA-DRB1	186.961	1	49	1
40	CDKN2A	47.392	0	15	1
40	NF1	2.831	0	1	1
41	EGFR	310.864	1	94	3
41	PIK3R1	310.864	0	94	3
41	TP53	310.864	0	94	3
42	BCAR1	494.970	0	135	8
42	CDK4	494.970	1	135	8
42	IFNG	494.970	0	135	8
42	NBN	494.970	0	135	8
42	DCTN2	494.970	1	135	8
42	RPN1	494.970	1	135	8
42	PTEN	494.970	0	135	8
42	HLA-DRB1	494.970	0	135	8
42	CTDSP2	2.569	0	1	1
43	BCR	280.432	0	75	5
43	CD3G	280.432	0	75	5
43	CDK4	280.432	1	75	5
43	FRS2	280.432	1	75	5
43	PTPRB	280.432	0	75	5
43	CCT2	17.780	1	5	1
44	HLA-DRB1	11.745	0	4	1
45	ERBB2	277.178	0	68	1
45	PRKDC	3.082	0	1	1
46	ERBB2	162.581	0	43	2
46	PTEN	162.581	0	43	2
46	HLA-DRB1	31.407	0	9	1
46	PRKDC	13.385	0	4	1
47	MET	406.372	0	105	4
47	PIK3R1	406.372	0	105	4
47	TP53	406.372	1	105	4
47	PRKDC	406.372	0	105	4
48	CACNA1H	2.522	0	1	1
48	CDKN2A	2.626	0	1	1
48	ERBB2	127.720	0	37	1
49	CDKN2A	23.167	0	8	3
49	MELK	23.167	1	8	3
49	CDKN2B	23.167	0	8	3
49	KLHL9	2.505	0	1	1
49	PTEN	7.489	0	2	1
50	PCDH11Y	12.106	0	4	1
50	PIK3CD	361.949	1	101	2
50	TP53	361.949	1	101	2
50	PRKY	3.180	0	1	1
50	RALGDS	12.980	0	4	1
50	TRPV6	2.684	0	1	1
51	CCT6A	9.585	1	2	1
51	CDK4	491.656	1	147	4
51	EGFR	491.656	1	147	4
51	PIK3CA	491.656	0	147	4
51	TP53	491.656	1	147	4
51	SEC61G	9.181	1	3	1
52	ATR	3.822	0	1	1
52	CDKN2A	544.036	0	149	3
52	HLA-DRB1	544.036	1	149	3
52	GABRB2	544.036	0	149	3
52	MCM7	5.543	0	2	1
52	SEC61G	19.557	1	6	1
53	CDKN2A	271.989	0	74	2
53	EGFR	271.989	1	74	2
53	KCNB2	5.539	0	2	1
53	PCDHB4	13.647	0	4	1
53	RYR2	21.906	1	7	1
53	TTN	2.561	0	1	1
54	CACNA1S	9.477	0	3	1
54	PCDH11Y	7.764	0	2	1
54	PRKY	10.572	0	3	1
54	PTEN	226.138	0	57	4
54	PTPN6	226.138	0	57	4
54	RIMS2	226.138	1	57	4
54	VCAN	226.138	1	57	4
54	RNF8	8.789	0	3	1
54	SMARCA2	12.843	0	4	1
55	CDH23	274.983	0	72	6
55	EGFR	274.983	1	72	6
55	CTNNB1	274.983	0	72	6
55	HLA-DRB1	274.983	0	72	6
55	NFATC1	274.983	0	72	6
55	PTEN	274.983	0	72	6
55	RYR2	25.362	1	8	1
55	ZNF274	2.947	0	1	1
56	COL1A2	5.364	0	2	1
56	HLA-DRB1	8.391	0	3	1
56	PCDH11Y	3.766	0	1	1
56	PLCG2	38.219	0	13	3
56	RYR3	38.219	0	13	3
56	PRKY	38.219	0	13	3
56	TGFBR1	2.503	0	1	1
57	CDKN2A	2.504	0	1	1
57	EGFR	75.007	1	22	1
57	ELAVL2	3.760	0	1	1
57	HLA-DRB1	12.906	0	4	1
58	ATN1	29.313	0	9	2
58	CD79B	29.313	0	9	2
58	KALRN	252.717	0	68	3
58	PIK3R1	252.717	0	68	3
58	TP53	252.717	0	68	3
58	PCDH11Y	8.605	0	3	1
59	CDK4	372.150	1	101	3
59	TP53	372.150	0	101	3
59	PIK3R1	372.150	0	101	3
59	PCDHAC2	6.993	0	2	1
60	TP53	606.849	0	149	1
61	EGFR	59.799	1	18	1
61	NLRP12	3.587	0	1	1
61	PSMA5	9.760	0	3	1
62	CDKN2A	3.530	0	1	1
62	EGFR	181.702	1	54	3
62	PIK3R1	181.702	0	54	3
62	HLA-DRB1	181.702	0	54	3
62	PCDHA10	3.377	0	1	1
63	DOCK2	2.520	0	1	1
63	EGFR	223.295	0	53	3
63	LAMA5	223.295	0	53	3
63	NOS1	223.295	0	53	3
63	KCNG1	5.356	0	2	1
63	PIK3C2G	4.793	0	1	1
63	SEC61G	5.673	1	2	1
64	CCT2	15.139	0	5	1
64	FRS2	98.377	0	28	2
64	PTEN	98.377	0	28	2
65	HLA-DRB1	835.859	1	208	1
66	KIFC3	8.727	0	2	1
66	RB1	9.715	0	3	1
66	SLC18A2	101.887	0	24	1
67	HLA-DRB1	160.650	0	48	1
68	COL6A2	17.232	0	5	3
68	ITGA4	17.232	0	5	3
68	EGFR	17.232	0	5	3
69	CDKN2A	2.757	0	1	1
69	EGFR	264.783	1	64	2
69	PIK3C2B	264.783	1	64	2
69	PCDHA10	4.414	0	1	1
70	CDK4	23.438	1	7	2
70	CDKN2A	23.438	0	7	2
70	DCTN2	11.790	0	3	1
70	EGFR	275.521	1	72	4
70	LAMA2	275.521	1	72	4
70	TAP1	275.521	1	72	4
70	PIK3C2G	275.521	0	72	4
70	PCDHAC2	4.276	0	1	1
70	SCML2	2.819	0	1	1
72	AKT1	297.927	1	72	4
72	CDKN2A	297.927	0	72	4
72	EGFR	297.927	1	72	4
72	KLHL9	297.927	0	72	4
72	HLA-DRB1	14.540	0	4	1
73	CDK4	42.780	1	12	3
73	CDKN2A	42.780	0	12	3
73	NEK2	42.780	0	12	3
73	EGFR	211.575	1	50	1
73	PCDHGC5	9.022	0	2	1
74	ANK3	6.121	1	2	1
74	CDKN2A	282.261	0	75	6
74	CREBBP	282.261	0	75	6
74	EGFR	282.261	1	75	6
74	PRKY	282.261	0	75	6
74	LRP1	282.261	0	75	6
74	PIK3C2G	282.261	0	75	6
74	KLC2	18.525	0	5	1
74	LRRC7	7.437	0	2	1
74	PCDH11Y	10.474	0	3	1
75	CDKN2A	293.237	0	71	4
75	PTEN	293.237	0	71	4
75	EGFR	293.237	0	71	4
75	KIT	293.237	0	71	4
75	MYF5	14.208	0	4	1
75	PCDHGC5	14.453	0	3	1
75	PPP3CB	3.797	0	1	1
75	PRKCQ	2.625	0	1	1
75	SEC61G	7.989	1	3	1
76	CDKN2A	278.574	0	76	3
76	EGFR	278.574	0	76	3
76	TUBGCP5	278.574	0	76	3
77	EGFR	313.769	1	83	3
77	MDM4	313.769	1	83	3
77	PTEN	313.769	0	83	3
78	CDKN2A	245.631	0	69	4
78	CDKN2B	245.631	0	69	4
78	EGFR	245.631	1	69	4
78	LAMB1	245.631	0	69	4
78	PCDHGC5	4.122	0	1	1
79	COL4A5	120.645	0	34	4
79	PIK3CA	120.645	0	34	4
79	PTEN	120.645	0	34	4
79	RASGRF1	120.645	0	34	4
79	MYOD1	3.186	0	1	1
79	PCDH11Y	6.643	0	2	1
79	PRKY	5.481	0	2	1
81	COL4A1	74.607	1	21	2
81	PTEN	74.607	0	21	2
81	LRP8	11.292	0	4	1
81	PCDHAC2	2.658	0	1	1
81	RBBP4	3.039	0	1	1
81	SGOL2	18.801	0	6	1
82	ELAVL2	5.489	0	1	1
82	FAT2	12.964	0	4	1
82	GRB10	136.828	0	40	3
82	IL7	136.828	0	40	3
82	MED13	136.828	0	40	3
83	CDKN2A	181.052	0	51	4
83	PIK3CA	181.052	0	51	4
83	PTPN11	181.052	0	51	4
83	COL6A3	181.052	0	51	4
84	BUB3	375.640	0	105	15
84	CDK4	375.640	1	105	15
84	CDKN2A	375.640	0	105	15
84	ERBB3	375.640	0	105	15
84	FAS	375.640	0	105	15
84	ITGB1	375.640	0	105	15
84	LAMC3	375.640	0	105	15
84	PIK3CG	375.640	0	105	15
84	RIMS2	375.640	1	105	15
84	PTEN	375.640	0	105	15
84	EPC1	375.640	0	105	15
84	FGFR2	375.640	0	105	15
84	FLT1	375.640	0	105	15
84	LRP1	375.640	0	105	15
84	GRK5	375.640	0	105	15
84	CDH23	4.052	0	1	1
84	DDIT3	9.011	1	2	1
84	KCNV2	5.078	0	2	1
84	PSIP1	5.394	0	2	1
85	CDC2	383.221	1	104	9
85	CDK4	383.221	1	104	9
85	EGFR	383.221	0	104	9
85	ITGA8	383.221	0	104	9
85	LAMA3	383.221	0	104	9
85	PLAU	383.221	0	104	9
85	PTEN	383.221	0	104	9
85	EPC1	383.221	0	104	9
85	KIT	383.221	0	104	9
85	PCDHGC5	4.089	0	1	1
85	PPP3CB	3.205	0	1	1
86	PCDH11Y	25.045	0	7	1
86	PIK3CG	366.558	0	90	4
86	PRKY	366.558	0	90	4
86	RB1	366.558	0	90	4
86	PTEN	366.558	0	90	4
87	CDH17	13.702	0	4	1
87	CDK4	63.310	1	17	2
87	CDKN2A	63.310	0	17	2
88	CHP2	3.358	0	1	1
88	GNAT3	17.092	0	4	1
88	MET	290.721	0	80	4
88	TP53	290.721	0	80	4
88	PIK3CG	290.721	0	80	4
88	PTEN	290.721	0	80	4
88	PCDHGC5	4.159	0	1	1
89	CACNA1I	235.460	0	64	10
89	PRKCB	235.460	0	64	10
89	CDKN2A	235.460	0	64	10
89	STAT1	235.460	0	64	10
89	GRAP2	235.460	0	64	10
89	EP300	235.460	0	64	10
89	MCM5	235.460	0	64	10
89	EGFR	235.460	1	64	10
89	LAMB4	235.460	0	64	10
89	YWHAH	235.460	1	64	10
89	CELSR1	3.561	0	1	1
89	KCNJ4	3.819	0	1	1
89	PPARA	2.818	0	1	1
90	CCT2	25.954	1	6	1
90	CNOT2	196.567	1	49	7
90	IFNG	196.567	0	49	7
90	MDM2	196.567	1	49	7
90	RAN	196.567	0	49	7
90	FRS2	196.567	1	49	7
90	PRKY	196.567	0	49	7
90	PTEN	196.567	0	49	7
90	FZD10	24.375	0	6	1
90	PCDH11Y	6.856	0	2	1
91	CDKN2A	211.743	0	58	6
91	RB1	211.743	0	58	6
91	PTPRB	211.743	0	58	6
91	RIMS2	211.743	0	58	6
91	PTEN	211.743	0	58	6
91	KDR	211.743	0	58	6
91	RYR2	7.805	1	2	1
92	CACNA1H	466.874	0	124	3
92	HLA-DRB1	466.874	0	124	3
92	TP53	466.874	0	124	3
93	KCNV1	6.257	1	2	1
93	LAMA1	545.265	0	150	4
93	PIK3CG	545.265	0	150	4
93	PIK3R1	545.265	0	150	4
93	TP53	545.265	0	150	4
94	CDKN2A	470.139	0	127	6
94	KIT	470.139	0	127	6
94	PGR	470.139	0	127	6
94	GRIN2A	470.139	0	127	6
94	PLCG1	470.139	0	127	6
94	PTEN	470.139	0	127	6
94	PCM1	12.965	0	3	1
95	CNTN1	2.848	0	1	1
95	COL2A1	5.370	0	2	1
95	HDAC2	172.150	0	49	4
95	TP53	172.150	0	49	4
95	HLA-DRB1	172.150	0	49	4
95	PLCG1	172.150	0	49	4
96	TP53	195.051	0	57	1
97	CCT6A	7.187	1	2	1
97	CDKN2A	9.495	0	3	1
97	KLHL9	2.696	0	1	1
97	PTEN	3.524	0	1	1
98	PCDHGC5	8.259	0	2	1
98	PIK3C2B	3.536	0	1	1
98	PIK3CA	377.530	0	104	2
98	TP53	377.530	0	104	2
99	CDKN2A	203.088	0	59	3
99	COL1A2	203.088	0	59	3
99	EGFR	203.088	1	59	3
99	ELAVL2	3.434	0	1	1
99	GABBR2	32.700	1	9	1
99	KLHL9	3.217	0	1	1
99	PCDHGC5	6.462	0	2	1
100	ITGB4	278.974	0	72	6
100	RELN	278.974	1	72	6
100	PTEN	278.974	0	72	6
100	RB1	278.974	0	72	6
100	TP53	278.974	0	72	6
100	PDGFRA	278.974	0	72	6
101	CDKN2A	199.564	0	63	6
101	IL12RB2	199.564	0	63	6
101	PTEN	199.564	0	63	6
101	PTK2B	199.564	0	63	6
101	RERE	199.564	0	63	6
101	PDGFRA	199.564	1	63	6
101	ELAVL2	3.638	0	1	1
101	MSH6	10.908	0	3	1
101	PCDH11Y	3.506	0	1	1
101	PRKY	9.349	0	3	1
102	CDKN2A	232.592	0	62	3
102	PTEN	232.592	0	62	3
102	EGFR	232.592	1	62	3
102	CEP70	11.446	0	3	1
102	RERE	2.644	0	1	1
103	CDKN2A	12.427	0	4	1
103	COL11A2	7.981	0	3	1
103	PCDH11Y	11.425	0	4	1
103	PRKY	6.238	0	2	1
104	ACVR1B	6.803	0	2	1
104	CDK4	110.147	1	32	2
104	TP53	110.147	0	32	2
104	GRASP	26.514	0	7	1
104	KCNS3	2.865	0	1	1
104	KIT	10.585	0	4	2
104	RALA	10.585	1	4	2
105	EGFR	218.160	1	58	2
105	TP53	218.160	0	58	2
105	PCDHAC2	3.840	0	1	1
106	CCNF	76.114	0	23	2
106	TP53	76.114	0	23	2
106	PCDHGC5	5.575	0	2	1
106	TJP1	9.097	0	3	1
108	CDKN2A	181.556	0	49	4
108	TP53	181.556	0	49	4
108	KIT	181.556	1	49	4
108	PDGFRA	181.556	1	49	4
108	CELSR3	8.193	0	2	1
108	SRI	9.199	0	3	1
109	ELAVL2	5.501	0	1	1
109	FGFR3	477.692	0	119	5
109	RIMS2	477.692	1	119	5
109	TP53	477.692	0	119	5
109	PTEN	477.692	0	119	5
109	PIAS1	477.692	0	119	5
109	PCDH11Y	16.929	0	5	1
109	RELN	17.424	1	6	1
110	CDH18	6.574	1	2	1
110	EGFR	345.228	1	93	3
110	ITGA4	345.228	0	93	3
110	ZNF3	345.228	0	93	3
110	KCNB2	5.805	0	2	1
110	RASGRF1	2.808	0	1	1
110	SEC61G	6.219	1	2	1
111	CDKN2B	236.641	0	65	4
111	CHEK1	236.641	0	65	4
111	COL1A2	236.641	0	65	4
111	DRD5	236.641	0	65	4
111	PCDHB6	3.966	0	1	1
112	CDKN2A	43.743	0	14	2
112	MCM4	43.743	0	14	2
112	PCDH11Y	6.339	0	2	1
112	PLCG1	70.604	0	19	1
113	BRCA1	6.227	0	2	1
113	CACNA1I	3.138	0	1	1
113	CDKN2A	312.954	0	87	5
113	EGFR	312.954	0	87	5
113	LAMA2	312.954	0	87	5
113	PLG	312.954	0	87	5
113	PTEN	312.954	0	87	5
113	PCDH15	9.520	0	3	1
113	SLIT3	4.367	0	1	1
114	EGFR	383.620	0	96	1
114	KCNB2	5.842	0	2	1
115	CDK4	72.040	1	20	2
115	DCTN2	72.040	0	20	2
115	COL14A1	42.222	0	12	1
115	GABRG2	22.019	1	6	1
115	HLA-DRB1	5.439	0	2	1
115	MRE11A	2.773	0	1	1
115	PCDH11Y	5.796	0	2	1
115	PRKY	11.196	0	4	1
115	VEGFA	10.128	1	3	1
116	CCT6A	212.591	1	52	4
116	EGFR	212.591	1	52	4
116	TP53	212.591	0	52	4
116	PLCG1	212.591	0	52	4
116	COL1A2	24.480	0	8	2
116	FLNA	24.480	0	8	2
116	ELAVL2	4.507	0	1	1
116	PCDH11Y	3.919	0	1	1
116	PRKY	5.195	0	2	1
116	PTEN	3.217	0	1	1
117	CDKN2A	115.793	0	32	3
117	TP53	115.793	0	32	3
117	FGFR3	115.793	0	32	3
117	PCDH11Y	10.060	0	3	1
117	PRKY	43.713	0	11	1
117	RIMS2	40.190	0	10	1
118	CIITA	3.368	0	1	1
118	EGFR	196.652	1	53	1
118	PCDHB13	9.869	0	3	1
119	ANAPC1	313.358	0	85	8
119	CDKN2A	313.358	0	85	8
119	HLA-DRB1	313.358	0	85	8
119	CDK5RAP2	313.358	0	85	8
119	EGFR	313.358	1	85	8
119	LAMA3	313.358	0	85	8
119	TTN	313.358	0	85	8
119	CDKN2B	313.358	0	85	8
119	CACNA1C	3.160	0	1	1
119	EEF1A1	4.957	0	1	1
119	PCDH15	4.102	0	1	1
119	SEC61G	6.661	1	2	1
120	CREBBP	11.692	0	4	1
120	EGFR	37.148	0	12	1
121	CDKN2A	2.605	0	1	1
121	EGFR	170.576	1	46	1
121	ELAVL2	2.747	0	1	1
121	GABRA5	29.639	0	7	1
121	PCDH11Y	3.685	0	1	1
121	SRPR	3.813	0	1	1
122	CDK4	308.099	1	82	4
122	TP53	308.099	0	82	4
122	PPP1CC	308.099	0	82	4
122	PTEN	308.099	0	82	4
122	CELSR3	5.853	0	2	1
122	IL12B	2.600	0	1	1
123	ATN1	366.225	0	102	6
123	CLSPN	366.225	0	102	6
123	TP53	366.225	0	102	6
123	EGFR	366.225	1	102	6
123	ITGA10	366.225	0	102	6
123	PXN	366.225	0	102	6
123	PCDHAC2	4.148	0	1	1
124	CDKN2A	5.999	0	2	1
124	COL6A1	241.590	0	66	3
124	ERBB2	241.590	0	66	3
124	PIK3R1	241.590	0	66	3
124	ELAVL2	4.002	0	1	1
124	RUVBL2	2.651	0	1	1
125	CDKN2A	421.326	0	114	6
125	EGFR	421.326	1	114	6
125	PRKY	421.326	0	114	6
125	LAMB4	421.326	0	114	6
125	SCML2	421.326	0	114	6
125	HLA-DRB1	421.326	0	114	6
125	PCDH11Y	7.267	0	2	1
126	CDKN2A	309.767	0	80	4
126	EGFR	309.767	0	80	4
126	PIK3CA	309.767	0	80	4
126	CDKN2B	309.767	0	80	4
126	ELAVL1	5.586	1	2	1
126	FAT2	9.109	0	3	1
126	ITPR1	5.666	1	2	1
127	EGFR	366.497	0	88	3
127	PRKY	366.497	0	88	3
127	PTEN	366.497	0	88	3
127	PCDH11Y	19.370	0	6	1
127	SEC61G	5.702	1	2	1
128	CDKN2A	2.539	0	1	1
128	ELAVL2	3.579	0	1	1
128	HLA-DRB1	64.524	0	19	2
128	ITGB7	64.524	0	19	2
128	PTEN	2.823	0	1	1
128	RAB3GAP2	33.281	0	10	1
128	XIAP	5.836	0	2	1
129	GRM5	252.272	0	66	4
129	PTEN	252.272	0	66	4
129	LAMA3	252.272	0	66	4
129	RB1	252.272	0	66	4
129	HLF	25.599	1	7	1
129	PCDHAC2	15.758	0	5	1
129	PPARG	3.068	0	1	1
130	CACNA1H	7.144	0	2	1
130	CDH9	9.289	0	3	1
130	DDB1	94.425	0	30	1
130	EGFR	162.632	1	48	1
131	ACTB	623.724	0	182	4
131	COL1A2	623.724	1	182	4
131	EGFR	623.724	1	182	4
131	CDKN2A	623.724	0	182	4
132	CDK4	249.993	1	72	4
132	TP53	249.993	0	72	4
132	SDC2	249.993	0	72	4
132	PTEN	249.993	0	72	4
133	CDK4	320.644	1	87	5
133	TP53	320.644	0	87	5
133	HLA-DRB1	320.644	0	87	5
133	KIT	320.644	0	87	5
133	PTEN	320.644	0	87	5
133	PCDH11X	3.885	0	1	1
134	CDKN2A	5.536	0	2	1
134	DNM1L	9.711	0	3	1
134	EGFR	138.983	0	43	2
134	HLA-DRB1	138.983	0	43	2
135	CBL	223.136	0	67	5
135	HCLS1	223.136	0	67	5
135	ITGAX	223.136	0	67	5
135	PIK3R1	223.136	0	67	5
135	PLCB1	223.136	0	67	5
135	PCDH11Y	14.799	0	5	1
135	PRKY	12.261	0	4	1
136	CDKN2A	416.188	0	126	5
136	EGFR	416.188	1	126	5
136	TP53	416.188	1	126	5
136	COL14A1	416.188	0	126	5
136	VAV1	416.188	0	126	5
136	ELAVL2	3.344	0	1	1
137	CACNA1I	8.640	0	3	1
137	CDKN2A	298.663	0	85	2
137	EGFR	298.663	1	85	2
137	SVEP1	3.754	0	1	1
137	VASP	3.035	0	1	1
138	ANK1	3.064	0	1	1
138	CACNA1S	3.201	0	1	1
138	CCT2	7.350	0	2	1
138	CDKN2A	110.474	0	35	3
138	NUMA1	110.474	0	35	3
138	HLA-DRB1	110.474	0	35	3
138	CNKSR2	7.716	1	2	1
138	EGFR	225.358	1	58	1
139	B2M	567.069	0	164	4
139	EGFR	567.069	1	164	4
139	PRKY	567.069	0	164	4
139	TP53	567.069	1	164	4
139	PCDH11Y	4.023	0	1	1
140	PCDH19	18.075	0	5	1
140	PRKX	597.831	0	152	2
140	TP53	597.831	1	152	2
141	CDK4	319.326	1	94	4
141	PIK3CA	319.326	0	94	4
141	TP53	319.326	0	94	4
141	HLA-DRB1	319.326	0	94	4
141	GLI1	24.273	1	7	1
142	TP53	358.359	1	106	2
142	VEGFA	358.359	1	106	2
143	ADCY9	12.990	0	4	1
143	IL32	5.936	1	2	1
143	NF1	2.824	0	1	1
144	CD1C	42.041	0	12	1
144	CDKN2A	61.714	0	20	3
144	RAF1	61.714	0	20	3
144	PTEN	61.714	0	20	3
145	ABL1	582.712	0	166	3
145	PTPN11	582.712	0	166	3
145	PTEN	582.712	0	166	3
145	CCL3L1	117.463	0	32	1
145	PCDHGC5	6.862	0	2	1
146	CDKN2A	542.118	0	150	3
146	EGFR	542.118	1	150	3
146	PIK3CA	542.118	0	150	3
146	PCDH11Y	6.825	0	2	1
146	PRKY	9.315	0	3	1
146	SEC61G	19.556	1	6	1
