171	PIK3CA	0.000268636
1009	FLT3	0.0002837
1062	CDKN2A	0.000288025
195	EWS_FLI1	0.000297937
1025	BCR_ABL	0.000304783
1008	BCR_ABL	0.000307611
29	CDKN2A	0.000313857
1008	MLL_AFF1	0.00031707
1006	EWS_FLI1	0.000318876
1014	KRAS	0.000322843
1047	RB1	0.000323294
1032	MSH2	0.000329267
1008	TET2	0.000333236
1025	CDK4	0.0003333
34	MLH1	0.000337675
1039	TET2	0.000338298
1	MET	0.000348769
1037	KRAS	0.00035616
157	TSC1	0.00038608
1025	ALK	0.000393518
1012	EWS_FLI1	0.000396584
136	EWS_FLI1	0.000433963
182	SETD2	0.000435746
1014	EWS_FLI1	0.000437908
37	CDKN2A	0.000450881
1015	CDKN2A	0.000456921
1003	APC	0.000465179
1001	BRAF	0.000473473
1007	CCND1	0.000519916
1062	KRAS	0.00052539
45	CDKN2A	0.000551928
1016	KRAS	0.000558852
1005	APC	0.000632287
180	TP53	0.000652319
1028	BCR_ABL	0.000666357
1032	SMAD4	0.000672043
1029	EWS_FLI1	0.000682138
1009	EWS_FLI1	0.000685203
51	NRAS	0.000689143
171	BRCA2	0.000696123
1009	NOTCH1	0.000698681
182	TP53	0.000721517
1031	APC	0.000725815
1043	CDKN2a(p14)	0.000730701
1062	EWS_FLI1	0.000738371
146	FAM123B	0.0007445
166	HRAS	0.000752229
1024	APC	0.00077135
1060	EWS_FLI1	0.000802033
1052	MLL_AFF1	0.000814624
29	KRAS	0.000829043
1	NRAS	0.000829896
1017	KRAS	0.000843366
1032	BRAF	0.000859881
1032	PTEN	0.000863366
185	PTEN	0.000868966
29	BCR_ABL	0.000874448
1047	CCND1	0.000878307
1047	CTNNB1	0.00089078
1037	ERBB2	0.000895868
1024	BRCA1	0.000899109
1039	SMO	0.000909083
1046	MDM2	0.000911784
1040	APC	0.000925306
1008	ALK	0.000939115
1025	MLL_AFF1	0.000947134
165	APC	0.000969814
127	CDKN2A	0.000981068
30	KDR	0.000995858
1028	MLH1	0.00100334
1012	STK11	0.00101198
59	GNAS	0.00104459
1059	APC	0.00108026
199	KDR	0.00108032
1054	NOTCH1	0.00109761
1049	FLT3	0.00110106
1039	CCND2	0.00110785
1011	FLT3	0.00111559
45	KRAS	0.00114965
1009	APC	0.00117221
156	APC	0.0012149
1009	ALK	0.00122221
146	MDM2	0.00122224
6	MLL_AFF1	0.00125079
190	TSC1	0.0012509
1050	ALK	0.00127486
175	PIK3CA	0.00133797
1049	KRAS	0.00135538
1028	SMARCB1	0.00136249
1010	NRAS	0.00137391
32	KRAS	0.00139889
1050	EWS_FLI1	0.00141121
1050	APC	0.00141298
1023	FAM123B	0.00141522
1022	MYCN	0.0014235
134	CDKN2a(p14)	0.00146755
173	BRAF	0.0015055
6	MLLT3	0.00150767
1000	CDKN2A	0.00154238
199	PIK3CA	0.00155287
1036	MLL_AFF1	0.0015895
1007	APC	0.00159225
1040	KRAS	0.00162224
186	MDM2	0.00169072
1011	MYCN	0.00169882
154	SMO	0.0017369
154	SETD2	0.0018105
1057	TET2	0.00182552
1057	EWS_FLI1	0.0018414
1005	ERBB2	0.00187472
1058	KRAS	0.00190139
59	NRAS	0.00190818
1012	CDK4	0.00195043
110	KDM5C	0.00196491
30	BCR_ABL	0.0019664
104	EWS_FLI1	0.00197523
30	FLT3	0.00199819
1032	BRCA2	0.00200212
194	TSC1	0.00202724
1053	PTEN	0.00203821
1000	BRAF	0.00204425
83	MYCN	0.00204536
1050	CDKN2A	0.00206087
1030	APC	0.00209973
153	CDKN2A	0.00212395
1015	MYCL1	0.00221412
170	SETD2	0.00221799
1006	CDKN2A	0.0022828
1060	CDKN2A	0.00233614
62	KRAS	0.00235255
177	CDKN2A	0.00245515
1032	CTNNB1	0.00245811
1003	KRAS	0.00247181
1014	CDKN2A	0.00254496
1012	MYCN	0.00255567
1059	MYCN	0.00259483
9	NOTCH1	0.0026194
1009	TET2	0.00262171
1050	KRAS	0.00263044
150	MET	0.00266253
9	MYCN	0.00275329
1015	BCR_ABL	0.00276497
86	CDKN2A	0.00287592
1025	NF2	0.00288017
1013	TSC1	0.00289846
111	MLH1	0.00295297
1000	STK11	0.00301487
11	MLL_AFF1	0.00301814
1017	CCND1	0.00302417
1047	SMARCB1	0.0030532
1021	BRAF	0.00306031
59	MYCN	0.00310547
9	NRAS	0.00312897
1022	FLT3	0.00314248
1017	MYC	0.00317077
1017	TP53	0.00322503
146	KDM5C	0.00323666
1036	ERBB2	0.0032413
172	MYC	0.0033082
1039	CDKN2A	0.00331216
1015	SMO	0.0033441
1029	MET	0.00334866
53	NRAS	0.00344636
1021	ALK	0.00344734
1003	ERBB2	0.0034606
1004	KRAS	0.00347328
1015	KRAS	0.00357755
1007	BRCA1	0.0036084
1023	PIK3CA	0.00369232
1054	APC	0.00376158
1018	CDKN2C	0.00377605
197	CDKN2C	0.00381984
1050	FLT3	0.00390432
1010	TET2	0.00390678
156	ERBB2	0.00404627
1043	MYC	0.00406146
34	MYCN	0.00408119
1024	ALK	0.00410403
32	MSH2	0.00415637
1046	CDH1	0.00417512
1046	RUNX1	0.00423317
1008	NF1	0.00425253
1020	MLL_AFF1	0.00427981
1016	MYCL1	0.00430898
1026	ERBB2	0.00440532
38	ERBB2	0.00441824
51	SMAD4	0.00445744
195	MYC	0.00446919
106	CDKN2A	0.0044906
45	JAK2	0.00464279
155	NRAS	0.00465412
1008	NOTCH1	0.00466239
86	MYCN	0.0046853
5	CDKN2A	0.00468814
11	NOTCH1	0.00469121
1057	MYCN	0.00480188
185	MISHL	0.00482983
88	MLH1	0.004861
38	GNAS	0.00488569
87	CDKN2A	0.00489247
173	PTEN	0.00489886
1012	NOTCH1	0.00498268
88	SMARCA4	0.00505987
136	MYC	0.00509531
1050	RUNX1	0.00513485
204	CCND3	0.00515592
1037	BCR_ABL	0.00517062
127	MLH1	0.00525926
37	GNAS	0.00527323
1047	FLT3	0.00528548
1053	SMARCB1	0.00528978
1014	BCR_ABL	0.00533317
1047	CDKN2A	0.00534573
1024	ERBB2	0.00536541
1003	SOCS1	0.0053962
1018	CCND2	0.00540701
133	MYC	0.00540816
184	PTEN	0.00542775
38	TSC1	0.00543689
45	AKT2	0.00550502
182	NRAS	0.00551569
29	FLCN	0.00554879
199	SMARCB1	0.00558018
1016	CCND1	0.0055852
1004	NOTCH1	0.00559458
1009	MLL_AFF1	0.00560099
1011	CDKN2A	0.00564548
51	MLLT3	0.00565829
51	NOTCH1	0.00568188
1040	MYC	0.00570163
170	MYCL1	0.00570435
37	MLH1	0.00570698
1031	EWS_FLI1	0.00571635
64	MYCN	0.00573902
86	SMAD4	0.00578479
1036	APC	0.00580969
1007	CDKN2A	0.00589274
197	EZH2	0.00590206
1024	MYCN	0.00597772
207	KDM6A	0.00602889
37	FBXW7	0.00607074
1009	STK11	0.00609513
55	BCR_ABL	0.00609514
62	FGFR3	0.00610174
56	FLT3	0.00614214
1001	MLL_AFF1	0.0061674
133	EWS_FLI1	0.00618836
71	FBXW7	0.00619857
156	NRAS	0.00622998
1013	EWS_FLI1	0.00625089
1036	FLCN	0.00629725
6	MYCN	0.00631069
1011	BCR_ABL	0.00632174
30	CDKN2A	0.0064133
1026	SMAD4	0.00643404
1024	FLT3	0.00647505
1049	MLH1	0.00647824
1012	KRAS	0.00648508
176	FGFR3	0.00654438
1029	STK11	0.00657032
1026	EWS_FLI1	0.00657363
1040	NOTCH1	0.00663371
119	CDKN2A	0.00663497
104	VHL	0.00663725
1062	BCR_ABL	0.00669799
1025	PIK3CA	0.00678531
71	MLH1	0.00680938
1	CCND1	0.00683339
150	CDH1	0.00686832
1022	NOTCH1	0.00688739
1022	ERBB2	0.00694861
11	MLH1	0.00699396
154	BRAF	0.00700567
197	KDM5C	0.00708336
173	TSC1	0.00718106
1026	STK11	0.00722346
1019	MSH2	0.00727458
59	MSH2	0.00730845
55	NRAS	0.00732289
1019	EGFR	0.00742266
71	NF2	0.00745118
1049	SMARCB1	0.00756325
1038	MYCN	0.00757159
201	MYC	0.00760319
104	NF1	0.00760676
6	MISHL	0.00762042
1057	KRAS	0.00766
1057	CDKN2A	0.00768195
9	BRAF	0.00768532
1030	KRAS	0.00772405
1050	MYCN	0.00774184
1010	BRCA2	0.0078023
171	TP53	0.00782491
5	FLT3	0.00804904
186	MYC	0.00818563
1005	EZH2	0.00819254
1032	VHL	0.00820055
1046	NOTCH1	0.00827915
180	CDKN2A	0.00832887
1023	FGFR3	0.00836243
156	KRAS	0.00836968
1017	ALK	0.00837715
157	SETD2	0.00850114
1006	NOTCH1	0.00852885
56	NRAS	0.00862699
1060	APC	0.00863784
185	KDM5C	0.00875476
1057	FLT3	0.0087594
1019	KRAS	0.00876725
1062	ERBB2	0.00879628
1010	PIK3R1	0.00882689
86	FGFR2	0.00900842
153	MYCL1	0.00913366
1042	CTNNB1	0.00914958
1000	MYCL1	0.00916645
204	MYC	0.00917555
1019	VHL	0.00918677
6	PIK3R1	0.00919317
1054	ALK	0.0091963
1033	MLH1	0.00922416
29	MLH1	0.00925394
1	MYCN	0.00940122
127	NRAS	0.00951625
9	ERBB2	0.0095437
1001	BCR_ABL	0.00957536
134	NRAS	0.00958874
147	CCND2	0.00959496
41	MLH1	0.0096983
177	SMAD4	0.00970844
1008	EWS_FLI1	0.0097135
34	NRAS	0.00971386
207	KDM5C	0.00973116
71	MYCN	0.00974449
1038	SMO	0.00978191
1060	BCR_ABL	0.00978791
87	MLH1	0.0098334
127	PTEN	0.00991052

