Genes	TCGA-02-0003-01A	TCGA-02-0033-01A	TCGA-02-0047-01A	TCGA-02-2470-01A	TCGA-02-2483-01A	TCGA-02-2485-01A	TCGA-02-2486-01A	TCGA-06-0122-01A	TCGA-06-0124-01A
BAZ1B	0	-1.2737699995998	0	1.23130264866834	1.41764827211163	1.76383483576249	1.52957742856503	0.673353879515035	1.24532884740283
SLCO2B1	0.99005956052147	0	-0.42584764080859	1.12286656111524	1.2779026493747	0.56302684507356	1.46099094813894	0.80326410648037	0.88668078782438
ABCD4	0	0.30131498175143	0.26708365240432	0.76839915820783	0.63744782722281	0.64385127738554	0.97076707442105	0.52746846010849	0.62968342145684
DIMT1L	0	0.76578051626589	0.80104761151831	0.44435475432695	0.88576453220712	0.94820493458108	1.13975178373862	0.44657343331167	0.75319953237555
SLC25A46	0	0	1.24310719515042	0	0	0	0	0	0
TEK	0	0	-0.85082372194369	0	-0.41574969337147	-0.54691302827905	-0.835122155698031	-0.95100859215443	-1.07122696696319
LARP7	1.08351188951753	0	0.631408354375735	1.28906154162894	1.51080933177652	1.51844516747556	2.03755249561367	1.77154111569124	1.53988540525875
CD160	0.85877483160327	1.27578405274493	0	0	0	0	0	0	0
TERF2IP	-2.676882379208	-5.41667414119682	-3.60358077330983	-1.3309407442898	-1.2597258231846	-1.1665676453609	-1.7849080783791	-2.1712917364558	-1.93472107763908
PHF20	0	-1.35574451885446	0	0.452494892861115	0.651540921465426	0	0	0.581789730997775	0
COL1A1	3.20449110679609	1.38822437309378	0.9091054017809	1.90074945919665	1.48482747154884	0	1.07089740446598	1.59605304940285	2.14078440339163
KIAA0090	0	-0.45139441011847	0.6046990826236	0.9437784875467	0.85956645791666	1.0526858834056	0.89193831646057	0.92727258100404	0.98461030243305
GRK5	0	-0.671129229047399	-0.615059257187149	0	0	0	0	-0.5529329981638	0
GTPBP1	-0.163470674838875	-0.302296545920415	0	0	0	0	-0.128344840164785	-0.141358465174715	-0.173378402716215
AP1S2	-1.76441144468629	-2.05448965440459	-3.72041723772701	1.21668195896687	0	1.0968810426216	0	1.4210364293517	0
RAB33B	0	0	0	0.86119814641242	0	1.02352769182391	1.76907585567025	0.70726099683012	0.772290148400749
CA11	-5.01061185326738	-4.46666872579141	-2.41840320875026	-0.71015384720828	-3.90554220740332	-3.07498922992369	-4.22135210937225	-2.97313540322673	-3.63320556755102
ALDOC	-5.59654722398493	-6.85167756894842	-4.59604644129435	-2.08873093631183	-3.22194378451869	-1.83482573955223	-3.71325436744027	-2.81855567296828	-2.132641465879
ZNF212	0	0	0	0	0.73357011940727	0.96413652559149	0.73714756257826	0.47399072561579	0
NUDT1	1.38359067820288	0.734331701680945	0	2.15096606739005	2.9913112467627	2.90025002050234	2.08607296067584	0.904584730440335	1.49344713054045
ACBD3	0	0	0.946929708109415	1.218761293664	1.43751686670584	1.27678111923866	1.46704309040163	1.26550550185526	1.26200986238587
ZNF83	1.77746191114736	0	1.6296046674895	0.916221052650904	1.65315764657996	2.41298075307923	1.88488742768964	2.63315701530708	2.46217315724027
PRDM2	-0.85355361130699	-1.08996957832839	-1.05050919211249	0	0	0	-0.55631827831384	-0.47153369925754	-0.67052242261009
GDPD5	-0.888276092604515	-0.982091863967285	-0.549360843827005	0	-0.550247687970295	-0.672498813440075	0	-0.831884483637885	-0.980491477969535
PDCD4	0.547180243612299	-0.448872936571481	0	0.627954598074459	0.66850315291463	0.71113085523656	0.660773994560909	0	0
CEP350	0	-1.16296334926137	0	0	0.99331967069867	0.827909476529051	0.428705372533501	0.55650614115886	0.822008655472981
FOXP3	0	0	0.419215339306751	0	0	0	0	0	0
SMYD3	0	0	0	0	0.890123430983824	0	0	0	0
CST7	3.13495819685036	1.46153767196434	0	0.425655036198001	0.57195026008715	0.445197143563861	2.13781836458456	0	0
CIAO1	0	0	0.762211130854525	0.621024030920095	0.624051138687025	0.529737789232765	0.593879436855975	0	0
SELL	3.73811027596892	1.40713403746813	0	1.01218218203802	0.914999157093825	0	3.53747423990109	0.946617358980435	0.683560386139025
LGI2	0	0	0	1.12084603026973	0	-0.796725482713505	0	0	0
WDR45	0	-1.50331715275393	0	0	0	0	0.48429632720479	0	0
ANKRD6	-1.17805736857809	-1.73722335710113	-1.8651650931618	0	0	0.725040523742651	0	0	-1.38119724159892
LTBP4	0.352448492414265	0	0	0	1.31698747378916	0	0	0.409316623127145	-0.346821316446195
PSCD3	0	0	0	0	0	0	0	0	0
PYY	-0.136054271104515	0.174085327767435	0	-0.207026861226405	-0.259224595845455	-0.380274375472995	-0.266584278081515	0	-0.212729973243595
KCNC1	-3.00505500939588	-2.79054411263811	-2.74937346566806	-1.27493203275974	-1.88415712232129	-1.87447369997946	-2.46919121573036	-1.43800687239644	-2.56183101182716
SIRT6	-0.42903337831949	0	0.4638226767114	0.5911136732431	0.90187953903528	1.35665864025056	0.92484906894465	0	0
ARHGEF9	-2.59928499153983	-3.1713998472243	-2.49515525649115	-0.659618524351715	0	0	-2.01405416975749	-1.27224945459924	-1.76381544171017
CCL19	5.21957078831259	1.96216227046158	0	0	-0.567128441265605	0	-0.528106150332914	-0.556687184921545	0
C10orf22	-0.762375850369476	-2.78234512163071	-1.65549834638142	0.560715463865035	0	0	0	-0.624329617163315	0
ABR	-1.71770218624911	-2.08734254346649	-1.87485764468258	0	0	-0.741971128231399	0	-1.75551457393162	-1.41676461885044
STK17A	1.12334412596948	1.80805003381686	0	2.15995422657574	2.21622934888245	1.75425381892376	2.31654186864086	2.13097930349779	3.2131999801868
FOXE1	1.84647228136121	0	0	-0.415959267133895	0.504439890718535	0	0	-0.435004774171855	0
CNGA3	0	0	0	2.41325502352539	0	3.4612277703913	2.4557043560993	2.08219008145827	2.7670172180553
GML	0	0.700059812596166	0	-0.256181871317144	0	-0.343040167644184	-0.206604534027615	0	-0.291622916176484
CD38	3.83156477731315	2.89409957113673	0	1.26892612569253	0	2.77804791335239	1.66583255125715	0.832024804842176	0
ZDHHC6	0.788513972970905	0	0.997045888950834	0.995789492530334	0.809999699158195	0.656944919155785	0.913433815503965	0	0
NEFH	-3.45647033580447	-3.96166378244893	-4.24930688846231	0	-1.40662030321759	-2.54464173560196	-3.44312899014233	-3.49722682458098	-3.4085784980237
CTDSP2	1.10731973273345	-0.543495818751155	0	1.01048377674919	1.47476423558494	2.95165181835467	1.84112589984931	1.00103161957266	0.762088984891045
PGBD5	-4.44212196569021	-4.88535542865565	-4.51676188516138	-1.64188480689447	-1.47141633678167	-1.91311780559637	-2.8053370150225	-3.3898667608014	-2.36142807228253
ZNF257	0	0	0	0	0	0	0	0	0
DUSP4	0	0	3.32237467973842	0	1.23866533866432	1.72937927080055	1.36147794507506	1.71154653913474	1.54619866520687
RMND5B	0	-1.03862369104365	0	0	0	0	0.61354520445844	0	-0.56376881521241
FLJ22167	-1.40678177563917	-0.816256225712835	-0.850513860209755	0.877527903613695	0.839285302058005	2.55568886758695	2.10857041189136	0	1.10410128801919
EXOSC7	0	0	0	0	1.22449459418987	0.84924273527795	0.80294399973058	0.831662451845681	0
ROR2	0.32057147154401	0.347180334971831	0	0	0	0.47241299857934	0	0	0.25076936295127
FOXM1	1.13478062506839	0.484305241656231	1.34894871567295	1.05085320538532	2.29173456083587	1.72050861675688	0.297336239437731	0.512457669089501	0.690021773159081
ZBTB48	0	-1.08451854746009	0	0.554470161510405	0.611998177674545	1.1014926803013	1.15147747327882	0	0
BUD31	0	1.68048446342766	1.36754798507021	1.95433496865981	1.94036568476347	1.93944856536718	2.25293823413033	0.918393510014669	1.96807520751613
MAOA	0.884132787031035	0	-1.60140215314701	0	-0.739369044691025	0	0	-1.38043258838358	0
CCDC41	0.825479898471794	0.715600450883885	1.84493049812352	0.641052066911494	0.770548600868395	1.07422278751578	1.88069028248775	1.16180608238755	0.988005870293804
TNNT3	0	1.79050114001408	0	-0.67720466631968	-0.65602777668263	-0.78141209592808	-0.54079030271715	0	-0.73692098538393
FBXO11	0	-1.0265427667909	0	0.49203778046627	1.31602582365305	1.06150039814965	0	0	0.419462506203571
GYPC	2.20942798203553	0	-1.47885811342807	1.77182085340439	1.35664768990413	0	1.62912068526842	2.55989281209203	2.69403749225528
PLIN	-0.71679838653277	0	0	0	-0.80276487658065	-0.75747709596836	0	-0.74878519584345	-0.75852767565205
RFXAP	0	0	0.284717931961625	-0.530703302074776	-0.540174034967356	0	0	-0.370593053944486	0
C6orf15	0	0.30675157109261	0.8373730272502	0	0	0	0	-0.52237108042468	3.21140175617159
RNF4	0	-2.14344378478798	0	0	0	0	0	0	0
F8A1	-0.469687261120919	-2.77855593717561	-1.91556617372857	0	0	-1.55471612975874	-0.784485581833019	-1.25501918035293	-0.614079267968631
PPP1R3D	0	-0.872113666141504	0	0	-0.549042512277895	0	0	0	0
GRB2	-0.952787247882405	-2.59665154729914	-1.99043925194139	0	0	-0.754416922444625	0	0	0
TPM3	-1.45229216223172	-0.870263892134835	-0.715193607032975	0	-1.23267979266739	-1.35669872549261	0	-0.645403271053255	-1.05875222380403
EPB42	0	0	0	0	0	0	0	-0.39337446233097	0
SYT13	-2.10812190803933	-1.90359272491586	2.43018734960747	0	-2.54802912032029	-2.62855743966374	-2.54988205265648	-2.17706853029568	-2.1425923899429
RP5-1077B9.4	0	0	0.412655800072596	0.704877637174276	0.863822335783645	0.918203262816606	1.1867270031964	0	0
EIF1	0	-0.699660256293201	-0.201189787056402	-0.187930946305601	0	0.342493485311399	0.375474284482198	-0.257869997400601	-0.249171029956202
CETN3	0.630062591108705	1.20488244040477	0	1.19157238880908	1.81759632482248	1.34226238355382	1.8095351525767	0.914618432243795	1.28137232054095
FPGT	0.7579462089548	1.9336303160456	1.79495877506001	2.34034987173818	1.54505722660482	2.08559752406981	2.37477000445199	1.83663570131394	2.17047675600338
PRY	0	0.79521972637043	0.410251311207579	0	-0.378587665030761	-0.408906157852201	-0.43476176466934	0	0
NTHL1	0	0	1.66193515962378	1.26483760107229	1.35665292861206	1.68711601934529	0	0	0
POLR2B	0	-0.759935481003385	0.437041054185563	-0.283346041080316	0.372602717699714	-0.217626595789586	-0.419799479696806	0	0
RPS28	0	0	0.7497307773576	0.6747364900466	1.0548898893887	1.1889328932467	0.879449455635799	0	0.6843271559994
GDF10	0	0	-0.825670894244255	-0.730291552945835	0	-1.1159603864013	-1.05933384755741	-0.618032733971965	-0.891030048067255
COQ9	-1.38254572945878	-1.22148913652504	2.10910302923646	0	0	0	0	0	0
P2RX3	-0.17695028294049	0	0	0	0	0	0	0	0
GCC2	-1.38435041567176	-1.45988862123454	-2.14575446988872	-0.910428880501181	-1.82307931046222	-1.02894214542828	-0.756596978295692	-1.16523347693876	-1.37719012044474
RARRES3	2.58046824179544	4.39186228263771	-1.88060977572803	3.18954600019639	1.03522608936594	2.94042738659321	4.24731772854731	3.50012957107568	1.87591601084142
PLXNA1	0.492292736794719	-0.826218495755381	-0.81310717290971	0	0	0	0	0	0
WBP4	-0.712749565568695	-1.30422984989469	-1.19808089352831	0.578588313225245	0.450617215573975	0.942825324315735	0.954422103961755	-0.387402316755245	0
KIAA0100	-0.629004808983801	-2.43019768472915	0.952089478718039	0.571440841081909	0	0.71891218571529	0	0	0
PMF1	1.11254817114905	0	0	1.57322457241726	2.11166982981857	1.98505574750456	1.78162374161843	0.91446066280802	0
HS2ST1	0	-0.315785254695276	0.473967324112965	1.78450541488069	1.53757213397475	2.02106651445149	1.37200908854448	0.730850593376815	1.82265055847414
C8G	0	0	3.1034931167779	0	0	0	0	0	0
CRELD2	1.2849152239226	-1.87893438092522	2.19619967498819	1.36291150602599	1.01973330428648	0.83362757080244	0.71511539527493	0.90972654086525	0.995975100110199
CD82	0.97861683616758	0.68132933600846	0.84139159264577	0.94352262789343	0.77272677462651	0.35992570372599	0.82389544896693	0.85628280531712	0.96440744106284
PMM1	-1.09503824799221	-1.67631506018661	-1.57058049082387	0	0	0	0	0	0
CBLL1	0.596863830525595	0	0.500868657260464	0.493313997068025	1.85969673888093	1.79337847071197	1.60472217331848	0.532573527288365	0.572117957687655
SETDB1	0	0.316057867998239	2.40394037026833	0.614658886490879	1.17440047329607	1.56778903643831	0.790029117147669	0.38994254255929	0.229532885305409
VAX2	-0.390689168580096	0	0	1.04917631613952	2.30526388356847	0.633240067638424	0	0.370725428807694	-0.394436674031156
LRAP	0.40105594188453	1.61538628040354	0	3.82686781225645	1.59482448382543	3.22169891845976	3.31324898663356	2.64447210919682	3.64729473692336
GCLM	2.67970183617779	-0.33281363088626	2.01232207426074	1.82242045155291	0.59421092472829	0.94663729958511	2.11326174922465	0.55167347923546	1.84800104978798
CPEB3	-0.48299485444882	0	0.8196573054852	0	0	0	0	0	0
PPM1A	-0.69650426295674	-0.69617857310007	0	0	0	0	0	0	-0.45376826709447
INTS1	-0.48821462439804	-0.49263333389441	0	0	0.478373568065011	0.52639497214487	0	0	0
MMP16	-0.43868755315598	0	-0.40779054055988	0	1.93103028571064	0	-0.45602512859339	0.28168733846447	0.4208588619985
CAMTA1	-4.8780454417611	-4.38827234436482	-5.21163835312317	-1.15682429725104	-1.45287058152933	-2.04639149934395	-3.54068316405907	-2.08601062805777	-3.93295153860099
DRD3	0	0	0	0	0	0	0	0	0
SAMSN1	3.38506982750967	2.92012170858263	-1.46595581292141	3.75449966638372	3.52401906968028	2.6728887836547	4.56804282124227	3.80978872862904	3.79281086489572
GMPPA	0.94341716604721	0	1.60659156519424	2.32794450049893	1.11157406573696	1.25687678257619	1.53207427731972	1.04872014323971	0.93838720180868
AIPL1	0	0	0	0	0	0	0	0	0
PTP4A2	0	-0.56016650410066	-0.5376781164285	0.72801761074844	0	0	0	0	0.750912685332739
C11orf73	0	1.12783589058176	0	1.39948024851413	2.49674809028997	1.92919317339202	1.88926952073251	1.38404225522904	1.25470191871352
IL24	0	0	0	0	0	0	0	0	-0.363791666428871
BDKRB1	0	0	1.18129456459455	0	0	-0.4284267275646	0	0	0
HPCA	-5.12724764523877	-4.86421077910031	-5.04065107565771	-1.50217357707933	-5.24607054995224	-3.72378449612673	-5.16438704647092	-5.0996324480121	-4.73627923146179
SEC14L1	0	-2.51618469671038	-2.98068987994576	0	0.981231237373756	0	0	0	0
