GENE	TYPE	SAMPLE_ID	MODULE
TFPI	PHENOTYPE	1	0
TNC	PHENOTYPE	1	0
TNFAIP8	PHENOTYPE	1	0
TRIM22	PHENOTYPE	1	0
TUBB4	PHENOTYPE	1	0
VAMP2	PHENOTYPE	1	0
VAMP8	PHENOTYPE	1	0
VCAM1	PHENOTYPE	1	0
VCAN	PHENOTYPE	1	0
YWHAH	PHENOTYPE	1	0
HCK	PHENOTYPE	1	0
ITGB2	PHENOTYPE	1	0
MSN	PHENOTYPE	1	0
PAK3	PHENOTYPE	1	0
PIK3R1	PHENOTYPE	1	0
SFN	PHENOTYPE	1	0
SHC3	PHENOTYPE	1	0
SNCA	PHENOTYPE	1	0
SNCB	PHENOTYPE	1	0
STAT1	PHENOTYPE	1	0
TNFAIP8	PHENOTYPE	1	0
TRIM22	PHENOTYPE	1	0
TUBB4	PHENOTYPE	1	0
VAMP2	PHENOTYPE	1	0
VAMP8	PHENOTYPE	1	0
VCAM1	PHENOTYPE	1	0
VCAN	PHENOTYPE	1	0
YWHAH	PHENOTYPE	1	0
SCG2	PHENOTYPE	1	0
SFN	PHENOTYPE	1	0
SHC3	PHENOTYPE	1	0
SNCA	PHENOTYPE	1	0
SNCB	PHENOTYPE	1	0
STAT1	PHENOTYPE	1	0
TRIM22	PHENOTYPE	1	0
VAMP2	PHENOTYPE	1	0
VAMP8	PHENOTYPE	1	0
VCAM1	PHENOTYPE	1	0
VCAN	PHENOTYPE	1	0
YWHAH	PHENOTYPE	1	0
TRIM22	PHENOTYPE	1	0
TYMS	PHENOTYPE	1	0
VCAN	PHENOTYPE	1	0
ZWINT	PHENOTYPE	1	0
CCR5	EXPLAINED	1	0
CXCR4	EXPLAINED	1	0
DNM1	EXPLAINED	1	0
GABRA1	EXPLAINED	1	0
GABRA2	EXPLAINED	1	0
GABRB1	EXPLAINED	1	0
GNAO1	EXPLAINED	1	0
GNAZ	EXPLAINED	1	0
GNG3	EXPLAINED	1	0
LCK	EXPLAINED	1	0
LCP2	EXPLAINED	1	0
NSF	EXPLAINED	1	0
PLCG2	EXPLAINED	1	0
PPP3CA	EXPLAINED	1	0
PPP3R1	EXPLAINED	1	0
PRKACB	EXPLAINED	1	0
PRKAR2B	EXPLAINED	1	0
PTPRC	EXPLAINED	1	0
PTPRCAP	EXPLAINED	1	0
RAC2	EXPLAINED	1	0
RGS13	EXPLAINED	1	0
RGS17	EXPLAINED	1	0
RGS4	EXPLAINED	1	0
RHOB	EXPLAINED	1	0
RHOH	EXPLAINED	1	0
RICS	EXPLAINED	1	0
SELL	EXPLAINED	1	0
SNAP25	EXPLAINED	1	0
SRGAP3	EXPLAINED	1	0
STX1A	EXPLAINED	1	0
STXBP1	EXPLAINED	1	0
SYT1	EXPLAINED	1	0
TAP1	EXPLAINED	1	0
TIMP1	EXPLAINED	1	0
TRAF3IP3	EXPLAINED	1	0
UCHL1	EXPLAINED	1	0
UCP2	EXPLAINED	1	0
VIP	EXPLAINED	1	0
WASF1	EXPLAINED	1	0
WASF3	EXPLAINED	1	0
LAMB3	EXPLAINED	1	0
LCK	EXPLAINED	1	0
LCP2	EXPLAINED	1	0
MMP1	EXPLAINED	1	0
MMP12	EXPLAINED	1	0
MMP7	EXPLAINED	1	0
MMP9	EXPLAINED	1	0
NCF2	EXPLAINED	1	0
PLCG2	EXPLAINED	1	0
PPP3CA	EXPLAINED	1	0
PPP3R1	EXPLAINED	1	0
PRKACB	EXPLAINED	1	0
PRKAR2B	EXPLAINED	1	0
PTPRC	EXPLAINED	1	0
PTPRCAP	EXPLAINED	1	0
RAC2	EXPLAINED	1	0
RGS13	EXPLAINED	1	0
RGS17	EXPLAINED	1	0
RGS4	EXPLAINED	1	0
RHOB	EXPLAINED	1	0
RHOH	EXPLAINED	1	0
RICS	EXPLAINED	1	0
SELL	EXPLAINED	1	0
SRGAP3	EXPLAINED	1	0
TAP1	EXPLAINED	1	0
TIMP1	EXPLAINED	1	0
TRAF3IP3	EXPLAINED	1	0
UCHL1	EXPLAINED	1	0
UCP2	EXPLAINED	1	0
VIP	EXPLAINED	1	0
WASF1	EXPLAINED	1	0
WASF3	EXPLAINED	1	0
LCP2	EXPLAINED	1	0
PLCG2	EXPLAINED	1	0
PPP3CA	EXPLAINED	1	0
PPP3R1	EXPLAINED	1	0
PRKACB	EXPLAINED	1	0
PRKAR2B	EXPLAINED	1	0
PTPRC	EXPLAINED	1	0
PTPRCAP	EXPLAINED	1	0
RAC2	EXPLAINED	1	0
RGS13	EXPLAINED	1	0
RGS17	EXPLAINED	1	0
RGS4	EXPLAINED	1	0
RHOB	EXPLAINED	1	0
RHOH	EXPLAINED	1	0
RICS	EXPLAINED	1	0
SELL	EXPLAINED	1	0
SRGAP3	EXPLAINED	1	0
SRGN	EXPLAINED	1	0
TAP1	EXPLAINED	1	0
TIMP1	EXPLAINED	1	0
TRAF3IP3	EXPLAINED	1	0
UCHL1	EXPLAINED	1	0
UCP2	EXPLAINED	1	0
VIP	EXPLAINED	1	0
WASF1	EXPLAINED	1	0
WASF3	EXPLAINED	1	0
PLCG2	EXPLAINED	1	0
PPP3CA	EXPLAINED	1	0
PPP3R1	EXPLAINED	1	0
RAC2	EXPLAINED	1	0
RGS13	EXPLAINED	1	0
RGS17	EXPLAINED	1	0
RGS4	EXPLAINED	1	0
RHOB	EXPLAINED	1	0
RHOH	EXPLAINED	1	0
RICS	EXPLAINED	1	0
SELL	EXPLAINED	1	0
SRGAP3	EXPLAINED	1	0
TIMP1	EXPLAINED	1	0
UCHL1	EXPLAINED	1	0
VIP	EXPLAINED	1	0
WASF1	EXPLAINED	1	0
WASF3	EXPLAINED	1	0
AKAP6	DRIVER	1	1
RYR2	PHENOTYPE	1	1
RYR3	PHENOTYPE	1	1
EGFR	DRIVER	2	0
PTEN	DRIVER	2	0
EGR1	PHENOTYPE	2	0
EPS15	PHENOTYPE	2	0
EREG	PHENOTYPE	2	0
FGF13	PHENOTYPE	2	0
FGF14	PHENOTYPE	2	0
FGF9	PHENOTYPE	2	0
FYN	PHENOTYPE	2	0
HDAC1	PHENOTYPE	2	0
KRT18	PHENOTYPE	2	0
KRT19	PHENOTYPE	2	0
KRT7	PHENOTYPE	2	0
KRT8	PHENOTYPE	2	0
MUC1	PHENOTYPE	2	0
MYC	PHENOTYPE	2	0
PAK3	PHENOTYPE	2	0
PAK7	PHENOTYPE	2	0
PDGFRA	PHENOTYPE	2	0
PIK3R1	PHENOTYPE	2	0
PRNP	PHENOTYPE	2	0
RNF11	PHENOTYPE	2	0
SDC3	PHENOTYPE	2	0
SFN	PHENOTYPE	2	0
SH3BGRL	PHENOTYPE	2	0
SH3GL2	PHENOTYPE	2	0
SHC1	PHENOTYPE	2	0
SHC3	PHENOTYPE	2	0
SNCA	PHENOTYPE	2	0
SNCB	PHENOTYPE	2	0
SPRY2	PHENOTYPE	2	0
SV2A	PHENOTYPE	2	0
SV2B	PHENOTYPE	2	0
SYNJ1	PHENOTYPE	2	0
TF	PHENOTYPE	2	0
TFRC	PHENOTYPE	2	0
VAMP2	PHENOTYPE	2	0
VAMP8	PHENOTYPE	2	0
YWHAH	PHENOTYPE	2	0
SHC1	PHENOTYPE	2	0
SPRY2	PHENOTYPE	2	0
SYNJ1	PHENOTYPE	2	0
TF	PHENOTYPE	2	0
TFRC	PHENOTYPE	2	0
YWHAH	PHENOTYPE	2	0
LAMB3	EXPLAINED	2	0
ROBO1	EXPLAINED	2	0
SDC2	EXPLAINED	2	0
SRGAP3	EXPLAINED	2	0
TFF1	EXPLAINED	2	0
TFF3	EXPLAINED	2	0
THBS2	EXPLAINED	2	0
TFF1	EXPLAINED	2	0
TFF3	EXPLAINED	2	0
RB1	DRIVER	2	1
RBBP8	PHENOTYPE	2	1
TOP2A	PHENOTYPE	2	1
ZBTB16	PHENOTYPE	2	1
FLI1	DRIVER	3	0
FOS	PHENOTYPE	3	0
MMP2	PHENOTYPE	3	0
PLAU	PHENOTYPE	3	0
PLAUR	PHENOTYPE	3	0
PPARG	PHENOTYPE	3	0
ST14	PHENOTYPE	3	0
THBS1	PHENOTYPE	3	0
TNFAIP6	PHENOTYPE	3	0
TP53I3	PHENOTYPE	3	0
TRIM22	PHENOTYPE	3	0
VCAM1	PHENOTYPE	3	0
VCAN	PHENOTYPE	3	0
IGFBP3	EXPLAINED	3	0
MMP1	EXPLAINED	3	0
MMP3	EXPLAINED	3	0
MMP7	EXPLAINED	3	0
MMP9	EXPLAINED	3	0
NOX1	EXPLAINED	3	0
SALL2	EXPLAINED	3	0
TGFBR2	EXPLAINED	3	0
THBS2	EXPLAINED	3	0
TIMP1	EXPLAINED	3	0
TP53	EXPLAINED	3	0
YAP1	EXPLAINED	3	0
MET	DRIVER	4	0
EGFR	DRIVER	4	0
CDKN2A	DRIVER	4	0
FN1	DRIVER	4	0
ITGB3	DRIVER	4	0
NF1	DRIVER	4	0
TP53	DRIVER	4	0
ATR	DRIVER	4	0
ATM	DRIVER	4	0
NTRK2	PHENOTYPE	4	0
PIK3R1	PHENOTYPE	4	0
FGF13	PHENOTYPE	4	0
FGF14	PHENOTYPE	4	0
FGF9	PHENOTYPE	4	0
HDAC1	PHENOTYPE	4	0
JUP	PHENOTYPE	4	0
KRT18	PHENOTYPE	4	0
KRT19	PHENOTYPE	4	0
KRT8	PHENOTYPE	4	0
LAMC1	PHENOTYPE	4	0
LIMS1	PHENOTYPE	4	0
MUC1	PHENOTYPE	4	0
MYC	PHENOTYPE	4	0
PAK3	PHENOTYPE	4	0
PAK7	PHENOTYPE	4	0
PDGFRA	PHENOTYPE	4	0
PIK3R1	PHENOTYPE	4	0
PRNP	PHENOTYPE	4	0
RAP1GAP	PHENOTYPE	4	0
SDC3	PHENOTYPE	4	0
SFN	PHENOTYPE	4	0
SH3GL2	PHENOTYPE	4	0
SNCA	PHENOTYPE	4	0
SNCB	PHENOTYPE	4	0
SPRY1	PHENOTYPE	4	0
SV2A	PHENOTYPE	4	0
SV2B	PHENOTYPE	4	0
VAMP2	PHENOTYPE	4	0
VAMP8	PHENOTYPE	4	0
VAV3	PHENOTYPE	4	0
WT1	PHENOTYPE	4	0
YWHAH	PHENOTYPE	4	0
ZBTB16	PHENOTYPE	4	0
HDAC1	PHENOTYPE	4	0
MYC	PHENOTYPE	4	0
PIK3R1	PHENOTYPE	4	0
LAMC1	PHENOTYPE	4	0
LIMS1	PHENOTYPE	4	0
PAK3	PHENOTYPE	4	0
PAK7	PHENOTYPE	4	0
PIK3R1	PHENOTYPE	4	0
PRNP	PHENOTYPE	4	0
SDC3	PHENOTYPE	4	0
SFN	PHENOTYPE	4	0
SNCA	PHENOTYPE	4	0
SNCB	PHENOTYPE	4	0
SV2A	PHENOTYPE	4	0
SV2B	PHENOTYPE	4	0
VAMP2	PHENOTYPE	4	0
VAMP8	PHENOTYPE	4	0
VAV3	PHENOTYPE	4	0
YWHAH	PHENOTYPE	4	0
LAMC1	PHENOTYPE	4	0
LIMS1	PHENOTYPE	4	0
PAK3	PHENOTYPE	4	0
PAK7	PHENOTYPE	4	0
PDGFRA	PHENOTYPE	4	0
PIK3R1	PHENOTYPE	4	0
PRNP	PHENOTYPE	4	0
SFN	PHENOTYPE	4	0
SNCA	PHENOTYPE	4	0
SNCB	PHENOTYPE	4	0
SPRY1	PHENOTYPE	4	0
SV2A	PHENOTYPE	4	0
SV2B	PHENOTYPE	4	0
SYNJ1	PHENOTYPE	4	0
TF	PHENOTYPE	4	0
VAMP2	PHENOTYPE	4	0
VAMP8	PHENOTYPE	4	0
VAV3	PHENOTYPE	4	0
YWHAH	PHENOTYPE	4	0
RRAS	PHENOTYPE	4	0
SDC3	PHENOTYPE	4	0
TP53I3	PHENOTYPE	4	0
TYMS	PHENOTYPE	4	0
WT1	PHENOTYPE	4	0
ZWINT	PHENOTYPE	4	0
RBBP8	PHENOTYPE	4	0
ZWINT	PHENOTYPE	4	0
RBBP8	PHENOTYPE	4	0
PTPN13	EXPLAINED	4	0
SMAD7	EXPLAINED	4	0
YAP1	EXPLAINED	4	0
LAMA3	EXPLAINED	4	0
LAMA5	EXPLAINED	4	0
MAP2K1	EXPLAINED	4	0
MMP1	EXPLAINED	4	0
PIK3C3	EXPLAINED	4	0
PMP22	EXPLAINED	4	0
UCHL1	EXPLAINED	4	0
FOXM1	EXPLAINED	4	0
GMNN	EXPLAINED	4	0
MAP2K1	EXPLAINED	4	0
LAMA3	EXPLAINED	4	0
LAMA5	EXPLAINED	4	0
LGALS3BP	EXPLAINED	4	0
PMP22	EXPLAINED	4	0
UCHL1	EXPLAINED	4	0
LAMA3	EXPLAINED	4	0
LAMA5	EXPLAINED	4	0
PI4KA	EXPLAINED	4	0
PIK3C3	EXPLAINED	4	0
PMP22	EXPLAINED	4	0
TLN2	EXPLAINED	4	0
UCHL1	EXPLAINED	4	0
CLASP2	EXPLAINED	4	0
MAD2L1	EXPLAINED	4	0
MCM3	EXPLAINED	4	0
MCM7	EXPLAINED	4	0
MLF1IP	EXPLAINED	4	0
NDC80	EXPLAINED	4	0
NUP107	EXPLAINED	4	0
NUP37	EXPLAINED	4	0
PCNA	EXPLAINED	4	0
POLE2	EXPLAINED	4	0
RFC4	EXPLAINED	4	0
RPA3	EXPLAINED	4	0
TERF2	EXPLAINED	4	0
TERF2IP	EXPLAINED	4	0
BRCA2	DRIVER	4	1
DSP	DRIVER	4	2
ADAM12	DRIVER	4	3
CTSL2	EXPLAINED	4	3
IGFBP3	EXPLAINED	4	3
MMP1	EXPLAINED	4	3
HSP90AA1	DRIVER	4	4
TUBB4	PHENOTYPE	4	4
TUBG2	PHENOTYPE	4	4
HSPH1	EXPLAINED	4	4
NPM1	EXPLAINED	4	4
PCNA	EXPLAINED	4	4
POLE2	EXPLAINED	4	4
RFC4	EXPLAINED	4	4
RPA3	EXPLAINED	4	4
SDCCAG8	EXPLAINED	4	4
TNC	DRIVER	4	5
DST	DRIVER	4	6
TP53	DRIVER	5	0
PIM1	DRIVER	5	0
TRIM22	PHENOTYPE	5	0
TYMS	PHENOTYPE	5	0
ZWINT	PHENOTYPE	5	0
STAT1	PHENOTYPE	5	0
TNF	PHENOTYPE	5	0
TRIM22	PHENOTYPE	5	0
TYMS	PHENOTYPE	5	0
ZWINT	PHENOTYPE	5	0
TP53BP2	EXPLAINED	5	0
YBX1	EXPLAINED	5	0
SYK	EXPLAINED	5	0
TGFB1	EXPLAINED	5	0
TNFAIP3	EXPLAINED	5	0
TNFRSF10B	EXPLAINED	5	0
TNFRSF14	EXPLAINED	5	0
TNFRSF8	EXPLAINED	5	0
TNFSF14	EXPLAINED	5	0
TNIP1	EXPLAINED	5	0
TP53	EXPLAINED	5	0
TP53BP2	EXPLAINED	5	0
TRAF1	EXPLAINED	5	0
TRAF3	EXPLAINED	5	0
TRAF5	EXPLAINED	5	0
TRIM37	EXPLAINED	5	0
TYROBP	EXPLAINED	5	0
VIP	EXPLAINED	5	0
VIPR1	EXPLAINED	5	0
WIPF1	EXPLAINED	5	0
YBX1	EXPLAINED	5	0
NTRK1	DRIVER	6	0
SH3GL2	PHENOTYPE	6	0
RIT1	EXPLAINED	6	0
MAPK7	DRIVER	6	1
BRCA2	DRIVER	6	1
MYC	PHENOTYPE	6	1
SNCA	PHENOTYPE	6	1
SNCB	PHENOTYPE	6	1
TGIF1	PHENOTYPE	6	1
YWHAH	PHENOTYPE	6	1
CKS1B	PHENOTYPE	6	1
CKS2	PHENOTYPE	6	1
MYC	PHENOTYPE	6	1
TGIF1	PHENOTYPE	6	1
MEF2C	EXPLAINED	6	1
NOTCH1	EXPLAINED	6	1
PCSK1	EXPLAINED	6	1
PTPRR	EXPLAINED	6	1
SMAD4	EXPLAINED	6	1
SMARCA5	EXPLAINED	6	1
SNCAIP	EXPLAINED	6	1
TCF7L1	EXPLAINED	6	1
CHEK1	EXPLAINED	6	1
FANCG	EXPLAINED	6	1
MELK	EXPLAINED	6	1
PBK	EXPLAINED	6	1
PLK1	EXPLAINED	6	1
SMAD4	EXPLAINED	6	1
SMARCA5	EXPLAINED	6	1
TCF7L1	EXPLAINED	6	1
TIMELESS	EXPLAINED	6	1
TTK	EXPLAINED	6	1
WEE1	EXPLAINED	6	1
ITGB2	DRIVER	6	2
MMP2	PHENOTYPE	6	2
THY1	EXPLAINED	6	2
MLH1	DRIVER	6	3
TOP2A	PHENOTYPE	6	3
DSP	DRIVER	6	4
PTEN	DRIVER	6	5
DST	DRIVER	6	6
MET	DRIVER	7	0
FGFR1	DRIVER	7	0
COL1A1	DRIVER	7	0
COL6A2	DRIVER	7	0
COL4A1	DRIVER	7	0
ITGB3	DRIVER	7	0
CTNNB1	DRIVER	7	0
NRAS	PHENOTYPE	7	0
VEGFA	PHENOTYPE	7	0
NRAS	PHENOTYPE	7	0
SPRY1	PHENOTYPE	7	0
SPRY4	PHENOTYPE	7	0
COL3A1	PHENOTYPE	7	0
COL6A3	PHENOTYPE	7	0
FN1	PHENOTYPE	7	0
ITGB2	PHENOTYPE	7	0
LAMB1	PHENOTYPE	7	0
LAMC1	PHENOTYPE	7	0
LIMS1	PHENOTYPE	7	0
MMP2	PHENOTYPE	7	0
NID2	PHENOTYPE	7	0
PAK3	PHENOTYPE	7	0
PAK6	PHENOTYPE	7	0
PLAU	PHENOTYPE	7	0
SERPINE1	PHENOTYPE	7	0
SMAD1	PHENOTYPE	7	0
SV2B	PHENOTYPE	7	0
TGFBI	PHENOTYPE	7	0
TGIF1	PHENOTYPE	7	0
TNC	PHENOTYPE	7	0
TNFAIP6	PHENOTYPE	7	0
VCAN	PHENOTYPE	7	0
COL6A3	PHENOTYPE	7	0
FN1	PHENOTYPE	7	0
ITGB2	PHENOTYPE	7	0
LAMB1	PHENOTYPE	7	0
LAMC1	PHENOTYPE	7	0
LIMS1	PHENOTYPE	7	0
MMP2	PHENOTYPE	7	0
NID2	PHENOTYPE	7	0
PAK3	PHENOTYPE	7	0
PAK6	PHENOTYPE	7	0
PLAU	PHENOTYPE	7	0
SERPINE1	PHENOTYPE	7	0
SMAD1	PHENOTYPE	7	0
SV2B	PHENOTYPE	7	0
TNFAIP6	PHENOTYPE	7	0
VCAN	PHENOTYPE	7	0
COL6A3	PHENOTYPE	7	0
FN1	PHENOTYPE	7	0
ITGB2	PHENOTYPE	7	0
LAMB1	PHENOTYPE	7	0
LAMC1	PHENOTYPE	7	0
LIMS1	PHENOTYPE	7	0
MMP2	PHENOTYPE	7	0
NID2	PHENOTYPE	7	0
PAK3	PHENOTYPE	7	0
PAK6	PHENOTYPE	7	0
PLAU	PHENOTYPE	7	0
SERPINE1	PHENOTYPE	7	0
SMAD1	PHENOTYPE	7	0
SV2B	PHENOTYPE	7	0
TNFAIP6	PHENOTYPE	7	0
VCAN	PHENOTYPE	7	0
LAMB1	PHENOTYPE	7	0
LAMC1	PHENOTYPE	7	0
LIMS1	PHENOTYPE	7	0
MMP2	PHENOTYPE	7	0
NID2	PHENOTYPE	7	0
PAK3	PHENOTYPE	7	0
PAK6	PHENOTYPE	7	0
PLAU	PHENOTYPE	7	0
RELN	PHENOTYPE	7	0
SERPINE1	PHENOTYPE	7	0
SMAD1	PHENOTYPE	7	0
SV2B	PHENOTYPE	7	0
TNC	PHENOTYPE	7	0
TNFAIP6	PHENOTYPE	7	0
VCAN	PHENOTYPE	7	0
VEGFA	PHENOTYPE	7	0
HDAC1	PHENOTYPE	7	0
MMP2	PHENOTYPE	7	0
PLAU	PHENOTYPE	7	0
SERPINE1	PHENOTYPE	7	0
SMAD1	PHENOTYPE	7	0
TGIF1	PHENOTYPE	7	0
TNC	PHENOTYPE	7	0
TOP2A	PHENOTYPE	7	0
VCAN	PHENOTYPE	7	0
VEGFA	PHENOTYPE	7	0
ZWINT	PHENOTYPE	7	0
ZYX	PHENOTYPE	7	0
COL1A2	EXPLAINED	7	0
FCER1G	EXPLAINED	7	0
RSU1	EXPLAINED	7	0
SERPINB6	EXPLAINED	7	0
SMAD4	EXPLAINED	7	0
TIMP1	EXPLAINED	7	0
VIP	EXPLAINED	7	0
RSU1	EXPLAINED	7	0
SERPINB6	EXPLAINED	7	0
SMAD4	EXPLAINED	7	0
TGFB1I1	EXPLAINED	7	0
TIMP1	EXPLAINED	7	0
COL4A2	EXPLAINED	7	0
RSU1	EXPLAINED	7	0
SERPINB6	EXPLAINED	7	0
SMAD4	EXPLAINED	7	0
TIMP1	EXPLAINED	7	0
PI4KA	EXPLAINED	7	0
RSU1	EXPLAINED	7	0
SERPINB6	EXPLAINED	7	0
SMAD4	EXPLAINED	7	0
SPP1	EXPLAINED	7	0
TIMP1	EXPLAINED	7	0
TLN2	EXPLAINED	7	0
DKK1	EXPLAINED	7	0
FHL2	EXPLAINED	7	0
FZD6	EXPLAINED	7	0
FZD7	EXPLAINED	7	0
GNAO1	EXPLAINED	7	0
GNG3	EXPLAINED	7	0
IQGAP1	EXPLAINED	7	0
LIMA1	EXPLAINED	7	0
MCM7	EXPLAINED	7	0
MMP7	EXPLAINED	7	0
PCNA	EXPLAINED	7	0
POLE2	EXPLAINED	7	0
PRKACB	EXPLAINED	7	0
PSMB8	EXPLAINED	7	0
PTTG1	EXPLAINED	7	0
RFC4	EXPLAINED	7	0
SALL1	EXPLAINED	7	0
SERPINB6	EXPLAINED	7	0
SMAD4	EXPLAINED	7	0
SPP1	EXPLAINED	7	0
TIMP1	EXPLAINED	7	0
UBE2C	EXPLAINED	7	0
UBE2S	EXPLAINED	7	0
VIP	EXPLAINED	7	0
VIPR1	EXPLAINED	7	0
ANK2	DRIVER	7	1
MAPK10	EXPLAINED	7	1
PTPRR	EXPLAINED	7	1
WEE1	EXPLAINED	7	1
PTEN	DRIVER	7	2
CDH23	DRIVER	7	3
CTNNA2	PHENOTYPE	7	3
EGFR	DRIVER	8	0
FGF13	PHENOTYPE	8	0
RAP1GAP	PHENOTYPE	8	0
SH3GL2	PHENOTYPE	8	0
SPRY1	PHENOTYPE	8	0
SPRY4	PHENOTYPE	8	0
STAT4	PHENOTYPE	8	0
TNC	PHENOTYPE	8	0
VAV3	PHENOTYPE	8	0
YES1	PHENOTYPE	8	0
YWHAH	PHENOTYPE	8	0
ZYX	PHENOTYPE	8	0
EGFR	DRIVER	9	0
PIK3R1	DRIVER	9	0
PTEN	DRIVER	9	0
EGR1	PHENOTYPE	9	0
EPHA2	PHENOTYPE	9	0
EREG	PHENOTYPE	9	0
FAS	PHENOTYPE	9	0
FGF13	PHENOTYPE	9	0
FGF14	PHENOTYPE	9	0
FOS	PHENOTYPE	9	0
HDAC1	PHENOTYPE	9	0
HOXB7	PHENOTYPE	9	0
ITGA6	PHENOTYPE	9	0
JUP	PHENOTYPE	9	0
KRT18	PHENOTYPE	9	0
KRT19	PHENOTYPE	9	0
KRT7	PHENOTYPE	9	0
KRT8	PHENOTYPE	9	0
LAMB1	PHENOTYPE	9	0
LAMC1	PHENOTYPE	9	0
LRIG1	PHENOTYPE	9	0
MSN	PHENOTYPE	9	0
MUC1	PHENOTYPE	9	0
MYC	PHENOTYPE	9	0
NTRK2	PHENOTYPE	9	0
PAK3	PHENOTYPE	9	0
PAK7	PHENOTYPE	9	0
PDGFA	PHENOTYPE	9	0
PDGFC	PHENOTYPE	9	0
PDGFRA	PHENOTYPE	9	0
PIK3R1	PHENOTYPE	9	0
PLAT	PHENOTYPE	9	0
PLAU	PHENOTYPE	9	0
PLAUR	PHENOTYPE	9	0
PPARG	PHENOTYPE	9	0
RAP1GAP	PHENOTYPE	9	0
SERPINE1	PHENOTYPE	9	0
SERPING1	PHENOTYPE	9	0
SFN	PHENOTYPE	9	0
SH3GL2	PHENOTYPE	9	0
SHC1	PHENOTYPE	9	0
SNCA	PHENOTYPE	9	0
SNCB	PHENOTYPE	9	0
SPARC	PHENOTYPE	9	0
ST14	PHENOTYPE	9	0
SV2A	PHENOTYPE	9	0
SV2B	PHENOTYPE	9	0
TFPI	PHENOTYPE	9	0
THBS1	PHENOTYPE	9	0
TNC	PHENOTYPE	9	0
TP53I3	PHENOTYPE	9	0
TYMS	PHENOTYPE	9	0
VAMP2	PHENOTYPE	9	0
VAMP8	PHENOTYPE	9	0
VEGFC	PHENOTYPE	9	0
YES1	PHENOTYPE	9	0
ZBTB16	PHENOTYPE	9	0
ZWINT	PHENOTYPE	9	0
RELN	PHENOTYPE	9	0
SCG2	PHENOTYPE	9	0
SHC1	PHENOTYPE	9	0
TPX2	PHENOTYPE	9	0
VAMP2	PHENOTYPE	9	0
VAMP8	PHENOTYPE	9	0
VEGFC	PHENOTYPE	9	0
SHC1	PHENOTYPE	9	0
TP53I3	PHENOTYPE	9	0
TYMS	PHENOTYPE	9	0
VEGFC	PHENOTYPE	9	0
ZWINT	PHENOTYPE	9	0
LAMA3	EXPLAINED	9	0
LAMA5	EXPLAINED	9	0
LAMB3	EXPLAINED	9	0
LAMC2	EXPLAINED	9	0
LYN	EXPLAINED	9	0
MET	EXPLAINED	9	0
PLEC1	EXPLAINED	9	0
PMP22	EXPLAINED	9	0
RAC2	EXPLAINED	9	0
RACGAP1	EXPLAINED	9	0
RASSF2	EXPLAINED	9	0
RHOB	EXPLAINED	9	0
RPS6KA3	EXPLAINED	9	0
SDC1	EXPLAINED	9	0
SDC4	EXPLAINED	9	0
SPP1	EXPLAINED	9	0
