sample_id	gene_symbol	type
1	PLCG2	EXPLAINED
1	PLP1	EXPLAINED
1	PPP3CA	EXPLAINED
1	PPP3R1	EXPLAINED
1	PSMB8	EXPLAINED
1	PSMB9	EXPLAINED
1	PTPRC	EXPLAINED
1	PTPRCAP	EXPLAINED
1	RAC2	EXPLAINED
1	RGS13	EXPLAINED
1	RGS17	EXPLAINED
1	RGS4	EXPLAINED
1	RHOB	EXPLAINED
1	RHOH	EXPLAINED
1	RICS	EXPLAINED
1	SELL	EXPLAINED
1	SFN	EXPLAINED
1	SHC3	EXPLAINED
1	SNCA	EXPLAINED
1	SNCB	EXPLAINED
1	SRGAP3	EXPLAINED
1	SRGN	EXPLAINED
1	STAT1	EXPLAINED
1	TAP1	EXPLAINED
1	TIMP1	EXPLAINED
1	TNFAIP8	EXPLAINED
1	TRAF3IP3	EXPLAINED
1	TRIM22	EXPLAINED
1	UBE2C	EXPLAINED
1	UCHL1	EXPLAINED
1	UCP2	EXPLAINED
1	VAMP2	EXPLAINED
1	VAMP8	EXPLAINED
1	VCAM1	EXPLAINED
1	VCAN	EXPLAINED
1	VIP	EXPLAINED
1	WASF1	EXPLAINED
1	WASF3	EXPLAINED
1	YWHAH	EXPLAINED
1	HLA-DRB5	MUTATED
1	HOXB1	MUTATED
1	HRH2	MUTATED
1	INHBC	MUTATED
1	INHBE	MUTATED
1	KIF27	MUTATED
1	KIF5A	MUTATED
1	KIF5C	EXPLAINED
1	KLC1	EXPLAINED
1	TUBB2A	EXPLAINED
1	TUBB2B	EXPLAINED
1	TUBB3	EXPLAINED
1	TUBB4	EXPLAINED
1	TUBB6	EXPLAINED
1	KLHL13	MUTATED
1	MAPK8IP3	MUTATED
1	MARS	MUTATED
1	OBSL1	MUTATED
1	OR4M2	MUTATED
1	OR4N4	MUTATED
1	OS9	MUTATED
1	PIK3R1	MUTATED
1	PLCG2	EXPLAINED
1	PPP3CA	EXPLAINED
1	PPP3R1	EXPLAINED
1	RAC2	EXPLAINED
1	RGS13	EXPLAINED
1	RGS17	EXPLAINED
1	RGS4	EXPLAINED
1	RHOB	EXPLAINED
1	RHOH	EXPLAINED
1	RICS	EXPLAINED
1	SCG2	EXPLAINED
1	SELL	EXPLAINED
1	SFN	EXPLAINED
1	SHC3	EXPLAINED
1	SNCA	EXPLAINED
1	SNCB	EXPLAINED
1	SRGAP3	EXPLAINED
1	STAT1	EXPLAINED
1	TIMP1	EXPLAINED
1	TRIM22	EXPLAINED
1	UCHL1	EXPLAINED
1	VAMP2	EXPLAINED
1	VAMP8	EXPLAINED
1	VCAM1	EXPLAINED
1	VCAN	EXPLAINED
1	VIP	EXPLAINED
1	WASF1	EXPLAINED
1	WASF3	EXPLAINED
1	YWHAH	EXPLAINED
1	PIP4K2C	MUTATED
1	PLCG2	EXPLAINED
1	PPP3CA	EXPLAINED
1	PPP3R1	EXPLAINED
1	RGS13	EXPLAINED
1	RGS17	EXPLAINED
1	RGS4	EXPLAINED
1	SHC3	EXPLAINED
1	STAT1	EXPLAINED
1	TIMP1	EXPLAINED
1	TRIM22	EXPLAINED
1	VIP	EXPLAINED
1	PLCL1	MUTATED
1	RGS13	EXPLAINED
1	RGS17	EXPLAINED
1	RGS4	EXPLAINED
1	SEC61G	MUTATED
1	TRAM1	EXPLAINED
1	TRAM2	EXPLAINED
1	SHPRH	MUTATED
1	SLC11A1	MUTATED
1	SLC26A3	MUTATED
1	SLC2A14	MUTATED
1	TP53	MUTATED
1	TRIM22	EXPLAINED
1	TYMS	EXPLAINED
1	VCAN	EXPLAINED
1	ZWINT	EXPLAINED
1	TPM3	MUTATED
1	TSFM	MUTATED
1	UBR5	MUTATED
1	ZNF583	MUTATED
2	ACTB	MUTATED
2	ACTL6A	EXPLAINED
2	ACTL6B	EXPLAINED
2	ARPC1B	EXPLAINED
2	CDH3	EXPLAINED
2	CORO1A	EXPLAINED
2	CTNNA2	EXPLAINED
2	ITGB5	EXPLAINED
2	LAMB3	EXPLAINED
2	LAPTM5	EXPLAINED
2	MACF1	EXPLAINED
2	MYC	EXPLAINED
2	MYH10	EXPLAINED
2	NCOA1	EXPLAINED
2	NPM1	EXPLAINED
2	NR2F1	EXPLAINED
2	PAK3	EXPLAINED
2	PAK7	EXPLAINED
2	PCAF	EXPLAINED
2	PCNA	EXPLAINED
2	PIK3R1	EXPLAINED
2	PIP5K1C	EXPLAINED
2	POLE2	EXPLAINED
2	PRIM1	EXPLAINED
2	PRNP	EXPLAINED
2	RFC4	EXPLAINED
2	RFC5	EXPLAINED
2	ROBO1	EXPLAINED
2	RPA3	EXPLAINED
2	RUVBL1	EXPLAINED
2	SATB1	EXPLAINED
2	SFN	EXPLAINED
2	SHC1	EXPLAINED
2	SMARCD2	EXPLAINED
2	SMARCD3	EXPLAINED
2	SNCA	EXPLAINED
2	SNCB	EXPLAINED
2	SPRY2	EXPLAINED
2	SRGAP3	EXPLAINED
2	SV2A	EXPLAINED
2	SV2B	EXPLAINED
2	SYNJ1	EXPLAINED
2	TF	EXPLAINED
2	TFF1	EXPLAINED
2	TFF3	EXPLAINED
2	TFRC	EXPLAINED
2	THBS2	EXPLAINED
2	TLN2	EXPLAINED
2	VAMP2	EXPLAINED
2	VAMP8	EXPLAINED
2	VWF	EXPLAINED
2	WASF1	EXPLAINED
2	WASF3	EXPLAINED
2	YWHAH	EXPLAINED
2	ACTG1	MUTATED
2	ARPC1B	EXPLAINED
2	CAP2	EXPLAINED
2	CDH3	EXPLAINED
2	CTNNA2	EXPLAINED
2	ITGB5	EXPLAINED
2	LAMB3	EXPLAINED
2	MACF1	EXPLAINED
2	MYH10	EXPLAINED
2	PAK3	EXPLAINED
2	PAK7	EXPLAINED
2	PIK3R1	EXPLAINED
2	PIP5K1C	EXPLAINED
2	PRNP	EXPLAINED
2	ROBO1	EXPLAINED
2	SFN	EXPLAINED
2	SHC1	EXPLAINED
2	SNCA	EXPLAINED
2	SNCB	EXPLAINED
2	SPRY2	EXPLAINED
2	SRGAP3	EXPLAINED
2	SV2A	EXPLAINED
2	SV2B	EXPLAINED
2	SYNJ1	EXPLAINED
2	TF	EXPLAINED
2	TFF1	EXPLAINED
2	TFF3	EXPLAINED
2	TFRC	EXPLAINED
2	THBS2	EXPLAINED
2	TLN2	EXPLAINED
2	VAMP2	EXPLAINED
2	VAMP8	EXPLAINED
2	VWF	EXPLAINED
2	WASF1	EXPLAINED
2	WASF3	EXPLAINED
2	YWHAH	EXPLAINED
2	ADCY1	MUTATED
2	GNAI3	EXPLAINED
2	GNAO1	EXPLAINED
2	GNAZ	EXPLAINED
2	PRKACB	EXPLAINED
2	PRKAR2B	EXPLAINED
2	SLC12A2	EXPLAINED
2	TUBA1A	EXPLAINED
2	TUBB2A	EXPLAINED
2	TUBB2B	EXPLAINED
2	TUBB4	EXPLAINED
2	TUBG1	EXPLAINED
2	TUBG2	EXPLAINED
2	ADCYAP1R1	MUTATED
2	NTRK2	EXPLAINED
2	PIK3R1	EXPLAINED
2	SHC1	EXPLAINED
2	SHC3	EXPLAINED
2	SPRY2	EXPLAINED
2	TFF1	EXPLAINED
2	TFF3	EXPLAINED
2	YWHAH	EXPLAINED
2	ADORA1	MUTATED
2	GNAI3	EXPLAINED
2	GNAO1	EXPLAINED
2	GNAZ	EXPLAINED
2	GNG3	EXPLAINED
2	KCNJ6	EXPLAINED
2	AEBP1	MUTATED
2	AHR	MUTATED
2	NCOA1	EXPLAINED
2	NPM1	EXPLAINED
2	NR2F1	EXPLAINED
2	PCAF	EXPLAINED
2	PCNA	EXPLAINED
2	POLE2	EXPLAINED
2	PRIM1	EXPLAINED
2	RFC4	EXPLAINED
2	RFC5	EXPLAINED
2	RPA3	EXPLAINED
2	SATB1	EXPLAINED
2	AMPH	MUTATED
2	ANK2	EXPLAINED
2	CDC2	EXPLAINED
2	CDK5R1	EXPLAINED
2	CHL1	EXPLAINED
2	DNM1	EXPLAINED
2	EPS15	EXPLAINED
2	GABRA1	EXPLAINED
2	GABRA2	EXPLAINED
2	GABRB1	EXPLAINED
2	GABRG2	EXPLAINED
2	MAPK10	EXPLAINED
2	MAPT	EXPLAINED
2	NEFH	EXPLAINED
2	NEFL	EXPLAINED
2	NEFM	EXPLAINED
2	NRCAM	EXPLAINED
2	NSF	EXPLAINED
2	PAX6	EXPLAINED
2	PPP3CA	EXPLAINED
2	RNF11	EXPLAINED
2	S100B	EXPLAINED
2	SH3GL2	EXPLAINED
2	SNAP25	EXPLAINED
2	SPRY2	EXPLAINED
2	STX12	EXPLAINED
2	STX1A	EXPLAINED
2	STXBP1	EXPLAINED
2	STXBP6	EXPLAINED
2	SYN1	EXPLAINED
2	SYN2	EXPLAINED
2	SYNJ1	EXPLAINED
2	SYT1	EXPLAINED
2	TF	EXPLAINED
2	TFRC	EXPLAINED
2	VAMP2	EXPLAINED
2	VAMP8	EXPLAINED
2	VIM	EXPLAINED
2	YWHAH	EXPLAINED
2	ANLN	MUTATED
2	AQP1	MUTATED
2	AQP4	EXPLAINED
2	ARL4A	MUTATED
2	ATP2B4	MUTATED
2	PPP3CA	EXPLAINED
2	SYNJ1	EXPLAINED
2	TF	EXPLAINED
2	TFRC	EXPLAINED
2	BTG2	MUTATED
2	CCND1	EXPLAINED
2	C1GALT1	MUTATED
2	CAMK2B	MUTATED
2	CAMK2G	EXPLAINED
2	CAV1	EXPLAINED
2	GRIA2	EXPLAINED
2	GRIA3	EXPLAINED
2	HDAC1	EXPLAINED
2	ITPKA	EXPLAINED
2	ITPKB	EXPLAINED
2	MAPT	EXPLAINED
2	MARCKS	EXPLAINED
2	MEF2C	EXPLAINED
2	NCOA1	EXPLAINED
2	NEFH	EXPLAINED
2	NEFL	EXPLAINED
2	NEFM	EXPLAINED
2	NPM1	EXPLAINED
2	NR2F1	EXPLAINED
2	NSF	EXPLAINED
2	PCAF	EXPLAINED
2	PCNA	EXPLAINED
2	POLE2	EXPLAINED
2	PRIM1	EXPLAINED
2	PRKACB	EXPLAINED
2	PRKAR2B	EXPLAINED
2	RFC4	EXPLAINED
2	RFC5	EXPLAINED
2	RPA3	EXPLAINED
2	S100B	EXPLAINED
2	SATB1	EXPLAINED
2	SLC12A2	EXPLAINED
2	STXBP1	EXPLAINED
2	SYT1	EXPLAINED
2	TUBA1A	EXPLAINED
2	TUBB2A	EXPLAINED
2	TUBB2B	EXPLAINED
2	TUBB4	EXPLAINED
2	TUBG1	EXPLAINED
2	TUBG2	EXPLAINED
2	VAMP2	EXPLAINED
2	VAMP8	EXPLAINED
2	VIM	EXPLAINED
2	YWHAH	EXPLAINED
2	CARD11	MUTATED
2	CBX3	MUTATED
2	LBR	EXPLAINED
2	MKI67	EXPLAINED
2	CCM2	MUTATED
2	CCT6A	MUTATED
2	TUBA1A	EXPLAINED
2	TUBB2A	EXPLAINED
2	TUBB2B	EXPLAINED
2	TUBB4	EXPLAINED
2	TUBG1	EXPLAINED
2	TUBG2	EXPLAINED
2	CD3G	MUTATED
2	CD74	EXPLAINED
2	CTSL1	EXPLAINED
2	FYN	EXPLAINED
2	HLA-DPA1	EXPLAINED
2	HLA-DPB1	EXPLAINED
2	HLA-DRA	EXPLAINED
2	HLA-DRB1	EXPLAINED
2	LAPTM5	EXPLAINED
2	MBP	EXPLAINED
2	MOG	EXPLAINED
2	PLP1	EXPLAINED
2	SHC1	EXPLAINED
2	SPRY2	EXPLAINED
2	TFF1	EXPLAINED
2	TFF3	EXPLAINED
2	YWHAH	EXPLAINED
2	CDC2L5	MUTATED
2	CHI3L1	MUTATED
2	CHIT1	MUTATED
2	CHN2	MUTATED
2	RACGAP1	EXPLAINED
2	RHOD	EXPLAINED
2	RICH2	EXPLAINED
2	SRGAP3	EXPLAINED
2	TIAM1	EXPLAINED
2	CREB5	MUTATED
2	CRHR2	MUTATED
2	CYCS	MUTATED
2	SLC25A4	EXPLAINED
2	DBNL	MUTATED
2	HLA-DRA	EXPLAINED
2	HLA-DRB1	EXPLAINED
2	LAPTM5	EXPLAINED
2	MBP	EXPLAINED
2	MOG	EXPLAINED
2	PLP1	EXPLAINED
2	SHC1	EXPLAINED
2	SPRY2	EXPLAINED
2	TFF1	EXPLAINED
2	TFF3	EXPLAINED
2	YWHAH	EXPLAINED
2	DDC	MUTATED
2	DDX56	MUTATED
2	DGKB	MUTATED
2	DNAH11	MUTATED
2	EGFR	MUTATED
2	EGR1	EXPLAINED
2	EPS15	EXPLAINED
2	EREG	EXPLAINED
2	FGF13	EXPLAINED
2	FGF14	EXPLAINED
2	FGF9	EXPLAINED
2	FYN	EXPLAINED
2	HDAC1	EXPLAINED
2	KRT18	EXPLAINED
2	KRT19	EXPLAINED
2	KRT7	EXPLAINED
2	KRT8	EXPLAINED
2	LAMB3	EXPLAINED
2	MUC1	EXPLAINED
2	MYC	EXPLAINED
2	PAK3	EXPLAINED
2	PAK7	EXPLAINED
2	PDGFRA	EXPLAINED
2	PIK3R1	EXPLAINED
2	PRNP	EXPLAINED
2	RNF11	EXPLAINED
2	ROBO1	EXPLAINED
2	SDC2	EXPLAINED
2	SDC3	EXPLAINED
2	SFN	EXPLAINED
2	SH3BGRL	EXPLAINED
2	SH3GL2	EXPLAINED
2	SHC1	EXPLAINED
2	SHC3	EXPLAINED
2	SNCA	EXPLAINED
2	SNCB	EXPLAINED
2	SPRY2	EXPLAINED
2	SRGAP3	EXPLAINED
2	SV2A	EXPLAINED
2	SV2B	EXPLAINED
2	SYNJ1	EXPLAINED
2	TF	EXPLAINED
2	TFF1	EXPLAINED
2	TFF3	EXPLAINED
2	TFRC	EXPLAINED
2	THBS2	EXPLAINED
2	VAMP2	EXPLAINED
2	VAMP8	EXPLAINED
2	YWHAH	EXPLAINED
2	EIF2AK1	MUTATED
2	EIF3B	MUTATED
2	ELMO1	MUTATED
2	ETV1	MUTATED
2	PCAF	EXPLAINED
2	SALL2	EXPLAINED
2	SATB1	EXPLAINED
2	EVX1	MUTATED
2	FFAR3	MUTATED
2	GNAO1	EXPLAINED
2	FMOD	MUTATED
2	FSCN1	MUTATED
2	GARS	MUTATED
2	GATA6	MUTATED
2	GCK	MUTATED
2	NUP107	EXPLAINED
2	NUP155	EXPLAINED
2	NUP205	EXPLAINED
2	NUP37	EXPLAINED
2	NUP88	EXPLAINED
2	NUP93	EXPLAINED
