GENE	TYPE	SAMPLE_ID	MODULE
ICAM3	EXPLAINED	1	8
IGKV1-5	EXPLAINED	1	8
IGLV3-25	EXPLAINED	1	8
ITGB2	EXPLAINED	1	8
LCK	EXPLAINED	1	8
LCP2	EXPLAINED	1	8
LILRB1	EXPLAINED	1	8
PLCG2	EXPLAINED	1	8
PPP3CA	EXPLAINED	1	8
PPP3R1	EXPLAINED	1	8
PTPRC	EXPLAINED	1	8
PTPRCAP	EXPLAINED	1	8
RAC2	EXPLAINED	1	8
RGS13	EXPLAINED	1	8
RGS17	EXPLAINED	1	8
RGS4	EXPLAINED	1	8
RHOB	EXPLAINED	1	8
RHOH	EXPLAINED	1	8
RICS	EXPLAINED	1	8
SELL	EXPLAINED	1	8
SFN	EXPLAINED	1	8
SNCA	EXPLAINED	1	8
SNCB	EXPLAINED	1	8
SRGAP3	EXPLAINED	1	8
SRGN	EXPLAINED	1	8
TAP1	EXPLAINED	1	8
TIMP1	EXPLAINED	1	8
TNFAIP8	EXPLAINED	1	8
TRAF3IP3	EXPLAINED	1	8
UBE2C	EXPLAINED	1	8
UCHL1	EXPLAINED	1	8
UCP2	EXPLAINED	1	8
VAMP2	EXPLAINED	1	8
VIP	EXPLAINED	1	8
WASF1	EXPLAINED	1	8
WASF3	EXPLAINED	1	8
KIF5A	DRIVER	1	9
KIF5C	PHENOTYPE	1	9
KLC1	PHENOTYPE	1	9
TUBB2A	PHENOTYPE	1	9
TUBB3	PHENOTYPE	1	9
TUBB4	PHENOTYPE	1	9
TUBB6	PHENOTYPE	1	9
TUBB2B	EXPLAINED	1	9
PIK3R1	DRIVER	1	10
SCG2	PHENOTYPE	1	10
SHC3	PHENOTYPE	1	10
STAT1	PHENOTYPE	1	10
TRIM22	PHENOTYPE	1	10
VAMP8	PHENOTYPE	1	10
VCAM1	PHENOTYPE	1	10
VCAN	PHENOTYPE	1	10
YWHAH	PHENOTYPE	1	10
PLCG2	EXPLAINED	1	10
PPP3CA	EXPLAINED	1	10
PPP3R1	EXPLAINED	1	10
RAC2	EXPLAINED	1	10
RGS13	EXPLAINED	1	10
RGS17	EXPLAINED	1	10
RGS4	EXPLAINED	1	10
RHOB	EXPLAINED	1	10
RHOH	EXPLAINED	1	10
RICS	EXPLAINED	1	10
SELL	EXPLAINED	1	10
SFN	EXPLAINED	1	10
SNCA	EXPLAINED	1	10
SNCB	EXPLAINED	1	10
SRGAP3	EXPLAINED	1	10
TIMP1	EXPLAINED	1	10
UCHL1	EXPLAINED	1	10
VAMP2	EXPLAINED	1	10
VIP	EXPLAINED	1	10
WASF1	EXPLAINED	1	10
WASF3	EXPLAINED	1	10
PIP4K2C	DRIVER	1	11
SHC3	PHENOTYPE	1	11
STAT1	PHENOTYPE	1	11
TRIM22	PHENOTYPE	1	11
PLCG2	EXPLAINED	1	11
PPP3CA	EXPLAINED	1	11
PPP3R1	EXPLAINED	1	11
RGS13	EXPLAINED	1	11
RGS17	EXPLAINED	1	11
RGS4	EXPLAINED	1	11
TIMP1	EXPLAINED	1	11
VIP	EXPLAINED	1	11
SEC61G	DRIVER	1	12
TRAM1	PHENOTYPE	1	12
TRAM2	PHENOTYPE	1	12
TP53	DRIVER	1	13
TRIM22	PHENOTYPE	1	13
TYMS	PHENOTYPE	1	13
VCAN	PHENOTYPE	1	13
ZWINT	PHENOTYPE	1	13
TPM3	DRIVER	1	14
ACTB	DRIVER	2	0
MYC	PHENOTYPE	2	0
PAK3	PHENOTYPE	2	0
PAK7	PHENOTYPE	2	0
PCNA	PHENOTYPE	2	0
PIK3R1	PHENOTYPE	2	0
POLE2	PHENOTYPE	2	0
RFC4	PHENOTYPE	2	0
SV2A	PHENOTYPE	2	0
SV2B	PHENOTYPE	2	0
SYNJ1	PHENOTYPE	2	0
TFRC	PHENOTYPE	2	0
VAMP8	PHENOTYPE	2	0
YWHAH	PHENOTYPE	2	0
ACTL6A	EXPLAINED	2	0
ACTL6B	EXPLAINED	2	0
ARPC1B	EXPLAINED	2	0
CDH3	EXPLAINED	2	0
CORO1A	EXPLAINED	2	0
CTNNA2	EXPLAINED	2	0
ITGB5	EXPLAINED	2	0
LAMB3	EXPLAINED	2	0
LAPTM5	EXPLAINED	2	0
MACF1	EXPLAINED	2	0
MYH10	EXPLAINED	2	0
NCOA1	EXPLAINED	2	0
NPM1	EXPLAINED	2	0
NR2F1	EXPLAINED	2	0
PCAF	EXPLAINED	2	0
PIP5K1C	EXPLAINED	2	0
PRIM1	EXPLAINED	2	0
PRNP	EXPLAINED	2	0
RFC5	EXPLAINED	2	0
ROBO1	EXPLAINED	2	0
RPA3	EXPLAINED	2	0
RUVBL1	EXPLAINED	2	0
SATB1	EXPLAINED	2	0
SFN	EXPLAINED	2	0
SHC1	EXPLAINED	2	0
SMARCD2	EXPLAINED	2	0
SMARCD3	EXPLAINED	2	0
SNCA	EXPLAINED	2	0
SNCB	EXPLAINED	2	0
SPRY2	EXPLAINED	2	0
SRGAP3	EXPLAINED	2	0
TF	EXPLAINED	2	0
TFF1	EXPLAINED	2	0
TFF3	EXPLAINED	2	0
THBS2	EXPLAINED	2	0
TLN2	EXPLAINED	2	0
VAMP2	EXPLAINED	2	0
VWF	EXPLAINED	2	0
WASF1	EXPLAINED	2	0
WASF3	EXPLAINED	2	0
ADCY1	DRIVER	2	1
TUBB2A	PHENOTYPE	2	1
TUBB4	PHENOTYPE	2	1
GNAI3	EXPLAINED	2	1
GNAO1	EXPLAINED	2	1
GNAZ	EXPLAINED	2	1
PRKACB	EXPLAINED	2	1
PRKAR2B	EXPLAINED	2	1
SLC12A2	EXPLAINED	2	1
TUBA1A	EXPLAINED	2	1
TUBB2B	EXPLAINED	2	1
TUBG1	EXPLAINED	2	1
TUBG2	EXPLAINED	2	1
AHR	DRIVER	2	2
PCNA	PHENOTYPE	2	2
POLE2	PHENOTYPE	2	2
RFC4	PHENOTYPE	2	2
NCOA1	EXPLAINED	2	2
NPM1	EXPLAINED	2	2
NR2F1	EXPLAINED	2	2
PCAF	EXPLAINED	2	2
PRIM1	EXPLAINED	2	2
RFC5	EXPLAINED	2	2
RPA3	EXPLAINED	2	2
SATB1	EXPLAINED	2	2
AMPH	DRIVER	2	3
ANK2	PHENOTYPE	2	3
CHL1	PHENOTYPE	2	3
EPS15	PHENOTYPE	2	3
SH3GL2	PHENOTYPE	2	3
SYNJ1	PHENOTYPE	2	3
TFRC	PHENOTYPE	2	3
VAMP8	PHENOTYPE	2	3
VIM	PHENOTYPE	2	3
YWHAH	PHENOTYPE	2	3
CDC2	EXPLAINED	2	3
CDK5R1	EXPLAINED	2	3
DNM1	EXPLAINED	2	3
GABRA1	EXPLAINED	2	3
GABRA2	EXPLAINED	2	3
GABRB1	EXPLAINED	2	3
GABRG2	EXPLAINED	2	3
MAPK10	EXPLAINED	2	3
MAPT	EXPLAINED	2	3
NEFH	EXPLAINED	2	3
NEFL	EXPLAINED	2	3
NEFM	EXPLAINED	2	3
NRCAM	EXPLAINED	2	3
NSF	EXPLAINED	2	3
PAX6	EXPLAINED	2	3
PPP3CA	EXPLAINED	2	3
RNF11	EXPLAINED	2	3
S100B	EXPLAINED	2	3
SNAP25	EXPLAINED	2	3
SPRY2	EXPLAINED	2	3
STX12	EXPLAINED	2	3
STX1A	EXPLAINED	2	3
STXBP1	EXPLAINED	2	3
STXBP6	EXPLAINED	2	3
SYN1	EXPLAINED	2	3
SYN2	EXPLAINED	2	3
SYT1	EXPLAINED	2	3
TF	EXPLAINED	2	3
VAMP2	EXPLAINED	2	3
AQP1	DRIVER	2	4
AQP4	PHENOTYPE	2	4
CCT6A	DRIVER	2	5
TUBB2A	PHENOTYPE	2	5
TUBB4	PHENOTYPE	2	5
TUBA1A	EXPLAINED	2	5
TUBB2B	EXPLAINED	2	5
TUBG1	EXPLAINED	2	5
TUBG2	EXPLAINED	2	5
CD3G	DRIVER	2	6
CD74	PHENOTYPE	2	6
FYN	PHENOTYPE	2	6
MBP	PHENOTYPE	2	6
MOG	PHENOTYPE	2	6
PLP1	PHENOTYPE	2	6
YWHAH	PHENOTYPE	2	6
CTSL1	EXPLAINED	2	6
HLA-DPA1	EXPLAINED	2	6
HLA-DPB1	EXPLAINED	2	6
HLA-DRA	EXPLAINED	2	6
HLA-DRB1	EXPLAINED	2	6
LAPTM5	EXPLAINED	2	6
SHC1	EXPLAINED	2	6
SPRY2	EXPLAINED	2	6
TFF1	EXPLAINED	2	6
TFF3	EXPLAINED	2	6
DBNL	DRIVER	2	7
MBP	PHENOTYPE	2	7
MOG	PHENOTYPE	2	7
PLP1	PHENOTYPE	2	7
YWHAH	PHENOTYPE	2	7
HLA-DRA	EXPLAINED	2	7
HLA-DRB1	EXPLAINED	2	7
LAPTM5	EXPLAINED	2	7
SHC1	EXPLAINED	2	7
SPRY2	EXPLAINED	2	7
TFF1	EXPLAINED	2	7
TFF3	EXPLAINED	2	7
EGFR	DRIVER	2	8
EGR1	PHENOTYPE	2	8
EPS15	PHENOTYPE	2	8
EREG	PHENOTYPE	2	8
FGF13	PHENOTYPE	2	8
FGF14	PHENOTYPE	2	8
FGF9	PHENOTYPE	2	8
FYN	PHENOTYPE	2	8
HDAC1	PHENOTYPE	2	8
KRT18	PHENOTYPE	2	8
KRT19	PHENOTYPE	2	8
KRT7	PHENOTYPE	2	8
KRT8	PHENOTYPE	2	8
MUC1	PHENOTYPE	2	8
MYC	PHENOTYPE	2	8
PAK3	PHENOTYPE	2	8
PAK7	PHENOTYPE	2	8
PDGFRA	PHENOTYPE	2	8
PIK3R1	PHENOTYPE	2	8
SDC2	PHENOTYPE	2	8
SDC3	PHENOTYPE	2	8
SH3BGRL	PHENOTYPE	2	8
SH3GL2	PHENOTYPE	2	8
SHC3	PHENOTYPE	2	8
SV2A	PHENOTYPE	2	8
SV2B	PHENOTYPE	2	8
SYNJ1	PHENOTYPE	2	8
TFRC	PHENOTYPE	2	8
VAMP8	PHENOTYPE	2	8
YWHAH	PHENOTYPE	2	8
LAMB3	EXPLAINED	2	8
PRNP	EXPLAINED	2	8
RNF11	EXPLAINED	2	8
ROBO1	EXPLAINED	2	8
SFN	EXPLAINED	2	8
SHC1	EXPLAINED	2	8
SNCA	EXPLAINED	2	8
SNCB	EXPLAINED	2	8
SPRY2	EXPLAINED	2	8
SRGAP3	EXPLAINED	2	8
TF	EXPLAINED	2	8
TFF1	EXPLAINED	2	8
TFF3	EXPLAINED	2	8
THBS2	EXPLAINED	2	8
VAMP2	EXPLAINED	2	8
ELMO1	DRIVER	2	9
GCK	DRIVER	2	10
ZWINT	PHENOTYPE	2	10
NUP107	EXPLAINED	2	10
NUP155	EXPLAINED	2	10
NUP205	EXPLAINED	2	10
NUP37	EXPLAINED	2	10
NUP88	EXPLAINED	2	10
NUP93	EXPLAINED	2	10
PAX6	EXPLAINED	2	10
PLK1	EXPLAINED	2	10
SNRPB	EXPLAINED	2	10
SPC25	EXPLAINED	2	10
TMEM48	EXPLAINED	2	10
ZWILCH	EXPLAINED	2	10
GLI3	DRIVER	2	11
HDAC1	PHENOTYPE	2	11
LMO3	PHENOTYPE	2	11
TUBB2A	PHENOTYPE	2	11
TUBB4	PHENOTYPE	2	11
ZIC1	PHENOTYPE	2	11
GPSM2	EXPLAINED	2	11
KIF3A	EXPLAINED	2	11
KIF3C	EXPLAINED	2	11
MPP1	EXPLAINED	2	11
PRKACB	EXPLAINED	2	11
PRKAR2B	EXPLAINED	2	11
SLC12A2	EXPLAINED	2	11
TUBA1A	EXPLAINED	2	11
TUBB2B	EXPLAINED	2	11
TUBG1	EXPLAINED	2	11
TUBG2	EXPLAINED	2	11
GRB10	DRIVER	2	12
PIK3R1	PHENOTYPE	2	12
YWHAH	PHENOTYPE	2	12
SHC1	EXPLAINED	2	12
SPRY2	EXPLAINED	2	12
TFF1	EXPLAINED	2	12
TFF3	EXPLAINED	2	12
HDAC9	DRIVER	2	13
PCNA	PHENOTYPE	2	13
POLE2	PHENOTYPE	2	13
RFC4	PHENOTYPE	2	13
YWHAH	PHENOTYPE	2	13
ZBTB16	PHENOTYPE	2	13
MEF2C	EXPLAINED	2	13
NCOA1	EXPLAINED	2	13
NPM1	EXPLAINED	2	13
NR2F1	EXPLAINED	2	13
PCAF	EXPLAINED	2	13
PRIM1	EXPLAINED	2	13
RFC5	EXPLAINED	2	13
RPA3	EXPLAINED	2	13
SATB1	EXPLAINED	2	13
HUS1	DRIVER	2	14
PCNA	PHENOTYPE	2	14
POLE2	PHENOTYPE	2	14
RFC4	PHENOTYPE	2	14
PRIM1	EXPLAINED	2	14
RFC5	EXPLAINED	2	14
RPA3	EXPLAINED	2	14
IKZF1	DRIVER	2	15
RBBP8	PHENOTYPE	2	15
IL6	DRIVER	2	16
RBBP8	PHENOTYPE	2	16
YWHAH	PHENOTYPE	2	16
ZBTB16	PHENOTYPE	2	16
LMO4	EXPLAINED	2	16
PTPRE	EXPLAINED	2	16
SHC1	EXPLAINED	2	16
SPRY2	EXPLAINED	2	16
TFF1	EXPLAINED	2	16
TFF3	EXPLAINED	2	16
ITGB8	DRIVER	2	17
PAK3	PHENOTYPE	2	17
PAK7	PHENOTYPE	2	17
PIK3R1	PHENOTYPE	2	17
SV2A	PHENOTYPE	2	17
SV2B	PHENOTYPE	2	17
VAMP8	PHENOTYPE	2	17
YWHAH	PHENOTYPE	2	17
LAMB3	EXPLAINED	2	17
PRNP	EXPLAINED	2	17
ROBO1	EXPLAINED	2	17
SFN	EXPLAINED	2	17
SHC1	EXPLAINED	2	17
SNCA	EXPLAINED	2	17
SNCB	EXPLAINED	2	17
SPRY2	EXPLAINED	2	17
SRGAP3	EXPLAINED	2	17
TFF1	EXPLAINED	2	17
TFF3	EXPLAINED	2	17
THBS2	EXPLAINED	2	17
TLN2	EXPLAINED	2	17
VAMP2	EXPLAINED	2	17
VWF	EXPLAINED	2	17
PHKG1	DRIVER	2	18
PYGL	PHENOTYPE	2	18
TUBB2A	PHENOTYPE	2	18
TUBB4	PHENOTYPE	2	18
PRKACB	EXPLAINED	2	18
PRKAR2B	EXPLAINED	2	18
SLC12A2	EXPLAINED	2	18
TUBA1A	EXPLAINED	2	18
TUBB2B	EXPLAINED	2	18
TUBG1	EXPLAINED	2	18
TUBG2	EXPLAINED	2	18
PIK3C2B	DRIVER	2	19
PIK3R1	PHENOTYPE	2	19
SHC3	PHENOTYPE	2	19
SYNJ1	PHENOTYPE	2	19
TFRC	PHENOTYPE	2	19
YWHAH	PHENOTYPE	2	19
PIP5K1C	EXPLAINED	2	19
SHC1	EXPLAINED	2	19
SPRY2	EXPLAINED	2	19
TF	EXPLAINED	2	19
TFF1	EXPLAINED	2	19
TFF3	EXPLAINED	2	19
PPIA	DRIVER	2	20
SSR1	PHENOTYPE	2	20
STT3A	PHENOTYPE	2	20
SYNJ1	PHENOTYPE	2	20
TFRC	PHENOTYPE	2	20
PPIB	EXPLAINED	2	20
PPP3CA	EXPLAINED	2	20
RPN1	EXPLAINED	2	20
SDC1	EXPLAINED	2	20
TF	EXPLAINED	2	20
THBS2	EXPLAINED	2	20
PSMA2	DRIVER	2	21
YWHAH	PHENOTYPE	2	21
ZWINT	PHENOTYPE	2	21
PSMA5	EXPLAINED	2	21
PTTG1	EXPLAINED	2	21
SNCA	EXPLAINED	2	21
SNCB	EXPLAINED	2	21
UBE2C	EXPLAINED	2	21
UBE2S	EXPLAINED	2	21
PTEN	DRIVER	2	22
SYNJ1	PHENOTYPE	2	22
TFRC	PHENOTYPE	2	22
YWHAH	PHENOTYPE	2	22
SHC1	EXPLAINED	2	22
SPRY2	EXPLAINED	2	22
TF	EXPLAINED	2	22
TFF1	EXPLAINED	2	22
TFF3	EXPLAINED	2	22
RAC1	DRIVER	2	23
RACGAP1	EXPLAINED	2	23
RHOD	EXPLAINED	2	23
RICH2	EXPLAINED	2	23
ROBO1	EXPLAINED	2	23
SRGAP3	EXPLAINED	2	23
TIAM1	EXPLAINED	2	23
TLN2	EXPLAINED	2	23
WASF1	EXPLAINED	2	23
WASF3	EXPLAINED	2	23
RB1	DRIVER	2	24
RBBP8	PHENOTYPE	2	24
ZBTB16	PHENOTYPE	2	24
TOP2A	EXPLAINED	2	24
SEC61G	DRIVER	2	25
SSR1	PHENOTYPE	2	25
STT3A	PHENOTYPE	2	25
CD3G	DRIVER	3	0
IGHM	PHENOTYPE	3	0
IGKC	PHENOTYPE	3	0
MBP	PHENOTYPE	3	0
MOG	PHENOTYPE	3	0
PLP1	PHENOTYPE	3	0
PSMB8	PHENOTYPE	3	0
PSMB9	PHENOTYPE	3	0
TRIM22	PHENOTYPE	3	0
VAV3	PHENOTYPE	3	0
ERBB3	EXPLAINED	3	0
HLA-DMA	EXPLAINED	3	0
HLA-DPB1	EXPLAINED	3	0
HLA-DQA1	EXPLAINED	3	0
HLA-DQB1	EXPLAINED	3	0
HLA-DRA	EXPLAINED	3	0
HLA-F	EXPLAINED	3	0
ICAM3	EXPLAINED	3	0
IGKV1-5	EXPLAINED	3	0
IGLV3-25	EXPLAINED	3	0
IL2RG	EXPLAINED	3	0
ISG20	EXPLAINED	3	0
SYK	EXPLAINED	3	0
UBE2C	EXPLAINED	3	0
CDKN2A	DRIVER	3	1
HDAC1	PHENOTYPE	3	1
MYC	PHENOTYPE	3	1
PIK3R1	PHENOTYPE	3	1
TP53I3	PHENOTYPE	3	1
TRIM22	PHENOTYPE	3	1
VCAN	PHENOTYPE	3	1
TP53	EXPLAINED	3	1
CDKN2B	DRIVER	3	2
MYC	PHENOTYPE	3	2
ELAVL2	DRIVER	3	3
ELAVL4	PHENOTYPE	3	3
FLI1	DRIVER	3	4
FOS	PHENOTYPE	3	4
PLAU	PHENOTYPE	3	4
TP53I3	PHENOTYPE	3	4
TRIM22	PHENOTYPE	3	4
VCAM1	PHENOTYPE	3	4
VCAN	PHENOTYPE	3	4
IGFBP3	EXPLAINED	3	4
MMP1	EXPLAINED	3	4
MMP2	EXPLAINED	3	4
MMP3	EXPLAINED	3	4
MMP7	EXPLAINED	3	4
MMP9	EXPLAINED	3	4
NOX1	EXPLAINED	3	4
PLAUR	EXPLAINED	3	4
PPARG	EXPLAINED	3	4
SALL2	EXPLAINED	3	4
ST14	EXPLAINED	3	4
TGFBR2	EXPLAINED	3	4
THBS1	EXPLAINED	3	4
THBS2	EXPLAINED	3	4
TIMP1	EXPLAINED	3	4
TNFAIP6	EXPLAINED	3	4
TP53	EXPLAINED	3	4
YAP1	EXPLAINED	3	4
IFNA1	DRIVER	3	5
IFNB1	DRIVER	3	6
SEC61G	DRIVER	3	7
SSR1	PHENOTYPE	3	7
STT3A	PHENOTYPE	3	7
TRAM2	PHENOTYPE	3	7
