Genes	TCGA-02-0003-01A	TCGA-02-0033-01A	TCGA-02-0047-01A	TCGA-02-2470-01A	TCGA-02-2483-01A
BAZ1B	0	-1.2737699995998	0	1.23130264866834	1.41764827211163
SLCO2B1	0.99005956052147	0	-0.42584764080859	1.12286656111524	1.2779026493747
ABCD4	0	0.30131498175143	0.26708365240432	0.76839915820783	0.63744782722281
DIMT1L	0	0.76578051626589	0.80104761151831	0.44435475432695	0.88576453220712
SLC25A46	0	0	1.24310719515042	0	0
TEK	0	0	-0.85082372194369	0	-0.41574969337147
LARP7	1.08351188951753	0	0.631408354375735	1.28906154162894	1.51080933177652
CD160	0.85877483160327	1.27578405274493	0	0	0
TERF2IP	-2.676882379208	-5.41667414119682	-3.60358077330983	-1.3309407442898	-1.2597258231846
PHF20	0	-1.35574451885446	0	0.452494892861115	0.651540921465426
COL1A1	3.20449110679609	1.38822437309378	0.9091054017809	1.90074945919665	1.48482747154884
KIAA0090	0	-0.45139441011847	0.6046990826236	0.9437784875467	0.85956645791666
GRK5	0	-0.671129229047399	-0.615059257187149	0	0
GTPBP1	-0.163470674838875	-0.302296545920415	0	0	0
AP1S2	-1.76441144468629	-2.05448965440459	-3.72041723772701	1.21668195896687	0
RAB33B	0	0	0	0.86119814641242	0
CA11	-5.01061185326738	-4.46666872579141	-2.41840320875026	-0.71015384720828	-3.90554220740332
ALDOC	-5.59654722398493	-6.85167756894842	-4.59604644129435	-2.08873093631183	-3.22194378451869
ZNF212	0	0	0	0	0.73357011940727
NUDT1	1.38359067820288	0.734331701680945	0	2.15096606739005	2.9913112467627
ACBD3	0	0	0.946929708109415	1.218761293664	1.43751686670584
ZNF83	1.77746191114736	0	1.6296046674895	0.916221052650904	1.65315764657996
PRDM2	-0.85355361130699	-1.08996957832839	-1.05050919211249	0	0
GDPD5	-0.888276092604515	-0.982091863967285	-0.549360843827005	0	-0.550247687970295
PDCD4	0.547180243612299	-0.448872936571481	0	0.627954598074459	0.66850315291463
CEP350	0	-1.16296334926137	0	0	0.99331967069867
FOXP3	0	0	0.419215339306751	0	0
SMYD3	0	0	0	0	0.890123430983824
CST7	3.13495819685036	1.46153767196434	0	0.425655036198001	0.57195026008715
CIAO1	0	0	0.762211130854525	0.621024030920095	0.624051138687025
SELL	3.73811027596892	1.40713403746813	0	1.01218218203802	0.914999157093825
LGI2	0	0	0	1.12084603026973	0
WDR45	0	-1.50331715275393	0	0	0
ANKRD6	-1.17805736857809	-1.73722335710113	-1.8651650931618	0	0
LTBP4	0.352448492414265	0	0	0	1.31698747378916
PSCD3	0	0	0	0	0
PYY	-0.136054271104515	0.174085327767435	0	-0.207026861226405	-0.259224595845455
KCNC1	-3.00505500939588	-2.79054411263811	-2.74937346566806	-1.27493203275974	-1.88415712232129
SIRT6	-0.42903337831949	0	0.4638226767114	0.5911136732431	0.90187953903528
ARHGEF9	-2.59928499153983	-3.1713998472243	-2.49515525649115	-0.659618524351715	0
CCL19	5.21957078831259	1.96216227046158	0	0	-0.567128441265605
C10orf22	-0.762375850369476	-2.78234512163071	-1.65549834638142	0.560715463865035	0
ABR	-1.71770218624911	-2.08734254346649	-1.87485764468258	0	0
STK17A	1.12334412596948	1.80805003381686	0	2.15995422657574	2.21622934888245
FOXE1	1.84647228136121	0	0	-0.415959267133895	0.504439890718535
CNGA3	0	0	0	2.41325502352539	0
GML	0	0.700059812596166	0	-0.256181871317144	0
CD38	3.83156477731315	2.89409957113673	0	1.26892612569253	0
ZDHHC6	0.788513972970905	0	0.997045888950834	0.995789492530334	0.809999699158195
NEFH	-3.45647033580447	-3.96166378244893	-4.24930688846231	0	-1.40662030321759
CTDSP2	1.10731973273345	-0.543495818751155	0	1.01048377674919	1.47476423558494
PGBD5	-4.44212196569021	-4.88535542865565	-4.51676188516138	-1.64188480689447	-1.47141633678167
ZNF257	0	0	0	0	0
DUSP4	0	0	3.32237467973842	0	1.23866533866432
RMND5B	0	-1.03862369104365	0	0	0
FLJ22167	-1.40678177563917	-0.816256225712835	-0.850513860209755	0.877527903613695	0.839285302058005
EXOSC7	0	0	0	0	1.22449459418987
ROR2	0.32057147154401	0.347180334971831	0	0	0
FOXM1	1.13478062506839	0.484305241656231	1.34894871567295	1.05085320538532	2.29173456083587
ZBTB48	0	-1.08451854746009	0	0.554470161510405	0.611998177674545
BUD31	0	1.68048446342766	1.36754798507021	1.95433496865981	1.94036568476347
MAOA	0.884132787031035	0	-1.60140215314701	0	-0.739369044691025
CCDC41	0.825479898471794	0.715600450883885	1.84493049812352	0.641052066911494	0.770548600868395
TNNT3	0	1.79050114001408	0	-0.67720466631968	-0.65602777668263
FBXO11	0	-1.0265427667909	0	0.49203778046627	1.31602582365305
GYPC	2.20942798203553	0	-1.47885811342807	1.77182085340439	1.35664768990413
PLIN	-0.71679838653277	0	0	0	-0.80276487658065
RFXAP	0	0	0.284717931961625	-0.530703302074776	-0.540174034967356
C6orf15	0	0.30675157109261	0.8373730272502	0	0
RNF4	0	-2.14344378478798	0	0	0
F8A1	-0.469687261120919	-2.77855593717561	-1.91556617372857	0	0
PPP1R3D	0	-0.872113666141504	0	0	-0.549042512277895
GRB2	-0.952787247882405	-2.59665154729914	-1.99043925194139	0	0
TPM3	-1.45229216223172	-0.870263892134835	-0.715193607032975	0	-1.23267979266739
EPB42	0	0	0	0	0
SYT13	-2.10812190803933	-1.90359272491586	2.43018734960747	0	-2.54802912032029
RP5-1077B9.4	0	0	0.412655800072596	0.704877637174276	0.863822335783645
EIF1	0	-0.699660256293201	-0.201189787056402	-0.187930946305601	0
CETN3	0.630062591108705	1.20488244040477	0	1.19157238880908	1.81759632482248
FPGT	0.7579462089548	1.9336303160456	1.79495877506001	2.34034987173818	1.54505722660482
PRY	0	0.79521972637043	0.410251311207579	0	-0.378587665030761
NTHL1	0	0	1.66193515962378	1.26483760107229	1.35665292861206
POLR2B	0	-0.759935481003385	0.437041054185563	-0.283346041080316	0.372602717699714
RPS28	0	0	0.7497307773576	0.6747364900466	1.0548898893887
GDF10	0	0	-0.825670894244255	-0.730291552945835	0
COQ9	-1.38254572945878	-1.22148913652504	2.10910302923646	0	0
P2RX3	-0.17695028294049	0	0	0	0
GCC2	-1.38435041567176	-1.45988862123454	-2.14575446988872	-0.910428880501181	-1.82307931046222
RARRES3	2.58046824179544	4.39186228263771	-1.88060977572803	3.18954600019639	1.03522608936594
PLXNA1	0.492292736794719	-0.826218495755381	-0.81310717290971	0	0
WBP4	-0.712749565568695	-1.30422984989469	-1.19808089352831	0.578588313225245	0.450617215573975
KIAA0100	-0.629004808983801	-2.43019768472915	0.952089478718039	0.571440841081909	0
PMF1	1.11254817114905	0	0	1.57322457241726	2.11166982981857
HS2ST1	0	-0.315785254695276	0.473967324112965	1.78450541488069	1.53757213397475
C8G	0	0	3.1034931167779	0	0
CRELD2	1.2849152239226	-1.87893438092522	2.19619967498819	1.36291150602599	1.01973330428648
CD82	0.97861683616758	0.68132933600846	0.84139159264577	0.94352262789343	0.77272677462651
PMM1	-1.09503824799221	-1.67631506018661	-1.57058049082387	0	0
CBLL1	0.596863830525595	0	0.500868657260464	0.493313997068025	1.85969673888093
SETDB1	0	0.316057867998239	2.40394037026833	0.614658886490879	1.17440047329607
VAX2	-0.390689168580096	0	0	1.04917631613952	2.30526388356847
LRAP	0.40105594188453	1.61538628040354	0	3.82686781225645	1.59482448382543
GCLM	2.67970183617779	-0.33281363088626	2.01232207426074	1.82242045155291	0.59421092472829
CPEB3	-0.48299485444882	0	0.8196573054852	0	0
PPM1A	-0.69650426295674	-0.69617857310007	0	0	0
INTS1	-0.48821462439804	-0.49263333389441	0	0	0.478373568065011
MMP16	-0.43868755315598	0	-0.40779054055988	0	1.93103028571064
CAMTA1	-4.8780454417611	-4.38827234436482	-5.21163835312317	-1.15682429725104	-1.45287058152933
DRD3	0	0	0	0	0
SAMSN1	3.38506982750967	2.92012170858263	-1.46595581292141	3.75449966638372	3.52401906968028
GMPPA	0.94341716604721	0	1.60659156519424	2.32794450049893	1.11157406573696
AIPL1	0	0	0	0	0
PTP4A2	0	-0.56016650410066	-0.5376781164285	0.72801761074844	0
C11orf73	0	1.12783589058176	0	1.39948024851413	2.49674809028997
IL24	0	0	0	0	0
BDKRB1	0	0	1.18129456459455	0	0
HPCA	-5.12724764523877	-4.86421077910031	-5.04065107565771	-1.50217357707933	-5.24607054995224
SEC14L1	0	-2.51618469671038	-2.98068987994576	0	0.981231237373756
MLF1	0	2.56082082409378	0	0.70406665233374	0
CHFR	0.988689012499715	-0.946431407534625	0.594013776440165	0.825859405596785	1.50820212664949
EMILIN1	0.987350489850139	0.290747560639609	0.26124602527694	2.71478252760724	0.276895314864289
NDUFS4	-0.843251553179849	0	0.800495131139151	0	0
ID1	2.5446115024882	1.87799688584379	1.97485342322142	0	2.12039092205144
THADA	1.03855134664949	0.433468165776595	1.60830735513531	1.73870823175584	1.74572004863666
TAF12	1.55381463808452	1.12930141289768	1.16929957310033	1.45461157814444	1.54270647635955
PIK3CB	0	-0.47566924069079	0	0	0
COL18A1	1.31872040897804	0	-0.62433028538303	1.72607168149706	2.44370972975209
PDZD3	0.475970185018361	1.29606985241196	0	0	0
TBC1D17	0	-1.25292653934746	0	0	0
COX8A	0	-0.578547571052301	0.634410872741299	0	0
CDCA4	1.22229705458029	0.716882014608681	1.07324956626399	1.25961904428054	2.7652083792869
C2orf44	0	0	0	0	1.21110491854176
C9orf16	-1.98380436239194	-3.43377386223908	-2.98818149346016	0	0
ERBB2IP	0	0	0	1.95761711651255	1.68308013155023
FUS	1.43321315537973	-0.8737578074481	1.01248051858809	0	1.30047436033209
EMX2	-4.05331144119056	-3.37038468995582	-3.83570301164957	0	-3.73141385679446
NIPSNAP3B	-1.13027964810539	-0.81850108856134	-1.09467983745966	-0.56443976225498	-1.27620587477934
TF	-7.2371775463533	-6.88824445108808	0	0	-3.56318735726526
CXorf56	0	-0.55498147808443	-0.83415863547061	0	0
CLCN4	-2.06365447688141	-1.87992686076206	-1.9033000060428	-0.84981952302369	-1.29503275856928
PWP2	0	-1.34037570466119	-0.604189907106835	0.772596020675615	1.66612800504906
MMP15	-0.78746932575387	0	0.779844085030479	0	0.66786903184988
NPR1	0	0	0	-0.501430842115446	0
ELAC2	0	0	0.35941544113876	0	0
MTMR14	0.588576741542079	-0.655160010942401	0	0.61875133147911	0.612653068934179
DNAL4	-1.78573842231041	-2.29893948531684	-1.2130671939775	-0.829625504521754	-0.992901049274865
ASS1	0	0	1.99326349109698	0	-1.56996253594522
IPP	0	0.29310164551308	0.38216197005312	1.62875164121189	0.81351005726245
TMEM59	0.58536003026666	1.17791061057056	1.30330696563216	0.32381033021526	0
POLR2J	0	0	0	0.579212518457105	0
SEC23IP	0.48486500450146	0	1.02538661156273	1.42513102414187	0.96608209833818
RGS4	-5.86459088773843	-5.6947382250991	-6.15227649874127	-2.44254130930602	-5.52256709298209
UQCRC1	-1.15449030694683	-1.93958577438762	1.21711495141955	0	0
SNX6	0.791335726553135	0.730275710736475	0.764714919939415	1.84700084274359	1.57506444779937
DDX18	1.00664147460308	1.02089905329122	1.41207793594119	1.16160171444334	1.69988343391523
POLG	0	0	1.05715529496841	0	0
ADAM23	0	-0.983659888985571	-1.76191768221367	0	-1.19020273765069
ZNHIT2	-0.32188017047619	-0.33026496749428	0	0	0
TFR2	-0.62175053154648	-0.5432536842218	-0.545012479900571	0.7261489077796	0
NCDN	-2.04751622089016	-2.07436804993432	-1.80364196803963	-0.730445499109675	-1.71319368717038
RAG1	0	0.49931167331658	0	0	0
POMT1	-0.966264848709691	-2.00589394398322	-0.445131853161371	-0.440317173436401	1.18741323909895
CYP1A1	0	0.430800669998285	0.523321845540435	-0.524007016959495	-0.452091633865175
SNAPC1	0	1.14794353063222	0	2.21566495460079	1.91020369496868
GNA11	-0.959526692374914	-1.90587038587196	-0.617391673848925	0	0.778404480852456
CCDC52	0	0	0	0	0
CAPN1	0.752918936731681	0.39817046917274	0	1.39529452385822	0.57962332103411
DDHD2	-1.73611656978558	-3.93252844008859	-3.02664391995309	-1.33951000518847	-1.29946670892613
UPF3A	0	-1.5686422252471	-0.706451931609515	0	1.11605191072776
LAGE3	-1.01792271263809	-1.11112187967967	-0.504469605213025	0.501808648472105	0
GNRHR	0	0	0	-0.236728323066365	-0.173131887633015
UNC13B	0	-1.53756968999368	0	0.90076285074912	0
TTLL4	0.708985878082665	0.512255601431235	0	1.62506248746949	1.23403090875999
PPBP	0	1.34090505704998	0	0	3.94474176400484
HTR3A	0	0	0.458020099382	-0.37403032695847	-0.42005556834196
SDC2	0	0	0	1.62264669027764	0
ANKRD49	1.18598313686337	2.28065226712482	1.46160264639825	1.14746495516789	1.46239379209409
BTF3	0.7215847311479	0.345567281476701	0.8951610431081	0.32868972432	0.9708166170106
COX7A2	0	0	0.871075796525	0	0
SARS	-0.83745514759034	-1.19463731329445	-0.302286893875952	-0.634322200804322	0
C13orf18	0	0	-1.23587372025186	2.20383696251689	0.91458241772802
CACNB1	-1.01448937617248	-0.97700694068135	-0.90793496467382	-0.77388939760757	-1.28598202883623
SETMAR	0	0.903502052925355	-1.06926443797619	0.673514982202995	1.16336026656981
QKI	-0.452885362606041	-0.976383380134751	-2.92409464993033	1.32422056842181	1.75796876907113
LAMB4	0	0	0	0	0
EML3	0.58631459636412	0	0	1.10964087137501	0.99770205273822
MAN2B1	2.68731135237646	0	1.4758597054449	2.99249690335447	2.57415987673472
ACADL	0	0	0.999911147480585	0	-0.371462895116485
OFD1	1.77244811439726	0	0	0	0.80914833165364
CGA	0	0.79956628655872	9.0978457221748	0	-0.28782547157767
EIF3EIP	0.23266605519315	-1.39267578677641	0.30229256728845	0	0.89736349086075
PEX16	0	-0.374333712628415	0	0.498586020187435	0
GNG12	1.35515463160736	2.55957500715204	1.44532432136444	1.97503414381904	1.33742001382572
HABP4	-2.91240796256429	-2.98334235618318	-3.19711445148288	-1.30195422232482	-1.37692730650836
CNTN2	-1.02378349895425	-0.917695284700055	-1.09654480408488	2.03569562130774	-1.48298475082848
ASNSD1	-0.601464253023464	0.663851106175255	-0.511025311876085	0.706274149799015	1.41317564529015
FUT4	0.493493134103749	0.57520602639372	0	0.38436478590723	0.66137766940864
DBH	0	0	0	0	0
CD53	3.03343868856224	1.72098262898303	-3.09664363561315	1.99223822370344	1.54071487931757
HIST1H2BJ	0	0	0	0	0
TFAP2B	0.473509302035825	0	0	0	0
ACF	0	0.322352297665424	1.19582288269701	0	0
TMEM11	0	-0.810492702925575	0.905589470779045	0.719728538685425	1.47818836269675
CDH8	-1.26873009413231	-0.932724408864161	-0.92070882704757	0	-1.37348830885499
C3orf32	0	0	0	-0.366820419137416	-0.400442756305206
AGPS	1.11251863773037	0.751266019926405	0.920056381936735	0.735637586657735	1.11129535748702
C4orf18	0	0	0.370625945916135	0	-0.713694038135895
PCCB	0	0	1.58855067194814	1.06008309868741	1.19289412724624
IPO13	-1.35035185717815	-1.50870609714093	-0.912299673781221	0.577028753182799	-0.395669508424421
PECI	0	0	1.12412126374881	1.5965997873785	1.38443993285811
UNG	0.779325814355431	-0.820593199541629	0.532056409722991	1.33564184019021	1.78830293795395
C6orf105	0	1.04889883466918	0	0	0
GSTP1	1.96846438082346	1.60034702078532	-1.82463214696822	1.45120645342621	0
SUV420H1	0	-1.91289001800267	0	0	1.02202275804002
LTBR	1.83288912685552	0	1.91031703053958	1.4292664852759	0.752406660159745
ARHGAP15	2.51306469115365	2.21931226234586	-0.4656447394096	1.43369269669958	1.23898661820541
TDRKH	-0.36683742813649	0	0	0	0
PSG4	0	1.20828801515546	6.73220860713814	0	0
SLC9A3R1	1.08850939258143	-0.38742892148888	-1.24220049766002	0.42623791805555	-0.42815155910026
SLC9A3	0	0.544391151306096	0	-0.420793483133305	0
NBPF3	0	-1.36347768495307	0	0	0
OSBP	0.968982103056475	-0.583895139938365	0.863170136448715	0	0.671124582566715
PRR5	0	-0.7489960445643	-0.693692661179449	0.88464119890327	0
CHMP7	0	-1.53734420484909	0	0.711374813715775	0.829466922260245
FKBP4	-0.49472150794544	-1.14939317681547	1.20408186720037	0	0.57822462049724
ADRA1A	-0.248932606448155	0	0	-0.275605625944695	-0.407834472088595
ASAH1	0.761591583110816	0.991826461778064	0.678424227467445	0.433225029379765	0.817565336884035
ZNF350	-0.336103812806225	-0.170248831872806	0	0.458984151283914	0.973423842059364
DOM3Z	0	-0.65560799053495	0.74436124858883	0.447633868422201	0.51181083797565
GIPR	0	0	0	-0.411517185586326	-0.311620801273156
BST1	0.6923515432142	1.17489198566387	0	0.55594368448394	0
AHI1	-1.24738643110438	-0.976480125966955	-1.09065874685454	0	-1.02579209113515
NCR2	0	0.675702094438026	0.169979965684015	-0.219279515716515	-0.186822087173795
NADSYN1	0	0	1.8271521445763	1.18050444499767	0.772474831940039
UBE2W	-1.42523071911004	0	0	0.760048989072125	0.669530615148444
RGS14	-0.37741040632196	0	0	-0.62104734849742	-0.90964368650046
KRT15	4.9571337489961	3.79643063142471	0	0	0
SCN11A	0.376634340048305	0.989047325413655	0	0	0
GFI1	1.05203488787133	0	0	0	0
FHL1	-0.90514945902338	-2.57331345655198	-3.83617900297523	0	0.792458806939001
GATA1	0	0	0	0	0
OSGEP	0	0	0	1.28584214974338	1.17826845703284
SMC6	1.56661221787196	0.481220641746055	1.76163638631963	0.410028620177175	1.38181763087582
ARMC6	0	-0.62341188570663	0	0	0.561029791747281
PSMD5	-0.997986832258195	-0.890021095918155	0.518857052589225	0.632909711168716	0
HK3	1.45652416353457	0.7523469268834	0	0.91402600980212	0
RSU1	1.0654304231677	0	0	2.67658205075129	2.162447232746
RPL4	0.8785840892593	0	1.3078526850502	0	0.8850334765821
MAD2L1	3.25791251235536	2.95819094632251	2.27634271675845	2.69963497860309	4.43315527509301
EIF4A3	0.901084558377066	0.431641734452185	0.544385957138095	0.692339990232195	1.25505210776801
RBPMS	1.30697514911308	0.661108822733305	0.660419277414276	1.5099453394136	0.767133155951325
E4F1	0	-0.56864093314752	0	0	0
DLEC1	0.298422353043875	0.358089500384575	0	0	-0.312653128694645
PRPF3	0.856011938027974	0	2.37896755781867	0	1.34621574443697
EMR1	0.23888614120842	0.65837579606426	-0.40287849466144	0.97343222472222	0.605998960564611
CHMP2B	0	0.70148485002586	0.568538385967129	0.591824464915899	0.671862646771189
RPS21	0.768153797264935	0	4.22480878275777	0	1.50701007735458
CAMSAP1	-1.10841041000142	-1.39176888393543	-0.999191892055966	-0.963307146527955	1.21929575514133
XCR1	0	0.814625320714526	0	0	0
ARID5A	0	0	0.521937012182219	1.286448180131	0.67720780761134
RBM6	0.563554459773255	-1.54516852390721	0	0	0.885484957466665
UBE2N	-0.659970615991035	0	-0.711116209579705	0	0
KLF4	0	0	1.22340712530252	0	0
MGC4172	-1.01349908352892	-2.0989139891009	0.71237348800188	0	-0.517458161576149
LMO4	-1.82127919958636	-2.35800882406135	-3.79513284963327	-0.684191397382561	-0.888491899785411
KLKB1	0	0	0	-0.291302242931785	-0.324134057793155
HDAC3	1.03488521852435	0	0	1.32248243950796	1.46982411758662
SCHIP1	-2.9114367614049	-2.41202571630763	-4.44036726579877	0	0.8458973941429
HP	3.26186530149467	1.20167232722627	0	3.59397895977417	-0.675722123677255
BTK	1.96469885529383	1.31776791166154	0	0.987506061883505	0
KRCC1	1.16662532580349	2.75308100275991	1.54860766900694	2.03942329955498	2.1818860818409
PRND	0	0	0	0	0.64371185390215
C6orf27	0	0	0	-0.59389072636321	-0.63229749746912
PIGL	0	0.545592415515305	0.509116359080585	0	0.587755578394215
CLCA1	0	0.342366155603851	0	0	0
