SAMPLE_ID	DRIVER	IMPACT_SCORE	IS_DEREGULATED	MODULE_SIZE	NUM_DRIVERS
11	TP53	476.168	0	113	5
11	KIT	476.168	1	113	5
12	PCDH11Y	18.697	0	5	1
12	PRKY	343.722	0	83	2
12	TP53	343.722	0	83	2
13	TP53	191.654	0	52	1
14	CDKN2A	349.473	0	78	2
14	PTEN	349.473	0	78	2
15	ANK1	436.264	0	103	9
15	COL6A2	436.264	0	103	9
15	EP300	436.264	0	103	9
15	FGFR4	436.264	0	103	9
15	HLA-DRB1	436.264	1	103	9
15	PIK3R1	436.264	0	103	9
15	SMAD4	436.264	0	103	9
15	TEK	436.264	0	103	9
15	NF1	436.264	0	103	9
15	KCNG1	6.273	0	2	1
16	CDKN1B	311.328	0	73	5
16	PIK3CA	311.328	0	73	5
16	RB1	311.328	0	73	5
16	TP53	311.328	0	73	5
16	FGFR2	311.328	0	73	5
16	ITGA7	13.593	0	3	1
17	HLA-DRB1	19.061	0	4	1
17	PCDH11Y	16.765	0	4	1
17	PRKY	616.760	0	162	2
17	TP53	616.760	0	162	2
18	EGFR	507.952	0	115	4
18	HLA-DRB1	507.952	1	115	4
18	PPYR1	507.952	0	115	4
18	PTEN	507.952	1	115	4
19	CD3G	7.424	0	2	1
19	CDKN2A	856.831	0	203	7
19	CHEK1	856.831	0	203	7
19	COL1A1	856.831	1	203	7
19	EGFR	856.831	0	203	7
19	PIK3C2B	856.831	0	203	7
19	POU2F1	856.831	0	203	7
19	NTRK3	856.831	1	203	7
20	CD3G	565.334	0	140	7
20	CDK4	565.334	1	140	7
20	EGFR	565.334	0	140	7
20	PRKY	565.334	0	140	7
20	SEC61G	565.334	0	140	7
20	TP53	565.334	0	140	7
20	TBL1Y	565.334	0	140	7
20	PCDH11Y	16.947	0	4	1
21	CELSR1	17.693	0	4	2
21	PCDHGC5	17.693	0	4	2
21	CREBBP	276.521	0	64	6
21	LAMA2	276.521	0	64	6
21	PDGFRA	276.521	1	64	6
21	PIK3CA	276.521	0	64	6
21	RYR2	276.521	0	64	6
21	PLG	276.521	0	64	6
22	CCT6A	279.503	1	78	6
22	CDK6	279.503	0	78	6
22	CDKN2A	279.503	0	78	6
22	TP53	279.503	0	78	6
22	PIK3R1	279.503	0	78	6
22	FLT1	279.503	0	78	6
22	PCDH11Y	3.587	0	1	1
22	PRKY	8.924	0	3	1
22	SEC61G	6.593	1	2	1
23	MDM2	19.559	0	3	1
23	PTEN	350.060	0	81	2
23	RB1	350.060	0	81	2
24	CD3G	11.907	0	3	1
24	EGFR	283.097	0	63	2
24	TP53	283.097	0	63	2
26	TP53	366.674	0	87	1
27	ADCY6	5.973	0	2	1
27	CACNB3	1152.509	0	296	11
27	CDK4	1152.509	0	296	11
27	COL2A1	1152.509	0	296	11
27	ERBB3	1152.509	0	296	11
27	FGFR1	1152.509	0	296	11
27	FRS2	1152.509	0	296	11
27	GLI1	1152.509	0	296	11
27	IFNG	1152.509	0	296	11
27	ITGA7	1152.509	0	296	11
27	LRP1	1152.509	0	296	11
27	STAT6	1152.509	0	296	11
27	CCT2	41.492	0	10	3
27	DCTN2	41.492	0	10	3
27	KIF5A	41.492	1	10	3
27	CNOT2	10.032	0	3	1
27	MDM2	15.262	0	3	1
27	PPP1R1A	6.817	1	2	1
28	ANK2	116.412	0	25	1
28	ELAVL2	5.988	0	1	1
29	PIK3R1	274.403	0	66	1
30	CALML5	315.407	0	81	9
30	PPP2R5D	315.407	0	81	9
30	PRKCQ	315.407	0	81	9
30	CEP135	315.407	1	81	9
30	ITGA8	315.407	0	81	9
30	ITGB1	315.407	0	81	9
30	ERBB2	315.407	0	81	9
30	KDR	315.407	0	81	9
30	KIT	315.407	0	81	9
30	CUGBP2	5.045	0	1	1
30	EPC1	4.097	0	1	1
30	IGFBP7	12.483	0	3	1
30	PCDH9	18.669	1	6	1
31	HSPA8	5.832	0	2	1
31	PCDH11Y	7.278	0	2	1
31	PRKY	10.193	0	3	1
32	CACNA1H	6.203	0	2	1
32	CDKN2A	389.288	0	104	7
32	MDM2	389.288	1	104	7
32	MDM4	389.288	1	104	7
32	RABIF	389.288	0	104	7
32	PIK3C2B	389.288	0	104	7
32	TEK	389.288	0	104	7
32	MYOG	389.288	0	104	7
32	ELAVL2	3.228	0	1	1
32	SEC61G	14.808	1	5	1
33	CDK4	366.424	1	96	4
33	PIK3R1	366.424	0	96	4
33	TP53	366.424	0	96	4
33	KIT	366.424	1	96	4
33	HLA-A	6.801	0	2	1
34	CHEK2	381.921	0	102	7
34	HLA-DRB1	381.921	1	102	7
34	TP53	381.921	0	102	7
34	PRKY	381.921	0	102	7
34	PTEN	381.921	0	102	7
34	NF1	381.921	0	102	7
34	TBL1Y	381.921	0	102	7
34	PCDH11Y	12.411	0	3	1
35	CDH20	11.136	0	3	1
35	HLA-DRB1	15.734	1	4	1
35	PTEN	131.588	0	30	2
35	RB1	131.588	0	30	2
36	CACNA1H	2.994	0	1	1
36	ERBB2	53.384	0	16	2
36	TP53	53.384	0	16	2
37	ANK1	6.610	0	2	1
37	BCR	374.972	0	106	18
37	CBL	374.972	0	106	18
37	CDKN2A	374.972	0	106	18
37	MAPK13	374.972	0	106	18
37	PGR	374.972	0	106	18
37	TP53	374.972	0	106	18
37	MSH6	374.972	0	106	18
37	ERBB3	374.972	1	106	18
37	ITGB3	374.972	0	106	18
37	COL1A1	374.972	0	106	18
37	COL6A2	374.972	0	106	18
37	FN1	374.972	0	106	18
37	NOS3	374.972	0	106	18
37	GLI3	374.972	0	106	18
37	PDGFRB	374.972	0	106	18
37	PRKCA	374.972	0	106	18
37	TNC	374.972	1	106	18
37	KIT	374.972	0	106	18
37	ELAVL2	3.205	0	1	1
37	PCDH24	3.665	0	1	1
38	CHL1	5.879	1	2	1
38	TP53	81.361	0	23	1
39	HLA-DRB1	108.536	1	25	1
40	CDKN2A	40.171	0	13	1
40	NF1	2.831	0	1	1
41	CDKN2A	282.701	0	85	5
41	EGFR	282.701	1	85	5
41	ERBB2	282.701	0	85	5
41	PIK3R1	282.701	0	85	5
41	TP53	282.701	0	85	5
42	CCT2	33.404	0	10	2
42	DCTN2	33.404	1	10	2
42	CDK4	347.211	1	93	6
42	IFNG	347.211	0	93	6
42	PTEN	347.211	0	93	6
42	RPN1	347.211	1	93	6
42	NBN	347.211	0	93	6
42	HLA-DRB1	347.211	0	93	6
43	BCR	304.079	0	80	5
43	FRS2	304.079	1	80	5
43	PRSS2	304.079	0	80	5
43	CDK4	304.079	1	80	5
43	CD3G	304.079	0	80	5
43	CCT2	17.780	1	5	1
43	MDM2	9.039	1	3	1
44	HLA-DRB1	11.745	0	4	1
45	ERBB2	263.141	0	64	2
45	NF1	263.141	0	64	2
45	PRKDC	3.082	0	1	1
46	ERBB2	238.896	0	66	4
46	PTEN	238.896	0	66	4
46	PRKDC	238.896	0	66	4
46	HLA-DRB1	238.896	0	66	4
47	ATM	401.402	0	103	18
47	CDKN2A	401.402	0	103	18
47	PRKDC	401.402	0	103	18
47	TP53	401.402	1	103	18
47	CHL1	401.402	1	103	18
47	MET	401.402	0	103	18
47	NOS3	401.402	0	103	18
47	PIK3CG	401.402	0	103	18
47	PIK3R1	401.402	0	103	18
47	VAV2	401.402	0	103	18
47	EP300	401.402	0	103	18
47	COL6A3	401.402	0	103	18
47	FBLN1	401.402	0	103	18
47	FN1	401.402	0	103	18
47	FGFR4	401.402	0	103	18
47	KALRN	401.402	0	103	18
47	PDGFRB	401.402	0	103	18
47	MSH6	401.402	0	103	18
48	CACNA1H	2.522	0	1	1
48	CDKN2A	2.626	0	1	1
48	ERBB2	119.744	0	34	1
49	CDKN2A	20.524	0	7	2
49	MELK	20.524	1	7	2
49	PTEN	7.489	0	2	1
50	ATRX	316.228	0	87	4
50	CDKN2A	316.228	0	87	4
50	TP53	316.228	1	87	4
50	PIK3CD	316.228	1	87	4
50	PCDH11Y	9.463	0	3	1
50	PRKY	3.180	0	1	1
50	RALGDS	2.630	0	1	1
50	TRPV6	2.684	0	1	1
51	CCT6A	9.585	1	2	1
51	CDK4	471.632	1	140	10
51	DDIT3	471.632	1	140	10
51	IKZF1	471.632	0	140	10
51	PIK3CA	471.632	0	140	10
51	TP53	471.632	1	140	10
51	EGFR	471.632	1	140	10
51	ITGAM	471.632	0	140	10
51	GRB10	471.632	0	140	10
51	KIT	471.632	1	140	10
51	GLI1	471.632	1	140	10
51	PHKG1	5.156	1	2	1
51	SEC61G	9.181	1	3	1
52	ATR	3.822	0	1	1
52	CDKN2A	570.986	0	157	4
52	GABRA6	570.986	0	157	4
52	HLA-DRB1	570.986	1	157	4
52	LRP2	570.986	0	157	4
52	MCM7	5.543	0	2	1
52	SEC61G	19.557	1	6	1
53	CDKN2A	329.222	0	90	5
53	EGFR	329.222	1	90	5
53	EZR	329.222	0	90	5
53	TTN	329.222	0	90	5
53	LRP1	329.222	0	90	5
53	KCNB2	5.539	0	2	1
53	PCDHB4	10.755	0	3	1
53	RYR2	29.418	1	9	1
54	CACNA1S	5.964	0	2	1
54	PCDH11Y	7.764	0	2	1
54	PRKY	10.572	0	3	1
54	PTEN	113.089	0	27	3
54	PTPN6	113.089	0	27	3
54	RIMS2	113.089	1	27	3
54	RNF8	8.789	0	3	1
54	SMARCA2	10.323	0	3	1
54	VCAN	89.130	1	22	1
55	CDH23	258.761	0	66	7
55	EGFR	258.761	1	66	7
55	KDR	258.761	0	66	7
55	PTEN	258.761	0	66	7
55	CTNNB1	258.761	0	66	7
55	HLA-DRB1	258.761	0	66	7
55	NFATC1	258.761	0	66	7
55	RYR2	31.771	1	10	1
55	ZNF274	2.947	0	1	1
56	COL1A2	2.707	0	1	1
56	HLA-DRB1	2.841	0	1	1
56	PCDH11Y	3.766	0	1	2
56	PCDH9	3.766	0	1	2
56	PLCG2	27.118	0	9	3
56	PRKY	27.118	0	9	3
56	RYR3	27.118	0	9	3
57	CDKN2A	2.504	0	1	1
57	EGFR	75.007	1	22	1
57	ELAVL2	3.760	0	1	1
57	HLA-DRB1	9.653	0	3	1
58	ATN1	3.973	0	1	1
58	CD79B	25.340	0	8	1
58	KALRN	265.112	0	71	5
58	KDR	265.112	0	71	5
58	PIK3R1	265.112	0	71	5
58	TP53	265.112	0	71	5
58	TCF12	265.112	0	71	5
58	PCDH11Y	8.605	0	3	3
58	PCDHAC2	8.605	0	3	3
58	PCDHGC5	8.605	0	3	3
58	PRKY	3.130	0	1	1
59	ATRX	366.897	0	99	11
59	CDK4	366.897	1	99	11
59	MAPK13	366.897	0	99	11
59	MDM4	366.897	0	99	11
59	PIK3R1	366.897	0	99	11
59	PSMB8	366.897	1	99	11
59	RNF8	366.897	0	99	11
59	SRPK1	366.897	1	99	11
59	TP53	366.897	0	99	11
59	CEP250	366.897	0	99	11
59	SLC26A8	366.897	0	99	11
59	GLI1	3.707	0	1	1
59	PCDHAC2	6.993	0	2	1
60	CACNA1E	495.686	0	122	3
60	TP53	495.686	0	122	3
60	TTN	495.686	0	122	3
61	EGFR	53.004	1	16	1
61	NLRP12	3.587	0	1	1
61	PSMA5	3.528	0	1	1
62	CDKN2A	3.530	0	1	1
62	EGFR	139.574	1	42	2
62	PIK3R1	139.574	0	42	2
62	HLA-DRB1	12.060	0	3	1
62	PCDHA10	3.377	0	1	2
62	PCDHA8	3.377	0	1	2
63	DOCK2	2.520	0	1	1
63	EGFR	200.747	0	45	4
63	ITGAM	200.747	0	45	4
63	LAMA5	200.747	0	45	4
63	NOS1	200.747	0	45	4
63	KCNG1	5.356	0	2	2
63	KCNV1	5.356	1	2	2
63	PIK3C2G	4.793	0	1	1
63	SEC61G	5.673	1	2	1
64	CCT2	15.139	0	5	1
64	FRS2	98.377	0	28	2
64	PTEN	98.377	0	28	2
65	HLA-DRB1	321.920	1	75	1
66	KIFC3	8.727	0	2	1
66	RB1	14.652	0	4	1
66	SLC18A2	101.887	0	24	1
67	HLA-DRB1	78.874	0	22	1
68	COL6A2	17.232	0	5	3
68	ITGA4	17.232	0	5	3
68	EGFR	17.232	0	5	3
69	CDKN2A	5.671	0	2	1
69	EGFR	261.048	1	63	3
69	KIT	261.048	0	63	3
69	PIK3C2B	261.048	1	63	3
69	PCDHA10	4.414	0	1	1
70	CDK4	279.769	1	72	10
70	CDKN2A	279.769	0	72	10
70	CHEK1	279.769	0	72	10
70	PRKCD	279.769	0	72	10
70	EGFR	279.769	1	72	10
70	LAMA2	279.769	1	72	10
70	GABRA1	279.769	1	72	10
70	RYR2	279.769	1	72	10
70	SLC6A3	279.769	0	72	10
70	PIK3C2G	279.769	0	72	10
70	DCTN2	24.981	0	7	2
70	KIF5A	24.981	1	7	2
70	FAT2	4.276	0	1	3
70	PCDH15	4.276	0	1	3
70	PCDHAC2	4.276	0	1	3
70	SCML2	2.819	0	1	1
70	TAP1	47.304	1	15	1
72	AKT1	280.778	1	67	3
72	EGFR	280.778	1	67	3
72	CDKN2A	280.778	0	67	3
72	HLA-DRB1	14.540	0	4	1
73	CACNA1I	221.057	0	53	5
73	EGFR	221.057	1	53	5
73	FRS2	221.057	1	53	5
73	RAB3GAP2	221.057	0	53	5
73	RYR3	221.057	0	53	5
73	CCT2	60.202	1	17	4
73	CDK4	60.202	1	17	4
73	CDKN2A	60.202	0	17	4
73	NEK2	60.202	0	17	4
73	PCDHGC5	9.022	0	2	1
74	ANK3	6.121	1	2	1
74	CDKN2A	294.257	0	77	7
74	CREBBP	294.257	0	77	7
74	EGFR	294.257	1	77	7
74	LRP1	294.257	0	77	7
74	PRKY	294.257	0	77	7
74	DOCK2	294.257	0	77	7
74	PIK3C2G	294.257	0	77	7
74	KLC2	18.525	0	5	1
74	PCDH11Y	6.827	0	2	2
74	PCDHGC5	6.827	0	2	2
75	AKAP8	4.013	0	1	1
75	CDKN2A	282.907	0	67	5
75	EGFR	282.907	0	67	5
75	KDR	282.907	1	67	5
75	PTEN	282.907	0	67	5
75	KIT	282.907	0	67	5
75	MYF5	14.208	0	4	1
75	PCDHGC5	9.334	0	2	1
75	PPP3CB	3.797	0	1	1
75	PRKCQ	2.625	0	1	1
75	SEC61G	7.989	1	3	1
76	CDKN2A	63.642	0	19	1
76	EGFR	207.596	0	55	1
76	TUBGCP5	9.415	0	3	1
77	DNAH9	314.797	0	83	7
77	EGFR	314.797	1	83	7
77	IGF1R	314.797	0	83	7
77	MDM4	314.797	1	83	7
77	PIK3C2B	314.797	1	83	7
77	PTEN	314.797	0	83	7
77	RYR2	314.797	1	83	7
78	CDKN2A	222.797	0	61	3
78	EGFR	222.797	1	61	3
78	LAMB1	222.797	0	61	3
78	PCDHGC5	4.122	0	1	1
79	COL4A5	108.858	0	30	4
79	PTEN	108.858	0	30	4
79	RASGRF1	108.858	0	30	4
79	PIK3CA	108.858	0	30	4
79	MYOD1	3.186	0	1	1
79	PCDH11Y	4.002	0	1	1
79	PRKY	5.481	0	2	1
81	COL4A1	68.696	1	19	3
81	PTEN	68.696	0	19	3
81	FGFR3	68.696	0	19	3
81	LRP8	18.469	0	6	1
81	PCDHAC2	2.658	0	1	3
81	PCDHB13	2.658	0	1	3
81	SVEP1	2.658	0	1	3
81	RBBP4	3.039	0	1	1
82	ELAVL2	5.489	0	1	1
82	FAT2	10.144	0	3	1
82	GRB10	137.656	0	40	2
82	IL7	137.656	0	40	2
82	MED13	5.603	0	2	1
83	CDKN2A	181.269	0	51	6
83	PTPN11	181.269	0	51	6
83	COL6A3	181.269	0	51	6
83	PIK3CA	181.269	0	51	6
83	NOS3	181.269	0	51	6
83	RIMS2	181.269	1	51	6
84	ANK1	310.591	0	86	28
84	BTRC	310.591	0	86	28
84	CDK4	310.591	1	86	28
84	CDKN2A	310.591	0	86	28
84	DNMBP	310.591	0	86	28
84	ERBB3	310.591	0	86	28
84	ITGB1	310.591	0	86	28
84	LAMC3	310.591	0	86	28
84	LRP1	310.591	0	86	28
84	MAPK8	310.591	0	86	28
84	PTEN	310.591	0	86	28
84	RIMS2	310.591	1	86	28
84	SLC18A2	310.591	0	86	28
84	VLDLR	310.591	0	86	28
84	DNAH9	310.591	0	86	28
84	FAS	310.591	0	86	28
84	PIK3CG	310.591	0	86	28
84	SMC3	310.591	0	86	28
84	PLAU	310.591	0	86	28
84	FGFR2	310.591	0	86	28
84	FLT1	310.591	0	86	28
84	GRK5	310.591	0	86	28
84	IFNG	310.591	0	86	28
84	JAK2	310.591	0	86	28
84	STAT6	310.591	0	86	28
84	MDM2	310.591	1	86	28
84	EPC1	310.591	0	86	28
84	SMARCA2	310.591	0	86	28
84	CDH23	4.052	0	1	2
84	CDH9	4.052	0	1	2
84	DDIT3	9.011	1	2	1
84	KCNV2	5.078	0	2	1
84	PSIP1	5.394	0	2	1
85	ADAM12	389.662	0	107	31
85	BTRC	389.662	0	107	31
85	CDC2	389.662	1	107	31
85	CDK4	389.662	1	107	31
85	MDM2	389.662	1	107	31
85	ZWINT	389.662	1	107	31
85	DNMBP	389.662	0	107	31
85	EGFR	389.662	0	107	31
85	FGFR2	389.662	0	107	31
85	ITGA8	389.662	0	107	31
85	ITGB1	389.662	0	107	31
85	LAMA3	389.662	0	107	31
85	NOS3	389.662	0	107	31
85	PDGFRA	389.662	1	107	31
85	PTEN	389.662	0	107	31
85	SLC18A2	389.662	0	107	31
85	IGFBP7	389.662	0	107	31
85	PLAU	389.662	0	107	31
85	VAV2	389.662	0	107	31
85	MAPK8	389.662	0	107	31
85	PRKCQ	389.662	0	107	31
85	SMC3	389.662	0	107	31
85	EPC1	389.662	0	107	31
85	IFNG	389.662	0	107	31
85	CALML5	389.662	0	107	31
85	KIT	389.662	0	107	31
85	PRKG1	389.662	0	107	31
85	CEP135	389.662	0	107	31
85	DCTN2	389.662	1	107	31
85	KIF5A	389.662	0	107	31
85	GRK5	389.662	0	107	31
85	CDH23	4.089	0	1	3
85	PCDH15	4.089	0	1	3
85	PCDHGC5	4.089	0	1	3
85	PPP3CB	3.205	0	1	1
86	KCNV2	341.349	0	81	6
86	NF1	341.349	0	81	6
86	PIK3CG	341.349	0	81	6
86	PRKY	341.349	0	81	6
86	PTEN	341.349	0	81	6
86	RB1	341.349	0	81	6
86	PCDH11Y	19.064	0	5	1
87	CDH17	7.092	0	2	1
87	CDK4	59.520	1	16	2
87	CDKN2A	59.520	0	16	2
88	CHP2	3.358	0	1	1
88	FLNC	281.951	0	77	8
88	HLA-A	281.951	0	77	8
88	MET	281.951	0	77	8
88	TP53	281.951	0	77	8
88	RB1	281.951	0	77	8
88	NOD1	281.951	0	77	8
88	PIK3CG	281.951	0	77	8
88	PTEN	281.951	0	77	8
88	GNAT3	4.248	0	1	1
88	PCDHGC5	4.159	0	1	1
88	PHKG1	4.035	0	1	1
88	TSGA14	3.650	0	1	1
89	CACNA1I	217.878	0	59	10
89	CDKN2A	217.878	0	59	10
89	MCM5	217.878	0	59	10
89	EP300	217.878	0	59	10
89	EGFR	217.878	1	59	10
89	LAMB4	217.878	0	59	10
89	MLLT4	217.878	0	59	10
89	PRKCB	217.878	0	59	10
89	STAT1	217.878	0	59	10
89	YWHAH	217.878	1	59	10
89	CELSR1	3.561	0	1	1
89	PPARA	2.818	0	1	1
89	SFI1	6.804	0	2	1
90	CCT2	25.954	1	6	1
90	CNOT2	12.849	1	3	1
90	FRS2	166.670	1	40	5
90	PRKY	166.670	0	40	5
90	PTEN	166.670	0	40	5
90	IFNG	166.670	0	40	5
90	RAN	166.670	0	40	5
90	FZD10	24.375	0	6	1
90	MDM2	5.933	1	2	1
90	PCDH11Y	4.246	0	1	1
91	CDKN2A	205.119	0	56	8
91	RB1	205.119	0	56	8
91	COL14A1	205.119	0	56	8
91	ITGAM	205.119	0	56	8
91	KDR	205.119	0	56	8
91	PTEN	205.119	0	56	8
91	RIMS2	205.119	0	56	8
91	TNC	205.119	1	56	8
91	RYR2	7.805	1	2	1
92	CACNA1H	352.167	0	88	3
92	HLA-DRB1	352.167	0	88	3
92	TP53	352.167	0	88	3
93	KCNV1	6.257	1	2	1
93	LAMA1	425.652	0	113	6
93	PIK3CG	425.652	0	113	6
93	PIK3R1	425.652	0	113	6
93	TP53	425.652	0	113	6
93	TTN	425.652	0	113	6
93	PTEN	425.652	0	113	6
94	CDKN2A	306.839	0	77	9
94	GABRB3	306.839	0	77	9
94	GRIN2A	306.839	0	77	9
94	MAPK13	306.839	0	77	9
94	PLCG1	306.839	0	77	9
94	PTEN	306.839	0	77	9
94	PGR	306.839	0	77	9
94	KIT	306.839	0	77	9
94	PCM1	306.839	0	77	9
95	CDKN1B	125.557	0	34	7
95	RB1	125.557	0	34	7
95	TP53	125.557	0	34	7
95	HDAC2	125.557	0	34	7
95	HLA-DRB1	125.557	0	34	7
95	PLCG1	125.557	0	34	7
95	PIK3C2G	125.557	0	34	7
95	CNTN1	2.848	0	1	1
95	COL2A1	5.370	0	2	1
96	TP53	203.489	0	58	1
97	CCT6A	7.187	1	2	1
97	CDKN2A	9.495	0	3	1
97	PTEN	3.524	0	1	1
98	CTNNA2	8.259	1	2	2
98	PCDHGC5	8.259	0	2	2
98	NF1	317.561	0	85	4
98	PIK3CA	317.561	0	85	4
98	TP53	317.561	0	85	4
98	RYR1	317.561	0	85	4
98	PIK3C2B	3.536	0	1	1
99	CDKN2A	66.364	0	20	1
99	COL1A2	129.632	0	37	3
99	EGFR	129.632	1	37	3
99	PDGFRA	129.632	1	37	3
99	ELAVL2	3.434	0	1	1
99	GABBR2	31.577	1	9	1
99	PCDHGC5	3.957	0	1	1
100	ATRX	263.021	1	66	8
100	ITGB4	263.021	0	66	8
100	PIK3C2G	263.021	0	66	8
100	PTEN	263.021	0	66	8
100	TP53	263.021	0	66	8
100	RB1	263.021	0	66	8
100	PDGFRA	263.021	0	66	8
100	RELN	263.021	1	66	8
101	CDKN2A	23.643	0	8	2
101	IL12RB2	23.643	0	8	2
101	ELAVL2	3.638	0	1	1
101	MSH6	10.908	0	3	1
101	PCDH11Y	3.506	0	1	1
101	PDGFRA	117.719	1	35	3
101	PTEN	117.719	0	35	3
101	PTK2B	117.719	0	35	3
101	PRKY	12.103	0	4	1
101	RERE	9.379	0	3	1
102	CDKN2A	234.414	0	63	4
102	EGFR	234.414	1	63	4
102	PTEN	234.414	0	63	4
102	SHB	234.414	0	63	4
102	CEP70	11.446	0	3	1
102	RERE	2.644	0	1	1
103	CDKN2A	12.427	0	4	1
103	COL11A2	7.981	0	3	1
103	PCDH11Y	8.808	0	3	2
103	PCDHGC5	8.808	0	3	2
103	PRKY	9.265	0	3	1
104	ACVR1B	6.803	0	2	1
104	ATRX	108.106	0	32	8
104	CDK4	108.106	1	32	8
104	CDK6	108.106	0	32	8
104	DDIT3	108.106	0	32	8
104	TP53	108.106	0	32	8
104	KDR	108.106	0	32	8
104	PDGFRA	108.106	0	32	8
104	KIT	108.106	0	32	8
104	DCTN2	2.606	0	1	1
104	GRASP	26.514	0	7	1
104	KCNS3	2.865	0	1	1
105	AKT1	240.504	0	65	5
105	DYNC1H1	240.504	0	65	5
105	EGFR	240.504	1	65	5
105	TP53	240.504	0	65	5
105	RYR2	240.504	1	65	5
105	PCDHAC2	3.840	0	1	1
106	CCNF	69.898	0	21	2
106	TP53	69.898	0	21	2
106	PCDHGC5	5.575	0	2	1
106	TJP1	16.392	0	5	1
108	CDKN2A	169.551	0	46	5
108	TP53	169.551	0	46	5
108	KDR	169.551	0	46	5
108	KIT	169.551	1	46	5
108	PDGFRA	169.551	1	46	5
108	CELSR3	4.200	0	1	1
108	SRI	5.346	0	2	1
109	CDKN2A	528.914	0	132	11
109	COL6A2	528.914	1	132	11
109	FBN2	528.914	1	132	11
109	KIT	528.914	1	132	11
109	TP53	528.914	0	132	11
109	DRD5	528.914	0	132	11
109	FGFR3	528.914	0	132	11
109	PTEN	528.914	0	132	11
109	RIMS2	528.914	1	132	11
109	PIAS1	528.914	0	132	11
109	GRB10	528.914	1	132	11
109	ELAVL2	5.501	0	1	1
109	PCDH11Y	13.523	0	4	1
109	RELN	17.424	1	6	1
110	CDH18	6.574	1	2	1
110	EGFR	538.893	1	149	4
110	ITGA4	538.893	0	149	4
110	MAP4K1	538.893	0	149	4
110	FGF18	538.893	0	149	4
110	KCNB2	5.805	0	2	1
110	RASGRF1	2.808	0	1	1
110	SEC61G	6.219	1	2	1
110	ZNF3	10.829	0	3	1
111	CHEK1	45.113	0	14	1
111	COL1A2	161.871	0	42	3
